SITE_ID,VISIT_NO,LAKE_ORIGIN12,BENT_COND,CHLA_COND,NTL_COND,PTL_COND,DRAWDOWN_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,RVEG_COND,SEDHG_MTH_TOP_COND,SEDHG_TOT_BTM_COND,SEDHG_TOT_TOP_COND,CHLL_REC,CYNL_REC,MICL_REC,WSA9_LO
NLA12_SD-119,1,MAN_MADE,Not Assessed,Good,Poor,Poor,Medium,Poor,Poor,Fair,Poor,Medium,Not Assessed,Medium,High,Low,Low,NPL_MAN_MADE
NLA12_MD-108,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Fair,Poor,Poor,Poor,Low,Not Assessed,Low,Moderate,Moderate,Low,SAP_MAN_MADE
NLA12_ND-194,1,RESERVOIR,Poor,Poor,Poor,Poor,Small,Poor,Poor,Poor,Fair,Low,Not Assessed,Medium,High,High,Low,TPL_MAN_MADE
NLA12_OR-129,1,NATURAL,Fair,Fair,Good,Good,Small,Good,Good,Fair,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_CA-128,1,NATURAL,Fair,Poor,Fair,Fair,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,Low,WMT_NATURAL
NLA12_VA-119,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Good,Good,Good,Good,Medium,Not Assessed,Low,High,High,Moderate,CPL_MAN_MADE
NLA12_ME-106,1,NATURAL,Not Assessed,Fair,Good,Good,Small,Good,Fair,Fair,Poor,High,High,High,Low,Low,No Detect,NAP_NATURAL
NLA12_MS-113,1,RESERVOIR,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_OH-102,1,RESERVOIR,Poor,Poor,Poor,Poor,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,High,Moderate,No Detect,TPL_MAN_MADE
NLA12_MN-104,1,NATURAL,Good,Good,Good,Fair,Small,Good,Good,Good,Good,High,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_MN-131,1,NATURAL,Good,Poor,Fair,Fair,Small,Poor,Poor,Good,Poor,Low,Low,Low,Low,Low,No Detect,TPL_NATURAL
NLA12_IN-111,1,RESERVOIR,Good,Poor,Fair,Good,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Moderate,Low,TPL_MAN_MADE
NLA12_MN-143,1,NATURAL,Fair,Good,Poor,Poor,Small,Fair,Fair,Good,Fair,High,Low,Medium,Moderate,Moderate,Low,UMW_NATURAL
NLA12_CT-126,1,MAN_MADE,Good,Good,Good,Fair,Small,Good,Good,Fair,Good,High,Medium,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_IN-101,1,NATURAL,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,High,Low,Medium,Low,Low,No Detect,TPL_NATURAL
NLA12_VA-106,1,MAN_MADE,Good,Poor,Fair,Poor,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_ID-203,1,RESERVOIR,Fair,Fair,Poor,Poor,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Moderate,No Detect,WMT_MAN_MADE
NLA12_ID-122,1,RESERVOIR,Fair,Good,Poor,Fair,Large,Poor,Poor,Good,Poor,Low,Not Assessed,Low,High,Moderate,No Detect,XER_MAN_MADE
NLA12_IN-130,1,MAN_MADE,Fair,Poor,Poor,Good,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_ID-198,1,RESERVOIR,Good,Good,Fair,Fair,Small,Good,Fair,Good,Poor,Medium,Not Assessed,Medium,Moderate,Moderate,No Detect,XER_MAN_MADE
NLA12_IN-113,1,NATURAL,Poor,Good,Good,Good,Medium,Poor,Poor,Poor,Fair,Medium,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_UT-167,1,NATURAL_ENH,Fair,Good,Fair,Good,Large,Good,Fair,Fair,Poor,Low,Low,Low,Low,Low,No Detect,XER_NATURAL
NLA12_PA-117,1,MAN_MADE,Good,Poor,Poor,Poor,Small,Fair,Poor,Fair,Poor,Medium,Not Assessed,Medium,High,High,Low,SAP_MAN_MADE
NLA12_PA-106,1,RESERVOIR,Fair,Good,Poor,Good,Small,Fair,Fair,Fair,Poor,Low,Not Assessed,High,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_ME-103,1,NATURAL,Not Assessed,Good,Good,Good,Small,Fair,Fair,Good,Fair,High,High,High,Low,Low,No Detect,NAP_NATURAL
NLA12_OK-288,1,MAN_MADE,Fair,Poor,Poor,Good,Large,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,Low,CPL_MAN_MADE
NLA12_OR-107,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Medium,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_OR-145,1,NATURAL,Good,Fair,Good,Good,Small,Good,Good,Fair,Fair,High,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_MT-110,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Good,Good,Low,Medium,High,Low,Low,No Detect,WMT_NATURAL
NLA12_MT-152,1,NATURAL,Fair,Good,Fair,Good,Small,Good,Good,Good,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_WY-133,1,NATURAL,Not Assessed,Good,Good,Good,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_IN-147,1,MAN_MADE,Not Assessed,Poor,Poor,Poor,Small,Fair,Fair,Poor,Good,Low,Not Assessed,Medium,High,Low,No Detect,TPL_MAN_MADE
NLA12_OH-137,1,NATURAL_ENH,Poor,Fair,Poor,Poor,Small,Good,Fair,Poor,Poor,High,High,High,Moderate,High,Low,NAP_NATURAL
NLA12_TX-113,1,RESERVOIR,Fair,Poor,Poor,Poor,Large,Good,Fair,Fair,Poor,Low,Not Assessed,Low,Moderate,High,Low,CPL_MAN_MADE
NLA12_UT-196,1,RESERVOIR,Fair,Good,Fair,Good,Small,Good,Poor,Poor,Poor,Low,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_ND-202,1,NATURAL,Not Assessed,Good,Poor,Good,Small,Good,Good,Fair,Good,Low,Low,Low,Moderate,High,Low,NPL_NATURAL
NLA12_ND-198,1,NATURAL,Not Assessed,Poor,Poor,Fair,Small,Good,Good,Fair,Good,Low,Medium,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_ND-190,1,NATURAL,Good,Poor,Poor,Poor,Small,Fair,Good,Fair,Good,Low,Low,Low,High,High,Low,TPL_NATURAL
NLA12_ME-121,1,NATURAL,Fair,Good,Good,Good,Small,Good,Fair,Fair,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_OH-134,1,RESERVOIR,Poor,Poor,Fair,Poor,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Moderate,Low,TPL_MAN_MADE
NLA12_ID-104,1,RESERVOIR,Poor,Poor,Poor,Poor,Large,Good,Good,Fair,Good,Low,Not Assessed,Low,Moderate,Moderate,Low,XER_MAN_MADE
NLA12_CO-121,1,RESERVOIR,Good,Poor,Fair,Poor,Medium,Fair,Fair,Good,Good,Low,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_WA-102,1,NATURAL,Good,Poor,Poor,Poor,Small,Good,Fair,Good,Fair,High,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_CO-117,1,RESERVOIR,Poor,Poor,Poor,Fair,Medium,Good,Fair,Fair,Poor,Low,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_WY-115,1,RESERVOIR,Not Assessed,Good,Fair,Fair,Large,Good,Fair,Fair,Poor,Low,Low,Low,Low,Low,No Detect,XER_MAN_MADE
NLA12_ND-145,1,NATURAL,Good,Good,Fair,Poor,Small,Good,Good,Fair,Good,High,Low,Medium,Moderate,Moderate,Low,NPL_NATURAL
NLA12_IN-134,1,NATURAL,Fair,Fair,Fair,Good,Small,Good,Good,Fair,Good,High,Low,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_ME-130,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_ND-131,1,RESERVOIR,Fair,Good,Fair,Good,Medium,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,High,Low,NPL_MAN_MADE
NLA12_CA-188,1,RESERVOIR,Fair,Good,Fair,Good,Medium,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Moderate,Moderate,XER_MAN_MADE
NLA12_MT-124,1,RESERVOIR,Poor,Good,Good,Good,Large,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_SD-147,1,MAN_MADE,Good,Good,Poor,Poor,Small,Poor,Poor,Poor,Fair,Low,Not Assessed,Medium,High,Moderate,High,NPL_MAN_MADE
NLA12_OR-105,1,RESERVOIR,Good,Poor,Fair,Fair,Large,Fair,Poor,Fair,Poor,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_MN-121,1,NATURAL,Fair,Good,Poor,Poor,Small,Fair,Poor,Poor,Fair,Low,Medium,Low,Moderate,Low,Low,UMW_NATURAL
NLA12_DE-101,1,MAN_MADE,Fair,Poor,Poor,Poor,Small,Poor,Poor,Fair,Fair,Low,Not Assessed,Medium,High,Moderate,Low,CPL_MAN_MADE
NLA12_SD-137,1,MAN_MADE,Good,Good,Poor,Poor,Medium,Poor,Poor,Poor,Poor,Medium,Not Assessed,Medium,Low,Low,No Detect,NPL_MAN_MADE
NLA12_TX-104,1,MAN_MADE,Good,Good,Poor,Poor,Small,Good,Fair,Fair,Poor,Low,Not Assessed,Low,Moderate,Moderate,No Detect,SPL_MAN_MADE
NLA12_WI-144,1,NATURAL,Good,Good,Fair,Good,Small,Good,Poor,Fair,Poor,Medium,Medium,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_MN-119,1,MAN_MADE,Fair,Poor,Fair,Poor,Small,Poor,Fair,Poor,Good,Low,Low,Medium,Moderate,High,Low,TPL_MAN_MADE
NLA12_OK-132,1,MAN_MADE,Good,Good,Poor,Good,Medium,Poor,Fair,Good,Good,Low,Not Assessed,Low,Moderate,Low,No Detect,SPL_MAN_MADE
NLA12_CA-119,1,MAN_MADE,Fair,Poor,Good,Good,Large,Good,Good,Fair,Fair,Low,Not Assessed,Medium,Low,Low,No Detect,XER_MAN_MADE
NLA12_OR-154,1,RESERVOIR,Poor,Fair,Poor,Poor,Large,Good,Poor,Fair,Poor,Low,Not Assessed,Low,Low,Low,Low,WMT_MAN_MADE
NLA12_MN-103,1,NATURAL,Fair,Good,Good,Fair,Small,Good,Good,Fair,Good,High,Low,Medium,Low,Low,Low,UMW_NATURAL
NLA12_IN-144,1,NATURAL,Poor,Fair,Fair,Fair,Small,Poor,Poor,Poor,Poor,Medium,Medium,Medium,Low,Moderate,No Detect,UMW_NATURAL
NLA12_IN-110,1,NATURAL,Poor,Good,Good,Good,Small,Poor,Poor,Poor,Fair,Medium,Low,Medium,Low,Moderate,Low,UMW_NATURAL
NLA12_IN-105,1,NATURAL,Not Assessed,Fair,Good,Good,Small,Good,Fair,Poor,Good,High,Medium,Medium,Moderate,High,Low,TPL_NATURAL
NLA12_OK-292,1,MAN_MADE,Not Assessed,Poor,Poor,Poor,Medium,Fair,Poor,Fair,Poor,Low,Not Assessed,Low,High,High,Low,SPL_MAN_MADE
NLA12_MN-106,1,NATURAL,Poor,Good,Good,Poor,Small,Poor,Poor,Fair,Poor,Low,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_MN-115,1,NATURAL,Fair,Good,Good,Poor,Small,Good,Fair,Fair,Fair,High,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_AL-113,1,RESERVOIR,Good,Good,Good,Good,Small,Fair,Fair,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_NC-104,1,NATURAL,Not Assessed,Poor,Fair,Good,Small,Good,Good,Good,Good,High,Medium,High,Moderate,Low,No Detect,CPL_NATURAL
NLA12_IN-164,1,NATURAL,Poor,Good,Good,Good,Small,Fair,Good,Fair,Good,Not Assessed,Not Assessed,Not Assessed,Low,Low,Low,UMW_NATURAL
NLA12_ME-101,1,NATURAL,Poor,Good,Good,Good,Small,Good,Fair,Fair,Fair,High,Medium,Medium,Low,Low,No Detect,NAP_NATURAL
NLA12_ME-126,1,NATURAL,Not Assessed,Good,Good,Good,Small,Good,Good,Good,Fair,High,Medium,Medium,Low,Low,No Detect,NAP_NATURAL
NLA12_NE-107,1,NATURAL,Good,Poor,Good,Good,Medium,Fair,Fair,Good,Good,Low,Low,Low,Moderate,Moderate,Low,SPL_NATURAL
NLA12_OR-112,1,RESERVOIR,Poor,Poor,Fair,Poor,Large,Poor,Poor,Fair,Poor,Medium,Not Assessed,Medium,Moderate,Low,Low,WMT_MAN_MADE
NLA12_VA-112,1,MAN_MADE,Fair,Poor,Good,Good,Small,Good,Poor,Poor,Poor,Low,Not Assessed,Medium,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_VA-123,1,MAN_MADE,Poor,Fair,Poor,Poor,Small,Poor,Poor,Poor,Poor,High,Not Assessed,High,High,High,Low,CPL_MAN_MADE
NLA12_MI-150,1,NATURAL,Good,Fair,Good,Good,Small,Poor,Good,Good,Good,High,Medium,High,Low,Low,Low,UMW_NATURAL
NLA12_GA-111,1,MAN_MADE,Poor,Poor,Fair,Fair,Small,Fair,Poor,Poor,Poor,Medium,Not Assessed,High,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_IN-102,1,NATURAL,Poor,Good,Good,Fair,Medium,Poor,Poor,Poor,Poor,Low,Low,Low,Low,Low,Low,UMW_NATURAL
NLA12_IN-106,1,NATURAL,Poor,Fair,Good,Fair,Small,Good,Good,Good,Good,High,Medium,Medium,Low,High,Low,UMW_NATURAL
NLA12_MI-125,1,NATURAL,Good,Good,Good,Good,Large,Good,Good,Good,Good,Medium,High,High,Low,Low,No Detect,UMW_NATURAL
NLA12_CA-108,1,MAN_MADE,Fair,Poor,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Low,Low,No Detect,XER_MAN_MADE
NLA12_UT-118,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Poor,Good,Low,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_CT-103,1,RESERVOIR,Good,Good,Good,Fair,Large,Good,Fair,Fair,Fair,High,High,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_MN-177,1,NATURAL,Poor,Fair,Poor,Poor,Medium,Good,Fair,Fair,Fair,High,Medium,Medium,High,High,No Detect,UMW_NATURAL
NLA12_TX-116,1,MAN_MADE,Good,Good,Good,Good,Medium,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,Low,Low,SPL_MAN_MADE
NLA12_IN-166,1,MAN_MADE,Good,Poor,Fair,Poor,Small,Good,Good,Good,Good,Medium,Not Assessed,Low,Moderate,High,Low,TPL_MAN_MADE
NLA12_WI-134,1,NATURAL,Not Assessed,Poor,Poor,Poor,Medium,Poor,Poor,Fair,Poor,High,Medium,Medium,High,High,High,TPL_NATURAL
NLA12_OR-102,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Large,Fair,Fair,Fair,Good,Low,Not Assessed,Low,High,High,High,XER_MAN_MADE
NLA12_AR-109,1,MAN_MADE,Good,Good,Fair,Fair,Small,Good,Good,Poor,Good,Medium,Not Assessed,Medium,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_AR-104,1,RESERVOIR,Poor,Poor,Good,Fair,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_FL-130,1,NATURAL,Fair,Good,Poor,Poor,Large,Good,Poor,Fair,Poor,High,Medium,High,Low,Moderate,No Detect,CPL_NATURAL
NLA12_MN-167,1,NATURAL,Fair,Poor,Fair,Poor,Small,Fair,Good,Fair,Good,High,Medium,Low,Moderate,High,Low,TPL_NATURAL
NLA12_NC-127,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,High,Not Assessed,High,Low,Low,No Detect,CPL_MAN_MADE
NLA12_ME-120,1,NATURAL,Fair,Good,Good,Good,Small,Good,Fair,Good,Poor,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_AZ-103,1,RESERVOIR,Poor,Fair,Poor,Poor,Large,Good,Fair,Fair,Poor,Medium,Not Assessed,Medium,Low,Low,Low,WMT_MAN_MADE
NLA12_FL-102,2,NATURAL,Poor,Poor,Poor,Fair,Medium,Fair,Good,Fair,Good,Medium,Medium,High,Moderate,High,Low,CPL_NATURAL
NLA12_CO-133,1,MAN_MADE,Not Assessed,Good,Good,Good,Medium,Fair,Fair,Good,Fair,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_MN-160,1,NATURAL,Poor,Good,Fair,Fair,Small,Good,Fair,Good,Poor,High,Medium,High,Moderate,Moderate,Low,UMW_NATURAL
NLA12_IN-159,1,MAN_MADE,Good,Poor,Fair,Poor,Small,Fair,Good,Fair,Good,High,Medium,Medium,Moderate,Moderate,Low,TPL_MAN_MADE
NLA12_NE-111,1,NATURAL_ENH,Fair,Poor,Good,Good,Small,Poor,Good,Fair,Good,Low,Low,Low,Low,Low,No Detect,SPL_NATURAL
NLA12_FL-109,1,NATURAL,Poor,Poor,Poor,Poor,Small,Fair,Poor,Fair,Good,High,Medium,High,Moderate,High,Low,CPL_NATURAL
NLA12_FL-105,1,NATURAL,Fair,Poor,Poor,Poor,Small,Poor,Poor,Fair,Good,High,High,High,High,High,Low,CPL_NATURAL
NLA12_NE-112,1,NATURAL,Good,Poor,Good,Good,Small,Fair,Good,Fair,Good,Low,Low,Low,Moderate,Moderate,Low,SPL_NATURAL
NLA12_UT-218,1,RESERVOIR,Not Assessed,Poor,Good,Good,Large,Good,Poor,Poor,Poor,Medium,Not Assessed,Medium,Low,Low,Low,WMT_MAN_MADE
NLA12_SC-112,2,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_NC-124,1,MAN_MADE,Fair,Poor,Poor,Poor,Small,Fair,Poor,Poor,Poor,Medium,Not Assessed,Medium,High,Moderate,Low,SAP_MAN_MADE
NLA12_NC-115,1,MAN_MADE,Good,Fair,Fair,Poor,Small,Good,Good,Fair,Fair,High,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_SD-131,1,NATURAL,Poor,Good,Poor,Poor,Small,Fair,Poor,Fair,Poor,Low,Medium,Medium,High,High,Low,NPL_NATURAL
NLA12_ND-156,1,NATURAL,Fair,Good,Poor,Poor,Small,Good,Poor,Poor,Poor,Low,Medium,Medium,High,High,Low,NPL_NATURAL
NLA12_WY-116,1,NATURAL,Not Assessed,Not Assessed,Fair,Fair,Small,Good,Good,Good,Good,High,Medium,High,Not Assessed,Low,No Detect,WMT_NATURAL
NLA12_SC-118,1,RESERVOIR,Not Assessed,Fair,Good,Fair,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_IN-120,1,NATURAL,Poor,Good,Fair,Poor,Small,Good,Good,Fair,Good,High,Medium,Medium,Low,Low,Low,UMW_NATURAL
NLA12_IN-145,1,NATURAL,Not Assessed,Fair,Poor,Poor,Small,Good,Good,Fair,Good,Low,Medium,Medium,High,Low,Low,UMW_NATURAL
NLA12_FL-126,1,NATURAL,Poor,Good,Poor,Fair,Small,Fair,Good,Good,Good,High,Low,Medium,Moderate,Moderate,Low,CPL_NATURAL
NLA12_MO-105,1,MAN_MADE,Fair,Good,Poor,Poor,Small,Fair,Poor,Poor,Poor,Low,Not Assessed,Medium,Moderate,Low,Low,SAP_MAN_MADE
NLA12_MO-110,1,MAN_MADE,Poor,Poor,Fair,Fair,Medium,Fair,Poor,Fair,Fair,Medium,Not Assessed,Medium,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_WA-109,1,MAN_MADE,Good,Poor,Fair,Good,Small,Good,Good,Fair,Good,High,Medium,High,Low,Low,No Detect,WMT_MAN_MADE
NLA12_CA-103,1,RESERVOIR,Not Assessed,Good,Fair,Good,Large,Good,Fair,Fair,Poor,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_ME-102,1,NATURAL,Poor,Good,Good,Good,Small,Poor,Fair,Good,Good,Medium,High,High,Low,Low,Low,NAP_NATURAL
NLA12_OR-109,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Medium,Low,Medium,No Detect,Low,No Detect,WMT_NATURAL
NLA12_IN-149,1,MAN_MADE,Fair,Good,Fair,Poor,Small,Poor,Poor,Poor,Fair,Not Assessed,High,Not Assessed,Moderate,Low,Low,UMW_MAN_MADE
NLA12_IN-179,1,MAN_MADE,Fair,Fair,Poor,Poor,Small,Good,Good,Fair,Good,Not Assessed,Not Assessed,Not Assessed,Moderate,Low,Low,TPL_MAN_MADE
NLA12_IN-187,1,NATURAL,Good,Poor,Good,Good,Small,Good,Good,Poor,Good,High,Medium,Medium,Low,Low,Low,TPL_NATURAL
NLA12_ME-116,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_MN-152,1,NATURAL,Fair,Good,Poor,Poor,Small,Good,Poor,Fair,Poor,High,Low,Medium,High,Moderate,Low,UMW_NATURAL
NLA12_MT-140,1,NATURAL,Poor,Good,Good,Good,Large,Good,Good,Good,Good,High,Low,Medium,No Detect,Low,No Detect,WMT_NATURAL
NLA12_NE-125,1,NATURAL,Poor,Fair,Fair,Good,Large,Fair,Fair,Fair,Fair,Medium,Low,Medium,High,High,Low,SPL_NATURAL
NLA12_SC-102,1,MAN_MADE,Fair,Poor,Fair,Fair,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_IL-112,1,MAN_MADE,Fair,Poor,Fair,Fair,Small,Poor,Fair,Fair,Good,Medium,Not Assessed,Medium,Moderate,High,Low,TPL_MAN_MADE
NLA12_MN-112,1,NATURAL,Fair,Poor,Poor,Poor,Small,Poor,Poor,Fair,Poor,High,Medium,Low,High,High,Low,UMW_NATURAL
NLA12_WI-161,1,NATURAL,Poor,Fair,Poor,Good,Small,Good,Good,Fair,Good,Medium,Medium,Medium,Moderate,Low,No Detect,UMW_NATURAL
NLA12_MN-135,1,NATURAL,Poor,Poor,Poor,Poor,Small,Good,Good,Fair,Good,Not Assessed,Not Assessed,Not Assessed,High,Low,Low,TPL_NATURAL
NLA12_OR-128,1,NATURAL,Fair,Poor,Good,Good,Small,Good,Good,Fair,Good,Medium,Low,Low,Low,Low,Low,WMT_NATURAL
NLA12_CT-108,1,NATURAL_ENH,Good,Poor,Good,Poor,Small,Good,Poor,Fair,Poor,High,Medium,High,Low,Low,Low,NAP_NATURAL
NLA12_MD-104,1,MAN_MADE,Fair,Fair,Poor,Poor,Small,Poor,Poor,Fair,Fair,High,Not Assessed,High,High,High,Low,CPL_MAN_MADE
NLA12_WA-133,1,NATURAL,Poor,Poor,Poor,Poor,Small,Good,Fair,Fair,Fair,High,Medium,High,Low,Low,No Detect,WMT_NATURAL
NLA12_CO-130,1,NATURAL,Not Assessed,Poor,Good,Good,Small,Good,Good,Good,Good,High,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-126,1,NATURAL,Fair,Good,Fair,Good,Small,Good,Good,Fair,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_OK-107,1,RESERVOIR,Poor,Good,Poor,Good,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_NE-121,1,NATURAL,Not Assessed,Fair,Fair,Good,Small,Good,Good,Fair,Good,Medium,Medium,Medium,High,High,Low,SPL_NATURAL
NLA12_VA-127,1,MAN_MADE,Good,Poor,Poor,Poor,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Moderate,Moderate,No Detect,CPL_MAN_MADE
NLA12_VA-130,1,MAN_MADE,Good,Good,Poor,Poor,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_MN-114,1,NATURAL,Poor,Good,Poor,Poor,Small,Fair,Good,Fair,Good,High,Low,Medium,Low,High,Low,UMW_NATURAL
NLA12_DE-103,1,MAN_MADE,Good,Fair,Poor,Poor,Small,Good,Fair,Fair,Good,High,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_IL-116,1,MAN_MADE,Fair,Good,Fair,Fair,Small,Good,Good,Good,Good,Medium,Not Assessed,Low,No Detect,Low,Low,TPL_MAN_MADE
NLA12_PA-113,1,NATURAL,Poor,Fair,Good,Good,Small,Good,Poor,Poor,Poor,High,Medium,Medium,Low,Moderate,No Detect,NAP_NATURAL
NLA12_IN-185,1,NATURAL,Fair,Good,Fair,Poor,Small,Good,Good,Fair,Good,High,Medium,Low,Moderate,High,Low,UMW_NATURAL
NLA12_CA-135,1,MAN_MADE,Good,Poor,Good,Good,Medium,Good,Good,Good,Good,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_CA-123,1,MAN_MADE,Fair,Fair,Good,Good,Large,Good,Poor,Fair,Poor,High,Not Assessed,High,Low,Low,No Detect,WMT_MAN_MADE
NLA12_TX-128,1,RESERVOIR,Good,Good,Good,Fair,Medium,Good,Good,Fair,Good,Medium,Not Assessed,Low,Low,Moderate,No Detect,SPL_MAN_MADE
NLA12_OR-144,1,NATURAL,Good,Good,Fair,Good,Medium,Good,Good,Good,Good,High,Low,Medium,Moderate,Low,No Detect,WMT_NATURAL
NLA12_UT-159,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-147,1,NATURAL,Good,Poor,Poor,Good,Large,Good,Good,Fair,Good,High,Medium,High,Low,Low,No Detect,WMT_NATURAL
NLA12_SC-127,1,MAN_MADE,Poor,Good,Fair,Good,Medium,Fair,Poor,Fair,Poor,Low,Not Assessed,Low,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_MT-144,1,RESERVOIR,Fair,Good,Good,Poor,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,Low,Low,No Detect,NPL_MAN_MADE
NLA12_SD-143,1,MAN_MADE,Fair,Good,Poor,Good,Small,Good,Fair,Fair,Poor,Low,Not Assessed,Low,Low,Low,Low,NPL_MAN_MADE
NLA12_SC-104,2,MAN_MADE,Poor,Good,Poor,Poor,Large,Good,Good,Fair,Fair,High,Not Assessed,Medium,Moderate,Low,Low,SAP_MAN_MADE
NLA12_IN-103,1,NATURAL,Good,Poor,Fair,Fair,Small,Good,Good,Poor,Good,High,Not Assessed,Medium,Moderate,High,Low,TPL_NATURAL
NLA12_ME-129,1,NATURAL,Not Assessed,Fair,Good,Good,Small,Good,Fair,Good,Poor,High,Medium,High,Low,Low,Low,NAP_NATURAL
NLA12_IN-163,1,RESERVOIR,Poor,Poor,Good,Fair,Large,Poor,Good,Fair,Good,Medium,Not Assessed,Medium,Moderate,High,Low,TPL_MAN_MADE
