SITE_ID,VISIT_NO,TSTATE_TP,TSTATE_TN,TSTATE_CHL,TSTATE_SECCHI
NLA06608-0857,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0859,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0860,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0860,2,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),2: MESOTROPHIC (>2-7 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0862,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0863,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0864,1,2: MESOTROPHIC (>10-25 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0865,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0868,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0869,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0870,1,3: EUTROPHIC (>25-50 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0871,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0872,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0873,1,4: HYPEREUTROPHIC (>50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0874,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0875,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0877,1,2: MESOTROPHIC (>10-25 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0878,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0880,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0881,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0885,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0889,1,4: HYPEREUTROPHIC (>50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0890,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0891,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0893,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0895,1,4: HYPEREUTROPHIC (>50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0899,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0900,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0904,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0905,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0906,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0913,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0914,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0915,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0916,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0918,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0921,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0922,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0924,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0925,1,1: OLIGOTROPHIC (<= 10 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0926,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0927,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0929,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0930,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0933,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0934,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0935,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0938,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0940,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0942,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0943,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0944,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0946,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0950,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0955,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0957,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0958,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0961,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0962,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0967,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0968,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0970,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0971,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0972,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0974,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0979,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0980,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0982,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0984,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0986,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0987,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0989,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-0990,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-0993,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-0994,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-0996,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),5: CLEAR TO BOTTOM
NLA06608-0997,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1001,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1002,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),1: OLIGOTROPHIC (<= 2 ug/L),5: CLEAR TO BOTTOM
NLA06608-1003,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1005,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1006,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1007,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1008,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1010,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1012,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1014,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1015,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1016,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1018,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1022,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1024,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1034,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1035,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1036,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1037,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1038,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1039,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1041,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1044,1,3: EUTROPHIC (>25-50 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1045,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1047,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1052,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1055,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1056,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1057,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1058,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1059,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1060,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1060,2,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1070,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1073,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1075,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),5: CLEAR TO BOTTOM
NLA06608-1083,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1086,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1087,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1089,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1091,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1096,1,4: HYPEREUTROPHIC (>50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1100,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1101,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),5: CLEAR TO BOTTOM
NLA06608-1102,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1103,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1107,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1108,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1108,2,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1111,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1113,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1114,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1115,1,2: MESOTROPHIC (>10-25 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1119,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1120,1,4: HYPEREUTROPHIC (>50 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
