SITE_ID,VISIT_NO,SAMPLE_CATEGORY,SAMPLE_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NO3N_PPM,NO3_FLAG,NO3_RL_ALERT,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,CL_PPM,CL_FLAG,CL_RL_ALERT,SO4_PPM,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA_FLAG,CA_RL_ALERT,MG_PPM,MG_FLAG,MG_RL_ALERT,NA_PPM,NA_FLAG,NA_RL_ALERT,K_PPM,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,FLAG_SECCHI,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM
NLA06608-0041,1,P,502581,7.37,NA,82.91,NA,N,269.71,NA,0.601,<RL (2),Y,1.29,NA,N,1.24,NA,N,0.011,<RL (0.02),Y,0.395,NA,N,0.376,NA,N,476,NA,N,1,<RL (4),Y,0.884,N,NA,NA,NA,2.065,NA,N,17.883,NA,N,6.76,NA,N,3.062,NA,N,2.302,NA,N,0.801,NA,N,4,<RL (5),Y,2.505,NA,N,710.73,727.17,709.91,9.48,NA,NA,NA,NA,NA
NLA06608-0041,2,D,505901,7.46,NA,85.32,NA,N,280.22,NA,0.922,NA,Y,1.69,NA,N,1.58,NA,N,0.014,NA,Y,0.325,NA,N,0.328,NA,N,400,NA,N,1,NA,Y,1.132,N,NA,NA,NA,2.001,NA,N,17.92,NA,N,6.93,NA,N,2.968,NA,N,2.346,NA,N,0.782,NA,N,5,NA,N,2.367,NA,N,713.12,733.22,712.08,NA,NA,NA,NA,NA,NA
NLA06608-0042,1,D,502131,6.6,NA,21.54,NA,N,138.99,NA,0.712,NA,Y,5,NA,N,4.76,NA,N,0.011,NA,Y,0,NA,Y,0,NA,Y,246,NA,N,17,NA,N,2.432,N,NA,NA,NA,0.161,NA,Y,1.026,NA,N,1.954,NA,N,0.592,NA,N,0.891,NA,N,0.451,NA,N,8,NA,N,4.374,NA,N,197.32,164.92,196.51,NA,NA,NA,NA,NA,NA
NLA06608-0042,2,P,511661,7.14,NA,19.69,NA,N,157.93,NA,0.508,<RL (2),Y,3.44,NA,N,3.2,NA,N,0.016,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,147,NA,N,5,NA,N,1.276,N,NA,NA,NA,0.154,<RL (0.2),Y,1.089,NA,N,2.026,NA,N,0.577,NA,N,0.897,NA,N,0.391,NA,N,5,<RL (5),N,4.295,NA,N,198.8,185.02,197.6,4.8,NA,NA,NA,NA,NA
NLA06608-0043,1,P,512701,8.48,NA,438.1,NA,N,3442.43,NA,3.74,NA,N,7.46,NA,N,7.22,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,645,NA,N,9,NA,N,5.409,N,NA,NA,NA,18.784,NA,N,33.304,NA,N,49.35,NA,N,19.24,NA,N,7.197,NA,N,2.596,NA,N,16,NA,N,2.971,NA,N,4426.17,4665.64,4425.24,1.85,NA,NA,NA,NA,NA
NLA06608-0043,2,P,513101,8.52,NA,414.2,NA,N,3342.3,NA,2.94,NA,N,7.5,NA,N,7.25,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,714,NA,N,11,NA,N,5.317,N,IM,"THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.",NA,18.419,NA,N,31.441,NA,N,52.65,NA,N,19.8,NA,N,6.185,NA,N,2.098,NA,N,14,NA,N,3.154,NA,N,4580.4,4516.43,4579.23,1.45,NA,NA,NA,"THIS SEQUENCE IS A PRIMARY SAMPLE SEQUENCE FOR VISIT 2, AND NOT A DUPLICATE SERIES, AS NO OTHER SAMPLE SERIES WAS REPORTED FOR VISIT 2.",NA
NLA06608-0044,1,P,503701,8.67,NA,274.1,NA,N,2901.61,NA,121,NA,N,30.44,NA,N,16.68,NA,N,0.035,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,4108,NA,N,601,NA,N,135.61,N,NA,NA,NA,1.326,NA,N,9.666,NA,N,34.58,NA,N,4.527,NA,N,9.729,NA,N,8.326,NA,N,27,NA,N,2.462,NA,N,2736.23,3140.26,2734.2,0.12,NA,NA,NA,NA,NA
NLA06608-0044,2,D,504341,8.47,NA,310.2,NA,N,3120.38,NA,117,NA,N,29.55,NA,N,17.05,NA,N,0.029,NA,N,0,NA,Y,0,NA,Y,7216,NA,N,554,NA,N,145.309,N,NA,NA,NA,1.555,NA,N,10.014,NA,N,39.15,NA,N,5.111,NA,N,11.16,NA,N,10.17,NA,N,34,NA,N,0.736,NA,N,3121.55,3372.74,3119.71,NA,NA,NA,NA,NA,NA
NLA06608-0045,1,P,505701,7.52,NA,103.3,NA,N,872.19,NA,9.45,NA,N,5.28,NA,N,4.79,NA,N,0.03,NA,N,0.012,<RL (0.02),Y,0.039,NA,N,648,NA,N,54,NA,N,20.16,N,NA,NA,NA,4.068,NA,N,2.246,NA,N,7.805,NA,N,3.843,NA,N,4.665,NA,N,1.849,NA,N,34,NA,N,20.583,NA,N,958.05,1036.51,955.91,0.86,NA,NA,NA,NA,NA
NLA06608-0045,2,D,514111,7.37,NA,114.2,NA,N,907.22,NA,6.5,NA,N,5.09,NA,N,4.57,NA,N,0.011,NA,Y,0,NA,Y,0,NA,Y,488,NA,N,59,NA,N,21.12,N,NA,NA,NA,4.406,NA,N,2.82,NA,N,8.818,NA,N,4.279,NA,N,4.836,NA,N,2.061,NA,N,17,NA,N,20.579,NA,N,1055.93,1090.21,1055.2,NA,NA,NA,NA,NA,NA
NLA06608-0048,1,P,513001,8.46,NA,223.9,NA,N,1851.08,NA,16.7,NA,N,5.21,NA,N,4.77,NA,N,0.011,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,773,NA,N,111,NA,N,54,N,NA,NA,NA,7.665,NA,N,8.282,NA,N,24.44,NA,N,7.642,NA,N,5.434,NA,N,3.294,NA,N,10,NA,N,4.164,NA,N,2169.71,2239.71,2169.02,0.28,NA,NA,NA,NA,NA
NLA06608-0048,2,D,514761,8.33,NA,245.6,NA,N,2032.25,NA,18.2,NA,N,5.14,NA,N,4.77,NA,N,0.01,NA,Y,0,NA,Y,0,NA,Y,943,NA,N,82,NA,N,22.693,N,NA,NA,NA,8.252,NA,N,7.683,NA,N,26.36,NA,N,8.343,NA,N,6.093,NA,N,3.599,NA,N,9,NA,N,4.708,NA,N,2359.61,2424.97,2358.97,NA,NA,NA,NA,NA,NA
NLA06608-0049,1,P,509741,7.91,NA,91.89,NA,N,829.8,NA,1.55,<RL (2),Y,2.03,NA,N,1.88,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,256,NA,N,15,NA,N,1.136,N,NA,NA,NA,0.468,NA,N,2.776,NA,N,15.78,NA,N,1.126,NA,N,1.395,NA,N,0.451,NA,N,5,<RL (5),N,7.447,NA,N,953.27,900.81,952.29,2.53,NA,NA,NA,NA,NA
NLA06608-0050,1,P,508671,7.05,NA,25.53,NA,N,122.67,NA,1.78,<RL (2),Y,5.69,NA,N,5.14,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,303,NA,N,16,NA,N,3.952,N,NA,NA,NA,0.596,NA,N,2.825,NA,N,1.997,NA,N,0.474,NA,N,1.134,NA,N,0.841,NA,N,33,NA,N,4.906,NA,N,210.43,198.39,209.49,1.5,NA,NA,NA,NA,NA
NLA06608-0050,2,D,509631,6.9,NA,24.99,NA,N,116.03,NA,2.88,NA,N,7.32,NA,N,6.3,NA,N,0.009,NA,Y,0.007,NA,Y,0,NA,Y,361,NA,N,17,NA,N,9.36,N,NA,NA,NA,0.584,NA,N,2.688,NA,N,2.241,NA,N,0.472,NA,N,1.188,NA,N,0.87,NA,N,34,NA,N,0.206,NA,N,225.29,188.53,224.59,NA,NA,NA,NA,NA,NA
NLA06608-0053,1,P,506801,8.02,NA,196,NA,N,1442.43,NA,8.12,NA,N,2.95,NA,N,2.88,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,246,NA,N,29,NA,N,6.256,N,NA,NA,NA,10.622,NA,N,7.799,NA,N,24.52,NA,N,5.088,NA,N,7.127,NA,N,0.796,NA,N,6,NA,N,3.359,NA,N,1973.42,1904.42,1972.6,0.85,NA,NA,NA,NA,NA
NLA06608-0053,2,P,517541,8.14,NA,215.6,NA,N,1568.46,NA,6.23,NA,N,2.73,NA,N,2.8,NA,N,0.011,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,275,NA,N,19,NA,N,5.008,N,IM,"ALL SAMPLES FOR THIS SITE, VISIT 2, ARE LISTED AS SAMPLE TYPE D",NA,15.002,NA,N,9.608,NA,N,24.32,NA,N,5.79,NA,N,8.433,NA,N,0.775,NA,N,6,NA,N,1.391,NA,N,2077.39,2191.65,2076.65,1.05,NA,NA,NA,"ALL SAMPLES FOR THIS SITE, VISIT 2, ARE LISTED AS SAMPLE TYPE D",NA
NLA06608-0057,1,P,514811,7.5,NA,158.3,NA,N,978.48,NA,15.4,NA,N,11.41,NA,N,9.7,NA,N,0.02,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1756,NA,N,218,NA,N,125.396,N,NA,NA,NA,14.742,NA,N,3.329,NA,N,10.85,NA,N,4.954,NA,N,7.852,NA,N,5.19,NA,N,30,NA,N,1.269,NA,N,1424.79,1463.63,1423.36,0.5,NA,NA,NA,NA,NA
NLA06608-0057,2,D,507291,7.78,NA,151.8,NA,N,988.45,NA,12.3,NA,N,10.87,NA,N,9.95,NA,N,0.206,NA,N,0.004,NA,Y,0,NA,Y,1219,NA,N,188,NA,N,64.56,N,NA,NA,NA,13.437,NA,N,3.444,NA,N,10.98,NA,N,4.894,NA,N,6.697,NA,N,6.133,NA,N,19,NA,N,5.082,NA,N,1413.58,1439.3,1398.78,NA,NA,NA,NA,NA,NA
NLA06608-0061,1,D,502711,8.5,NA,775.8,NA,N,4405.83,NA,3.02,NA,N,6.24,NA,N,6.08,NA,N,0.019,NA,Y,0,NA,Y,0,NA,Y,495,NA,N,20,NA,N,3.58,N,NA,NA,NA,70.226,NA,N,70.808,NA,N,39.12,NA,N,23.61,NA,N,88.62,NA,N,7.824,NA,N,10,NA,N,16.734,NA,N,7951.06,7860.86,7949.78,NA,NA,NA,NA,NA,NA
NLA06608-0061,2,P,509571,8.69,NA,750.4,NA,N,3985.99,NA,3.11,NA,N,6.8,NA,N,6.53,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,562,NA,N,16,NA,N,9.648,N,NA,NA,NA,71.685,NA,N,71.134,NA,N,30.16,NA,N,23.65,NA,N,81.38,NA,N,6.926,NA,N,9,NA,N,17.37,NA,N,7168.59,7488.95,7168.07,1.63,NA,NA,NA,NA,NA
NLA06608-0062,1,P,512321,8.98,NA,3835,NA,N,9844.13,NA,12.3,NA,N,31.18,NA,N,28.53,NA,N,0.046,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2834,NA,N,152,NA,N,2.184,N,NA,NA,NA,68.616,NA,N,1712.542,NA,N,37.38,NA,N,235.4,NA,N,477.6,NA,N,78.61,NA,N,18,NA,N,14.069,NA,N,44023.11,47434.64,44020.89,1.16,NA,NA,NA,NA,NA
NLA06608-0062,2,D,517391,9.02,NA,3889,NA,N,9939.72,NA,6.48,NA,N,30.75,NA,N,30.01,NA,N,0.042,NA,N,0.024,NA,N,0.009,NA,Y,3131,NA,N,141,NA,N,76.4,N,F1,NOT SURE OF VOLUME FILTERED,IM,67.645,NA,N,1660.717,NA,N,36.29,NA,N,243.4,NA,N,547.1,NA,N,75.11,NA,N,20,NA,N,10.244,NA,N,47560.21,46424.49,47558.37,NA,NA,NA,NA,NA,NA
NLA06608-0064,1,P,514481,8.7,NA,2504,NA,N,8138.77,NA,13.6,NA,N,36.48,NA,N,33.65,NA,N,0.161,NA,N,0.062,NA,N,0.168,NA,N,3366,NA,N,2047,NA,N,19.04,N,NA,NA,NA,76.679,NA,N,942.896,NA,N,120.7,NA,N,149.7,NA,N,230.9,NA,N,62.22,NA,N,24,NA,N,22.655,NA,N,29985.61,29944.67,29976.42,0.46,NA,NA,NA,NA,NA
NLA06608-0064,2,D,513781,8.76,NA,3016,NA,N,9184.96,NA,25.3,NA,N,43.6,NA,N,38.22,NA,N,0.048,NA,N,0.01,NA,Y,0,NA,Y,4075,NA,N,1359,NA,N,45.05,N,NA,NA,IM,104.673,NA,N,1210.227,NA,N,127.1,NA,N,189.4,NA,N,305.5,NA,N,83.69,NA,N,20,NA,N,21.956,NA,N,37359.12,37334.29,37356.66,NA,NA,NA,NA,NA,NA
NLA06608-0065,1,D,507401,8.39,NA,197.1,NA,N,1944.23,NA,0.253,NA,Y,1.52,NA,N,1.32,NA,N,0.007,NA,Y,0,NA,Y,0,NA,Y,70,NA,N,1,NA,Y,0.544,N,NA,NA,NA,0.366,NA,N,4.515,NA,N,21.62,NA,N,9.947,NA,N,0.776,NA,N,0.321,NA,N,0,NA,Y,4.501,NA,N,1939.76,2048.56,1939.32,NA,NA,NA,NA,NA,NA
NLA06608-0065,2,D,504301,8.48,NA,210.8,NA,N,2100.74,NA,0.67,NA,Y,1.37,NA,N,1.36,NA,N,0.005,NA,Y,0,NA,Y,0,NA,Y,81,NA,N,5,NA,N,1.047,N,NA,NA,NA,0.548,NA,N,4.661,NA,N,22.91,NA,N,11.3,NA,N,0.994,NA,N,0.275,NA,N,1,NA,Y,4.618,NA,N,2123.63,2213.24,2123.33,NA,NA,NA,NA,NA,NA
NLA06608-0066,1,P,502631,7.36,NA,114.6,NA,N,257.92,NA,1.92,<RL (2),Y,1.61,NA,N,1.63,NA,N,0.028,NA,N,0.508,NA,N,0.504,NA,N,665,NA,N,7,NA,N,1.749,N,NA,NA,NA,14.164,NA,N,13.765,NA,N,8.51,NA,N,1.846,NA,N,7.647,NA,N,1.019,NA,N,0,<RL (5),Y,1.97,NA,N,937.26,980.04,935.24,2.75,NA,NA,NA,NA,NA
NLA06608-0066,2,D,517651,7.37,NA,126,NA,N,321.79,NA,2.71,NA,N,1.87,NA,N,1.9,NA,N,0.008,NA,Y,0.324,NA,N,0.314,NA,N,626,NA,N,6,NA,N,6.8,N,NA,NA,NA,14.04,NA,N,14.082,NA,N,9.848,NA,N,1.991,NA,N,7.208,NA,N,1.117,NA,N,8,NA,N,1.987,NA,N,997.97,1033.46,997.35,NA,NA,NA,NA,NA,NA
NLA06608-0068,1,P,508561,7.9,NA,190.4,NA,N,675.66,NA,0.887,<RL (2),Y,1.21,NA,N,1.12,NA,N,0.01,<RL (0.02),Y,0.132,NA,N,0.168,NA,N,168,NA,N,1,<RL (4),Y,0.953,N,NA,NA,NA,0.338,NA,N,50.606,NA,N,29.29,NA,N,2.307,NA,N,1.507,NA,N,0.261,NA,N,0,<RL (5),Y,6.286,NA,N,1724.33,1750.82,1723.64,3.8,NA,NA,NA,NA,NA
NLA06608-0068,2,D,513111,7.82,NA,231.7,NA,N,761.23,NA,0.29,NA,Y,0.71,NA,N,0.75,NA,N,0.008,NA,Y,0.082,NA,N,0.089,NA,N,127,NA,N,0,NA,Y,0.448,N,NA,NA,NA,0.368,NA,N,62.148,NA,N,34.32,NA,N,2.631,NA,N,1.812,NA,N,0.319,NA,N,3,NA,Y,6.397,NA,N,2016.6,2071.9,2016.04,NA,NA,NA,NA,NA,NA
NLA06608-0069,1,P,507321,7.24,NA,145.9,NA,N,141.78,NA,2.74,NA,N,13.62,NA,N,13.24,NA,N,0.02,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,420,NA,N,39,NA,N,7.408,N,NA,NA,NA,28.742,NA,N,10.015,NA,N,6.399,NA,N,1.657,NA,N,13.62,NA,N,1.708,NA,N,77,NA,N,1.233,NA,N,1093.26,1161.05,1091.78,0.65,NA,NA,NA,NA,NA
NLA06608-0069,2,D,511271,6.22,NA,130.6,NA,N,92.39,NA,3.1,NA,N,16.07,NA,N,17.44,NA,N,0.031,NA,N,0.038,NA,N,0.047,NA,N,754,NA,N,48,NA,N,4.287,N,NA,NA,NA,26.125,NA,N,8.568,NA,N,5.832,NA,N,1.564,NA,N,13.49,NA,N,1.546,NA,N,99,NA,N,2.857,NA,N,1049.51,1012.27,1046.04,NA,NA,NA,NA,NA,NA
NLA06608-0071,1,D,516981,8.72,NA,245.2,NA,N,2249.12,NA,12.9,NA,N,11.13,NA,N,7.9,NA,N,0.032,NA,N,0,NA,Y,0.001,NA,Y,2369,NA,N,399,NA,N,180,N,NA,NA,NA,7.99,NA,N,0.262,NA,Y,21.5,NA,N,10.19,NA,N,8.715,NA,N,4.093,NA,N,13,NA,N,14.578,NA,N,2397.22,2480.02,2395.13,NA,NA,NA,NA,NA,NA
NLA06608-0071,2,P,518011,8.72,NA,248,NA,N,2247.14,NA,10.7,NA,N,10.34,NA,N,8.19,NA,N,0.029,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2268,NA,N,390,NA,N,200.16,N,NA,NA,NA,7.994,NA,N,0.125,<RL (0.5),Y,21.9,NA,N,10.71,NA,N,8.965,NA,N,4.138,NA,N,10,NA,N,13.901,NA,N,2471.55,2472.62,2469.91,0.38,NA,NA,NA,NA,NA
NLA06608-0072,1,P,507111,8.96,NA,224.1,NA,N,1905.77,NA,14.5,NA,N,10.09,NA,N,9.18,NA,N,0.047,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1724,NA,N,174,NA,N,10.128,N,F1,"PUMP HANDLE BROKE IN FIELD, CHL WAS FILTERED IN LAB UPON RETURN WITHIN 24 HOURS",NA,10.301,NA,N,6.646,NA,N,25.84,NA,N,5.102,NA,N,6.008,NA,N,9.135,NA,N,35,NA,N,7.22,NA,N,2206.53,2334.69,2204.23,0.68,NA,NA,NA,NA,NA
NLA06608-0072,2,P,507651,7.91,NA,218.2,NA,N,1692.68,NA,39.8,NA,N,13.49,NA,N,9.34,NA,N,0.01,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,2265,NA,N,176,NA,N,146.88,N,NA,NA,NA,10.084,NA,N,5.303,NA,N,23.76,NA,N,5.37,NA,N,5.684,NA,N,9.074,NA,N,35,NA,N,8.691,NA,N,2107.53,2087.53,2106.83,0.35,NA,NA,NA,NA,NA
NLA06608-0073,1,P,502411,9.45,NA,26620,NA,N,68472.19,NA,0.519,<RL (2),Y,23.56,NA,N,22.25,NA,N,0.046,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,1055,NA,N,4679,NA,N,0.494,N,F1,FILTER BACK AT CARSON,NA,6465.795,NA,N,5383.607,NA,N,11.57,NA,N,97.76,NA,N,5633,NA,N,276.4,NA,N,5,<RL (5),N,6.711,NA,N,260714.59,362933.1,260713.23,13.45,NA,NA,NA,NA,"Specific Conductance over range, not diluteable (Gruen)."
NLA06608-0073,2,P,510751,9.53,NA,26820,NA,N,67635.74,NA,0.752,<RL (2),Y,23.39,NA,N,18.7,NA,N,0.033,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1750,NA,N,4865,NA,N,2.18,N,F1,ON ICE,NA,6582.436,NA,N,5538.635,NA,N,11.64,NA,N,96.74,NA,N,5976,NA,N,253.2,NA,N,0,<RL (5),Y,7.24,NA,N,274959.96,368614.31,274959.09,6.95,NA,NA,NA,NA,ANC very high (rwahl).
NLA06608-0076,1,P,514731,8.37,NA,254.1,NA,N,1996.56,NA,3.88,NA,N,4.99,NA,N,5.1,NA,N,0.01,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,436,NA,N,24,NA,N,10.88,N,NA,NA,NA,9.964,NA,N,14.151,NA,N,30.52,NA,N,6.377,NA,N,6.139,NA,N,5.018,NA,N,11,NA,N,0.717,NA,N,2443.72,2572.23,2443.07,1.26,NA,NA,NA,NA,NA
NLA06608-0076,2,D,516451,8.71,NA,254.8,NA,N,2051.7,NA,7.88,NA,N,5.48,NA,N,5.37,NA,N,0.011,NA,Y,0,NA,Y,0,NA,Y,725,NA,N,34,NA,N,29.6,N,NA,NA,NA,10.021,NA,N,12.28,NA,N,30.96,NA,N,6.6,NA,N,6.399,NA,N,5.157,NA,N,9,NA,N,1.451,NA,N,2498.87,2590.02,2498.24,NA,NA,NA,NA,NA,NA
NLA06608-0077,1,P,517841,8.54,NA,308.4,NA,N,1710.99,NA,17.4,NA,N,8.32,NA,N,7.25,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1461,NA,N,116,NA,N,67.968,N,NA,NA,NA,34.931,NA,N,5.803,NA,N,25.38,NA,N,6.077,NA,N,19.97,NA,N,3.31,NA,N,15,NA,N,7.787,NA,N,2720.75,2817.08,2719.83,NA,NA,USED PLANKTON NET AS SECCHI=0.55m; not valid measure,NA,NA,NA
NLA06608-0077,2,D,516701,7.88,NA,322.2,NA,N,1730.24,NA,17.8,NA,N,8.05,NA,N,7.34,NA,N,0.317,NA,N,0,NA,Y,0,NA,Y,1870,NA,N,188,NA,N,79.2,N,NA,NA,NA,34.504,NA,N,6.144,NA,N,25.2,NA,N,6.002,NA,N,19.54,NA,N,3.368,NA,N,17,NA,N,7.949,NA,N,2708.43,2831.38,2687.46,NA,NA,NA,NA,NA,NA
NLA06608-0078,1,D,507301,9.18,NA,2086,NA,N,24839.33,NA,18.8,NA,N,53.11,NA,N,49.89,NA,N,0.057,NA,N,0,NA,Y,0,NA,Y,4541,NA,N,111,NA,N,16.16,N,NA,NA,NA,13.31,NA,N,48.327,NA,N,9.375,NA,N,69.04,NA,N,411.1,NA,N,17.03,NA,N,64,NA,N,36.007,NA,N,24468.93,26220.92,24466.41,NA,NA,NA,NA,NA,NA
NLA06608-0078,2,P,509261,9.21,NA,2156,NA,N,25412.53,NA,11.4,NA,N,52.32,NA,N,49.57,NA,N,0.06,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,4294,NA,N,108,NA,N,13.248,N,NA,NA,NA,14.071,NA,N,48.65,NA,N,9.726,NA,N,80.94,NA,N,417.2,NA,N,16.63,NA,N,65,NA,N,31.007,NA,N,25720.62,26822.31,25718.26,0.59,NA,NA,NA,NA,NA
NLA06608-0079,1,P,508581,8.03,NA,84.35,NA,N,837.32,NA,0.278,<RL (2),Y,1.74,NA,N,1.8,NA,N,0.024,NA,N,0.005,<RL (0.02),Y,0.025,NA,N,97,NA,N,4,<RL (4),N,2.352,N,NA,NA,IM,0.186,<RL (0.2),Y,1.35,NA,N,10.65,NA,N,3.103,NA,N,1.226,NA,N,0.678,NA,N,4,<RL (5),Y,13.145,NA,N,859.08,872.47,857.44,6.85,NA,NA,NA,NA,NA
NLA06608-0079,2,D,503721,8.33,NA,88.31,NA,N,870.31,NA,0.478,NA,Y,1.74,NA,N,1.69,NA,N,0,NA,Y,0,NA,Y,0,NA,Y,126,NA,N,6,NA,N,1.122,N,NA,NA,NA,0.166,NA,Y,1.127,NA,N,11.69,NA,N,3.347,NA,N,1.116,NA,N,0.611,NA,N,5,NA,N,12.206,NA,N,922.92,898.46,922.92,NA,NA,NA,NA,NA,NA
NLA06608-0080,1,P,517201,8.46,NA,410.6,NA,N,2076.24,NA,9.4,NA,N,6.16,NA,N,5.41,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,956,NA,N,100,NA,N,58.464,N,NA,NA,NA,48.205,NA,N,15.009,NA,N,31.24,NA,N,7.34,NA,N,34.36,NA,N,5.497,NA,N,10,NA,N,6.754,NA,N,3798.79,3748.4,3798.04,0.51,NA,NA,NA,NA,NA
NLA06608-0080,2,D,516381,8.46,NA,406.4,NA,N,2068.12,NA,8.44,NA,N,6.45,NA,N,5.31,NA,N,0.012,NA,Y,0,NA,Y,0,NA,Y,1063,NA,N,116,NA,N,74.304,N,NA,NA,NA,47.991,NA,N,14.935,NA,N,30.18,NA,N,7.158,NA,N,32.16,NA,N,5.41,NA,N,10,NA,N,6.697,NA,N,3633.02,3732.7,3632.25,NA,NA,NA,NA,NA,NA
NLA06608-0081,1,P,506361,7.31,NA,61.72,NA,N,507.87,NA,0.73,<RL (2),Y,9.89,NA,N,9.05,NA,N,0.069,NA,N,0.005,<RL (0.02),Y,0.023,NA,N,741,NA,N,22,NA,N,6.664,N,NA,NA,NA,2.104,NA,N,1.391,NA,N,3.946,NA,N,3.584,NA,N,2.619,NA,N,1.007,NA,N,38,NA,N,10.209,NA,N,636.43,597.87,631.5,5.74,NA,NA,NA,NA,NA
NLA06608-0081,2,D,508851,7.48,NA,64.05,NA,N,499.77,NA,1.63,NA,Y,7.42,NA,N,7.06,NA,N,0.03,NA,N,0.044,NA,N,0.062,NA,N,904,NA,N,31,NA,N,52.848,N,NA,NA,NA,2.386,NA,N,1.329,NA,N,3.574,NA,N,3.556,NA,N,2.551,NA,N,0.91,NA,N,31,NA,N,10.143,NA,N,607.31,599.19,605.2,NA,NA,NA,NA,NA,NA
NLA06608-0083,1,P,502691,8.86,NA,4281,NA,N,15445.28,NA,1.37,<RL (2),Y,41.6,NA,N,38.85,NA,N,0.065,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,3925,NA,N,50,NA,N,3.744,N,NA,NA,NA,138.254,NA,N,1807.766,NA,N,24.73,NA,N,360.5,NA,N,511.3,NA,N,126.6,NA,N,30,NA,N,1.727,NA,N,56380.58,56982.56,56377.18,NA,Y,-ATH:Clear to Bottom Secchi numbers set to missing,NA,NA,Live creatures in unfiltered sample.
NLA06608-0083,2,D,509431,9.07,NA,4674,NA,N,16116.21,NA,3.69,NA,N,48.19,NA,N,43.65,NA,N,0.072,NA,N,0,NA,Y,0,NA,Y,3741,NA,N,58,NA,N,6.24,N,NA,NA,NA,156.765,NA,N,2025.781,NA,N,17.5,NA,N,374.9,NA,N,552.9,NA,N,141.6,NA,N,26,NA,N,2.543,NA,N,59397.79,62714.68,59394.5,NA,NA,NA,NA,NA,NA
NLA06608-0085,1,P,503051,8.24,NA,213.8,NA,N,1840.24,NA,137,NA,N,11.86,NA,N,10.64,NA,N,0.087,NA,N,0.71,NA,N,0.816,NA,N,1581,NA,N,417,NA,N,4.04,N,NA,NA,NA,3.878,NA,N,8.167,NA,N,21.14,NA,N,4.6,NA,N,11.11,NA,N,5.501,NA,N,23,NA,N,16.638,NA,N,2063.09,2177.92,2057.37,0.1,NA,NA,NA,NA,NA
