SITE_ID,VISIT_NO,IRT,PRT,ORT,MRT,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN
NLA06608-0139,1,0.22,0.02,0.22,0.06,2084787.623,251.92,290,265,7,Sedimentary,Sedimentary,954.56,953,1.04,0.65,70,70,0.43,0.57,19.12,28.95,9.71,-8.85,29,9.8,-8.8,58.55374558,442057.874,188763.836,42457.49,389.312,112726.9173,26818.23435,442447.186,231221.326,Fertilizer,13.38662782
NLA06608-0140,1,0.2,0.01,0.2,0.03,134800.5991,321.71,359,343,8,Sedimentary,Sedimentary,939.67,940,0.92,0.77,66,66,0.49,0.6,21.58,31.98,11.89,-8.69,32,11.9,-8.7,8.474481697,148953.097,7785.911,25829.925,339.39365,23563.13265,1113.027668,149292.4907,33615.836,Fertilizer,9.757965379
NLA06608-0141,1,0.05,0.01,0.05,0.03,300085.3313,0,27,16,5,Sedimentary,Sedimentary,1099.14,1094,0.98,0.74,66,66,0.47,0.54,21.09,30.29,12.6,-4.08,30.3,12.6,-4.1,92.16318651,149306.421,12951.477,2629.866,3645.135,33377.06568,12219.24149,152951.556,15581.343,Fertilizer,13.69242738
NLA06608-0142,1,2.49,0.17,2.49,0.83,6385316.879,497.98,564,515,12,Sedimentary,Sedimentary,806.69,807,0.55,0.51,70,70,0.49,0.61,15.68,25.13,4.29,-17.7,25.1,4.3,-17.7,6.000564371,469.26,30.756,56.1,260.898,47293.34448,2237.550311,730.158,86.856,Atmospheric,6.898241209
NLA06608-0144,1,1.05,0.04,1.05,0.73,25029478.58,405.7,506,445,19,Sedimentary,Sedimentary,669.4,683,0.89,0.97,59.48,60,0.41,0.57,24.02,36.25,17.72,-1.54,36.4,17.7,-1.7,2.247478556,1053020.664,38018.999,465510.27,89.907,440814.5794,7621.306638,1053110.571,503529.269,Fertilizer,7.070353529
NLA06608-0148,1,0.23,0.06,0.23,0.11,485497.9419,236.08,315,266,16,Sedimentary,Sedimentary,1089.33,1088,1.1,0.69,73,73,0.45,0.56,20.71,29.93,11.36,-7.1,30.1,11.4,-7,474.2399799,6215.811,410.293,465.086,36.693,9462.933073,17593.66459,6252.504,875.379,Sewage,13.87352057
NLA06608-0149,1,1.11,0.36,1.11,0.66,489396.7922,451.56,526,482,17,Sedimentary,Sedimentary,999.5,1003,0.84,0.56,68,68,0.44,0.58,16.32,26.25,7.8,-9.35,26.3,7.8,-9.4,48.8,725.229,1356.579,742.797,24.31,1785.761918,430.66206,749.539,2099.376,Manure,11.00590664
NLA06608-0150,1,0.36,0.17,0.36,0.27,91922602.29,60.78,374,109,41,Sedimentary,Sedimentary,1100.23,1091,1.14,0.53,67.15,67,0.42,0.55,15.77,26.19,5.99,-14.78,26.6,5.9,-15.5,48.12226037,174420.199,121005.502,18500.552,12643.657,239487.2412,125916.5674,187063.856,139506.054,Atmospheric,4.978111074
NLA06608-0152,1,0.98,0.08,0.98,0.26,10211213.63,328.06,405,355,15,Sedimentary,Sedimentary,935.58,934,1.32,0.91,63,63,0.55,0.65,23.32,34.84,16.44,-2.58,35.1,16.6,-2.4,7.598427414,57951.617,2349.377,116405.497,698.365,85892.33764,4015.798275,58649.982,118754.874,Manure,8.839451387
NLA06608-0153,1,0.13,0.01,0.13,0.02,368470.5078,133.82,243,186,19,Sedimentary,Sedimentary,1153.24,1152,1.02,0.75,66,66,0.46,0.57,21.47,30.83,13.48,-3.67,31,13.6,-3.6,27.27395302,28334.228,19506.176,27036.398,394.589,39228.505,5414.677808,28728.817,46542.574,Manure,10.7472236
NLA06608-0155,1,0.67,0.04,0.67,0.11,4601583.898,223.92,278,242,7,Sedimentary,Sedimentary,898.96,897,1.1,0.62,69,69,0.47,0.59,18.58,28.75,8.8,-10.87,28.5,8.7,-11,1393.198693,259667.24,15028.496,12292.371,87264.87,137848.7827,752050.0281,346932.11,27320.867,Sewage,13.88955465
NLA06608-0158,1,2.73,0.36,2.73,2.44,3212026.272,401.01,481,415,17,Volcanic,Sedimentary,845.89,844,0.63,0.54,69,69,0.47,0.55,16.78,26.54,4.63,-18.55,26.7,4.7,-18.6,9.222405206,7.1,6.872,24.804,22.736,11994.85335,698.7650706,29.836,31.676,Atmospheric,8.610473093
NLA06608-0161,1,0.4,0.06,0.4,0.26,11158254.25,0.35,25,9,5,Sedimentary,Sedimentary,1308.22,1325,1.09,1.13,73.45,74,0.57,0.63,25.92,32.66,22.36,9.79,32.6,22.4,10,726.6582513,239704.768,34927.789,75306.281,141473.023,216314.3406,666522.1108,381177.791,110234.07,Sewage,12.82685009
NLA06608-0162,1,0.26,0.03,0.26,0.05,387459.4053,270.74,377,312,27,Mafic_UltraMaf*,Mafic_UltraMafic,1199.75,1197,1.18,0.55,65.5,65,0.43,0.57,16.37,26.78,6.96,-12.61,27,7,-12.8,69.89415042,372.378,836.658,373.968,272.344,9751.286119,4700.11748,644.722,1210.626,Atmospheric,7.88702242
NLA06608-0167,1,0.5,0.18,0.5,0.49,298828.919,302.17,312,306,3,Sedimentary,Sedimentary,735.5,735,0.69,0.63,70,70,0.43,0.57,18.81,28.5,6.8,-16.4,28.5,6.8,-16.4,35.1,9402.584,1753.1,645.39,19.706,3155.847572,467.9730414,9422.29,2398.49,Fertilizer,12.87423282
NLA06608-0168,1,0.3,0.03,0.3,0.1,335568.5429,276.12,303,285,7,Sedimentary,Sedimentary,1129.88,1130,1.3,0.8,66,66,0.55,0.61,22.36,32.98,13.8,-5.74,33,13.8,-5.7,8.041718559,12471.456,743.28,11053.592,117.564,7002.373113,331.4627399,12589.02,11796.872,Fertilizer,9.240138065
NLA06608-0169,1,0.63,0.03,0.63,0.07,2046484.688,2435,3537,2877,206,Volcanic,Volcanic,563.36,422,0.34,0.43,46.31,45,0.14,0.25,13.9,22.79,3.13,-12.77,25,4.3,-12.3,3.550209393,0,0,50606.976,74.943,44411.03117,3870.405675,74.943,50606.976,Manure,2.215681833
NLA06608-0170,1,0.68,0.14,0.68,0.28,647728.2252,214.91,260,228,9,Sedimentary,Sedimentary,865.5,866,0.84,0.58,69,69,0.43,0.55,17.64,27.82,7.45,-10.83,27.6,7.5,-10.7,37.3,163.572,41.925,98.515,105.26,5709.618429,1103.084682,268.832,140.44,Atmospheric,10.50089032
NLA06608-0173,1,0.46,1.36,1.36,16.28,204954.8891,0,-43,-47,2,Quaternary,Quaternary,75.8,75,0.03,1.26,42,42,0.22,0.25,30.68,41.9,22.5,4.04,41.9,22.5,3.9,17.39404589,65589.72,21243.096,2825.2,76.464,4820.556115,493.5788064,65666.184,24068.296,Fertilizer,9.239751894
NLA06608-0174,1,5.38,2.21,5.38,5.38,3915151.453,363.27,412,375,10,Granitic,Granitic,584.75,585,0.64,0.59,70,70,0.49,0.61,17.88,28,5.4,-19,28,5.4,-19,160.8524905,4564.845,1496.706,634.92,28.202,2072.938309,2422.948255,4593.047,2131.626,Fertilizer,7.484953155
NLA06608-0175,1,0.33,0.06,0.33,0.11,1382815.948,311.68,372,338,11,Sedimentary,Sedimentary,1018.58,1022,0.98,0.65,68,68,0.42,0.55,20.15,29.36,10.45,-7.86,29.4,10.5,-7.8,80.7637992,129055.845,19353.954,7355.124,96.03,32195.27232,10038.71345,129151.875,26709.078,Fertilizer,14.08801626
NLA06608-0176,1,0.13,0,0.13,0.01,287900.3032,58.08,68,62,1,Quaternary,Quaternary,1314.25,1328,0.95,0.89,67,67,0.46,0.55,24.14,33.14,16.13,-1.28,33.1,16.3,-1.1,26.54362587,809948.486,924.058,8901.874,250.944,159387.6822,19019.33378,810199.43,9825.932,Fertilizer,12.09870147
NLA06608-0177,1,0.18,1.4,1.4,2.14,3065969.182,384.73,536,423,39,Sedimentary,Sedimentary,1190,1204,1.25,0.55,68,68,0.47,0.62,14.83,25.3,5,-14.9,25.3,5,-14.9,43.8,0,0,0,0,1452.786576,416.2933859,0,0,Atmospheric,8.313721587
NLA06608-0179,1,0.66,0,0.66,0.07,57948.44192,597.43,697,642,18,Sedimentary,Sedimentary,465.55,467,0.39,0.65,62.11,62,0.38,0.47,20.67,31.75,8.25,-13.98,32,8.4,-14.1,0.40055531,86512.07,6899.262,19295.122,55.905,15562.76752,100.6914841,86567.975,26194.384,Fertilizer,3.367252162
NLA06608-0180,1,0.18,0.04,0.18,0.2,6039903.175,365.88,505,409,25,Sedimentary,Sedimentary,775.83,775,1.09,0.94,61.36,61,0.41,0.58,23.89,35.96,16.67,-2.86,36.2,17,-2.5,13.95387742,80046.208,2188.216,164450.596,343.386,111014.842,11267.20218,80389.594,166638.812,Manure,7.47788738
NLA06608-0181,1,18.59,6.93,18.59,17.19,16367847.37,2323.16,2974,2509,185,Volcanic,Volcanic,745.25,752,0.34,0.4,57,57,0.27,0.36,13.3,22.33,4.46,-9.91,21.5,4.1,-9.8,3.5,0,0,219.185,10.476,1288.615113,131.7851925,10.476,219.185,Atmospheric,1.861417139
NLA06608-0183,1,1.08,0.08,1.08,0.56,15032930.38,310.94,417,355,20,Volcanic,Volcanic,805.53,810,0.71,0.58,70,70,0.46,0.58,17.8,27.34,5.8,-17.53,27.6,6,-17.5,75.38625473,390624.022,253956.232,104142.33,3467.394,300466.3872,115717.9663,394091.416,358098.562,Fertilizer,10.64648702
NLA06608-0184,1,0.3,0.01,0.3,0.04,91872.3406,303.84,337,321,7,Sedimentary,Sedimentary,1018.88,1021,1.06,0.77,66,66,0.51,0.59,21.86,31.94,12.65,-7.01,31.9,12.6,-7,1150.524425,22632.952,2888.228,5234.044,7343.616,8138.952909,43869.45773,29976.568,8122.272,Sewage,11.60970465
NLA06608-0185,1,0.28,0.01,0.28,0.02,670931.4652,533.22,634,571,20,Sedimentary,Sedimentary,1389.13,1359,1.19,0.53,67,67,0.54,0.6,15.93,24.83,7.06,-10.51,25.2,6.8,-11,215.16719,45.78,4.872,83.952,6168.785,58059.81356,58597.66106,6214.565,88.824,Sewage,11.59552623
NLA06608-0189,1,0.18,0,0.18,0.01,207985.3194,264.46,458,366,31,Sedimentary,Sedimentary,1042.06,1047,1.01,0.66,68,68,0.42,0.57,18.84,28.56,10.13,-7.31,28.6,10.2,-7.2,67.87134755,21823.366,25807.008,46562.583,2374.125,127152.3662,27444.59527,24197.491,72369.591,Atmospheric,17.10303351
NLA06608-0190,1,2.98,0.15,2.98,1.28,169779.9204,416,448,425,7,Gneiss,Gneiss,718,719,0.68,0.53,68,68,0.44,0.57,16.01,25.3,3.3,-21.5,25.3,3.3,-21.5,7.4,0,0,32.944,0.72,827.3591054,68.59415603,0.72,32.944,Atmospheric,4.854647628
NLA06608-0191,1,2.68,0.32,2.68,0.47,76380391.08,916.56,1672,1172,148,Sedimentary,Sedimentary,1985.98,1768,1.01,0.62,70.09,69,0.53,0.56,18.94,25.74,11.23,-3.16,27.5,12.3,-2.7,17.42243665,1775.484,280.668,5174.856,1041.13,214187.1186,22302.71913,2816.614,5455.524,Atmospheric,9.100462957
NLA06608-0193,1,NA,0,0,0.2,377183.7503,268.82,2761,1417,468,Sedimentary,Gneiss,1885.62,2172,2.34,0.58,68.5,71,0.42,0.61,13.12,19.61,3.61,-8.05,23.8,7.4,-4.5,0.331964366,192.768,349.92,529566.397,1554.189,903765.4873,5433.196887,1746.957,529916.317,Atmospheric,3.003383815
NLA06608-0195,1,0.42,0.08,0.42,0.75,41703.26763,570.45,580,568,4,Sedimentary,Sedimentary,470,469,0.57,0.57,66,66,0.47,0.58,17.27,28.3,4.6,-19.4,28.3,4.7,-19.4,4.1,2079.912,58.144,361.746,21.111,478.1351831,19.40325726,2101.023,419.89,Fertilizer,5.495142711
NLA06608-0196,1,0.28,0.11,0.28,0.25,966718.6134,143.41,165,150,4,Sedimentary,Sedimentary,1121,1125,1.02,0.77,68,68,0.39,0.52,22.07,31.68,12.78,-5.53,31.7,12.8,-5.5,34.92011395,56267.12,6926.01,1693.12,8.909,10654.27606,1589.066261,56276.029,8619.13,Fertilizer,12.73434612
NLA06608-0198,1,1.42,0.07,1.42,0.14,1711387.342,6.13,38,19,8,Quaternary,Quaternary,1164.86,1162,1.04,0.6,74.25,74,0.62,0.65,16.98,25.24,9.87,-5.01,25.4,9.9,-5,377.3449139,3672.032,298.844,87.724,2852.775,13713.80477,46008.72035,6524.807,386.568,Sewage,6.117519574
NLA06608-0201,1,0.37,0.25,0.37,0.29,35972263.35,1592.46,2739,1966,249,Sedimentary,Sedimentary,1709.77,1624,1.19,0.5,58.13,60,0.28,0.39,15.57,24.15,6.78,-6.02,25.4,7.8,-5,0.003200913,0,0,31686.309,0,44573.16657,2.129520771,0,31686.309,Atmospheric,3.64405176
NLA06608-0203,1,0.98,0.13,0.98,0.38,46915099.9,155.33,311,228,27,Sedimentary,Sedimentary,1536.6,1489,1,0.83,69.86,69,0.35,0.5,23.97,31.71,15.52,-1.56,32.3,15.9,-1.2,53.39900238,125136.985,364507.383,202193.754,4331.106,372973.0403,105306.4702,129468.091,566701.137,Manure,10.28666478
NLA06608-0204,1,0.28,0.01,0.28,0.05,279764.6625,547.83,610,572,19,Sedimentary,Sedimentary,729,731,0.99,0.88,60,60,0.43,0.6,22.64,35.21,15.43,-4.32,35.3,15.5,-4.3,12.26838562,98267.12,1634.248,49029.89,90.06,24261.29005,2192.443222,98357.18,50664.138,Fertilizer,7.384005505
NLA06608-0207,1,0.89,0.2,0.89,0.63,97234.60676,189.95,220,207,7,Sedimentary,Sedimentary,1267,1267,0.97,0.89,70,70,0.49,0.55,24.1,32.7,17.5,1.4,32.7,17.5,1.4,53.6,274.512,19.152,161.546,1.92,408.0374728,149.6593945,276.432,180.698,Atmospheric,7.948403645
NLA06608-0208,1,1.28,1.05,1.28,1.26,1457996.732,69.01,74,70,0,Quaternary,Quaternary,1248,1247,1.11,0.87,68,68,0.49,0.59,23.85,33.55,16,-1.5,33.6,16,-1.5,4.1,1781.856,0.828,9.315,3.33,1462.231187,28.05442828,1785.186,10.143,Fertilizer,11.6229812
NLA06608-0209,1,1.32,0.59,1.32,0.93,194113980.6,9.1,910,207,174,Quaternary,Quaternary,1496.91,1070,1.27,0.63,73.26,73,0.44,0.58,15.86,23.7,9.9,0.07,24.6,11.2,1.3,926.3778921,22958.22,56516.056,9222.696,83356.526,193437.9484,1299197.988,106314.746,65738.752,Sewage,7.501939876
NLA06608-0211,1,0.7,0.05,0.7,0.37,308761.8389,387.71,435,402,11,Gneiss,Gneiss,618.45,618,0.66,0.54,68.5,68,0.46,0.6,16.57,26.84,3.92,-21.32,26.9,3.9,-21.3,4.6,18631.308,1769.676,2201.238,8.832,6520.415312,243.3087261,18640.14,3970.914,Fertilizer,6.704933336
NLA06608-0212,1,0.08,0.07,0.08,0.13,94027130.8,172.67,321,220,31,Sedimentary,Sedimentary,1140.6,1155,1.16,0.7,71.65,71,0.45,0.54,21.12,30.6,11.96,-6.32,31,12,-6.4,46.33976404,467659.483,75215.807,133885.105,3205.579,1550531.946,282236.535,470865.062,209100.912,Atmospheric,13.84651128
NLA06608-0215,1,1.38,0.06,1.38,0.27,12663103.28,355.29,419,377,9,Sedimentary,Sedimentary,694.86,705,0.61,0.62,72.25,72,0.52,0.57,18.85,28.43,6.17,-17.46,28.5,6.3,-17.3,40.29438105,1116724.518,498843.575,66253.002,2828.369,346800.8511,70316.71313,1119552.887,565096.577,Fertilizer,10.80899064
NLA06608-0216,1,0.27,0.01,0.27,0.03,106399.4443,425.89,453,441,6,Sedimentary,Sedimentary,812.83,813,0.9,0.71,66,66,0.45,0.59,20.97,31.63,10.81,-10.1,31.7,10.8,-10.1,7.937065365,111305.475,18040.59,11654.865,132.71038,16253.1545,785.7705353,111438.1854,29695.455,Fertilizer,8.929372487
NLA06608-0217,1,0.27,0.03,0.27,0.06,595277.884,186.84,229,207,9,Volcanic,Volcanic,1191.15,1193,0.92,0.79,68,68,0.48,0.55,22.32,31.6,14.7,-2.19,31.6,14.8,-2.1,56.17540457,34942.336,16924.032,25613.088,1494.776,27534.85865,7187.26483,36437.112,42537.12,Manure,11.70535182
NLA06608-0219,1,1.05,0.05,1.05,0.13,1739311.81,284.71,323,300,8,Sedimentary,Sedimentary,943.83,942,1.05,0.64,70,70,0.5,0.56,19.33,28.84,9.58,-8.94,28.9,9.6,-8.9,67.3532468,190937.184,27942.78,18937.728,1318.258,48307.3891,13249.09952,192255.442,46880.508,Fertilizer,13.35687305
NLA06608-0220,1,0.71,0.02,0.71,0.11,82937.17545,884.56,932,902,10,Sedimentary,Sedimentary,550.5,549,0.55,0.63,63,63,0.42,0.52,19.86,30.82,8.79,-12.07,30.8,8.7,-12.2,0.3,0,0,0,1.457,3529.127733,13.58026485,1.457,0,Atmospheric,4.240327995
NLA06608-0221,1,0.1,0.01,0.1,0.02,110483.5532,2.67,42,21,8,Quaternary,Quaternary,1210.87,1211,1.1,0.81,67,67,0.49,0.6,22.19,31.3,14.79,-1.98,31.3,14.8,-1.9,54.24106137,4104.12,336.03,783.579,349.02,16444.48443,3727.001954,4453.14,1119.609,Atmospheric,13.01690932
NLA06608-0222,1,1.38,0.04,1.38,0.72,206121.2345,696.09,759,725,16,Sedimentary,Sedimentary,378.35,377,0.36,0.53,66,66,0.4,0.48,17.27,27.26,3.54,-20.12,27.4,3.8,-19.9,12,29353.95,63.468,4194.468,226.884,5665.72034,987.5720354,29580.834,4257.936,Fertilizer,3.744438095
NLA06608-0223,1,0.17,0.02,0.17,0.1,277655.2172,221.93,293,256,15,Sedimentary,Sedimentary,1287.86,1285,0.85,0.86,68,68,0.4,0.53,23.48,32.36,16.64,0.55,32.5,16.8,0.7,694.3157855,5869.76,589.798,6117.202,375.57,22898.12322,65925.72933,6245.33,6707,Sewage,13.116593
NLA06608-0224,1,1.18,0.51,1.18,0.96,1787160.686,323.96,415,340,20,Granitic,Granitic,1187.25,1186,1.17,0.74,67,67,0.45,0.56,21.64,31.65,12.9,-5.85,31.6,12.9,-5.9,55.19899621,2013.498,535.584,2599.828,26.208,3240.290737,899.7334516,2039.706,3135.412,Atmospheric,10.81235635
NLA06608-0225,1,1.23,4.14,4.14,16.17,13091524.73,1355,1451,1377,22,Sedimentary,Sedimentary,418.45,410,0.35,0.49,57,57,0.19,0.41,14.87,26.3,5.17,-11.77,26.6,5.4,-11.8,0.7,0,0,3906.922,0,1791.928892,34.72288377,0,3906.922,Manure,1.964816896
NLA06608-0226,1,0.21,0.13,0.21,0.21,53027.93536,189.39,237,200,9,Sedimentary,Sedimentary,1153,1153,1.26,0.57,70,70,0.5,0.58,16.68,26.8,7.1,-12.2,26.8,7.1,-12.2,198.9,0,0,9.849,75.95,290.120825,344.9239088,75.95,9.849,Sewage,9.099330651
NLA06608-0228,1,0.54,0.59,0.59,4.07,4657233.108,1268.59,1344,1293,23,Sedimentary,Sedimentary,306,305,0.38,0.73,51,51,0.27,0.39,21.33,34.14,11.63,-10.2,34.2,11.7,-10.2,5.780713795,7187.631,8175.946,8388.207,29.029,7440.388894,649.3368502,7216.66,16564.153,Manure,3.602683516
NLA06608-0229,1,0.05,0.01,0.05,0.01,7297394.171,495.93,1403,635,128,Gneiss,Gneiss,1227.28,1104,1.1,0.5,65.17,67,0.43,0.58,14.81,24.74,4.38,-16.07,24.9,4.8,-15.5,3.38440787,272.296,52.621,335.512,194.484,969433.5406,18647.60674,466.78,388.133,Atmospheric,9.569664116
NLA06608-0234,1,2.68,0.1,2.68,0.22,500215.3367,224.37,312,285,9,Sedimentary,Sedimentary,896,916,0.94,0.61,71,72,0.47,0.56,18.54,28.5,8.06,-9.98,28.8,8.6,-9.2,107.5,11463.66,2705.1,1203.782,1355.528,6253.086662,3223.058025,12819.188,3908.882,Fertilizer,11.34367686
NLA06608-0235,1,3.23,0.12,3.23,0.32,36265740.7,250.67,302,275,9,Sedimentary,Sedimentary,942.27,923,1.01,0.65,70,70,0.43,0.57,19.1,28.74,9.59,-8.93,28.9,9.7,-8.8,136.3823891,1325169.812,337518.819,104775.968,52.874,386509.4385,220239.4353,1325222.686,442294.787,Fertilizer,13.01794319
NLA06608-0237,1,0.41,0.01,0.41,0.15,456569.0348,1574.3,2232,1668,95,Quaternary,Quaternary,255.04,241,0.17,0.62,49.02,47,0.09,0.24,19.65,32.47,9.68,-8.97,33.3,10.3,-8.9,0.513660989,3790.678,11279.798,18384.523,0,82916.37707,1258.169511,3790.678,29664.321,Atmospheric,1.841182353
NLA06608-0238,1,12.59,6.03,12.59,11.55,336465974.9,367.79,406,371,5,Sedimentary,Sedimentary,714.23,711,0.67,0.57,70,70,0.47,0.6,17.53,27,4.66,-19.94,27,4.7,-19.9,39.42737987,1878.604,878.958,2167.635,545.732,52412.57726,17809.26158,2424.336,3046.593,Atmospheric,6.311122047
NLA06608-0239,1,0.13,0,0.13,0.01,91053806.63,193.18,2037,595,294,Sedimentary,Sedimentary,1389.5,1484,0.9,0.77,69.99,69,0.53,0.55,21.97,29.05,12.77,-3.56,31,14.8,-1.5,141.5401576,34091642.47,13389220.01,41174033.42,2603711.224,59926368.3,45104072.09,36695353.69,54563253.43,Atmospheric,10.22824071
NLA06608-0240,1,0.34,1.3,1.3,5.72,35755110.03,677.97,757,697,17,Sedimentary,Sedimentary,284.64,271,0.31,0.61,59.16,60,0.25,0.42,18.6,29.76,5.76,-17.77,29.8,5.8,-18,0.588672657,3871.64,123.82,22573.495,16.095,21231.66804,283.3280995,3887.735,22697.315,Manure,2.399315666
NLA06608-0241,1,0.3,0,0.3,0.02,1651657.208,1487,4916,2147,302,Sedimentary,Sedimentary,515.2,507,0.37,0.52,52.63,57,0.2,0.35,17.92,26.13,3.93,-13.42,28.9,6.6,-10.4,10.76861589,4117914.048,707036.873,5955621.149,20587.467,3117968.832,663546.7712,4138501.515,6662658.022,Manure,2.752194828
NLA06608-0242,1,0.19,0.02,0.19,0.03,2935673.656,47.73,200,105,29,Granitic,Sedimentary,1260.41,1260,1.31,0.64,68.74,68,0.47,0.58,18.32,27.6,9.43,-8.09,28.1,9.7,-8.1,148.109399,116182.644,156228.322,14188.188,5786.76,154266.6238,108389.3798,121969.404,170416.51,Manure,11.46533958
NLA06608-0243,1,0.64,0.02,0.64,7.22,5251022656,490.37,4207,1202,570,Sedimentary,Water,418.48,468,0.54,0.64,59.21,63,0.34,0.52,19.6,28.4,5.79,-14.32,31.8,7.7,-15.9,6.533988155,344887788.1,18463570.72,237757542.3,2245656.11,164426042.7,21863450.34,347133444.2,256221113,Fertilizer,2.672694414
NLA06608-0244,1,1.33,0.04,1.33,0.73,193538062.3,360.62,797,510,88,Sedimentary,Sedimentary,641.87,663,0.89,0.97,58.58,61,0.52,0.58,24.23,36.31,17.09,-2.55,36.5,17.5,-1.8,2.56965352,2262148.463,166299.6,3887830.637,315.894,3293056.164,73676.66244,2262464.357,4054130.237,Manure,6.246875083
NLA06608-0245,1,1.11,0.29,1.11,0.56,4968974.257,118.31,858,333,171,Sedimentary,Sedimentary,782.56,677,0.41,0.81,62.29,63,0.22,0.35,22.37,33.17,15.33,3.15,34.3,16.1,2.9,22.19774139,0,0,8274.161,334.34,26038.44786,5119.852565,334.34,8274.161,Atmospheric,6.140241943
NLA06608-0247,1,1.32,0.14,1.32,0.99,1437377.86,473.98,507,489,6,Sedimentary,Sedimentary,635.5,636,0.63,0.62,68,68,0.42,0.58,19.23,29.7,7.43,-15.39,29.8,7.5,-15.3,21.1,67355.028,9505.48,12678.008,2782.824,19041.88173,1834.562387,70137.852,22183.488,Fertilizer,11.911841130000001
NLA06608-0253,1,0.13,0.02,0.13,0.13,45497.62617,62.25,79,70,4,Sedimentary,Sedimentary,1222,1222,0.96,0.95,71,71,0.5,0.6,24.33,33.4,18.6,2.8,33.5,18.6,2.8,132.8,10731.504,1099.948,960.336,4.554,2131.262308,1893.2263,10736.058,2060.284,Fertilizer,8.131141324
NLA06608-0254,1,1.06,0.13,1.06,1.39,1266206.106,441.38,515,465,16,Sedimentary,Sedimentary,462.08,461,0.53,0.57,66.4,67,0.46,0.56,16.84,27.54,4.09,-20.16,27.6,4.1,-20.4,4.9,42388.632,330.792,6904.14,77.5,9107.397271,496.5136769,42466.132,7234.932,Fertilizer,4.888529093
NLA06608-0255,1,1.13,0.45,1.13,0.79,409220.8453,565.35,580,570,4,Sedimentary,Sedimentary,1530,1530,0.95,0.72,72,72,0.4,0.54,21.04,28.9,13.2,-3.5,28.9,13.2,-3.5,50.52142956,441.045,114.103,920.124,54.75,1199.265815,264.5359695,495.795,1034.227,Atmospheric,12.45734269
NLA06608-0257,1,1.3,0.14,1.3,32.39,1364715333,750,2378,1315,344,Sedimentary,Gneiss,790.54,471,0.42,0.55,63.2,61,0.21,0.42,16.87,24.08,3.89,-10.61,28.1,6.2,-9.4,6.079966669,147436.734,1569.387,80782.815,6636.81,4977454.056,770741.4985,154073.544,82352.202,Atmospheric,2.135594404
NLA06608-0259,1,0.34,0,0.34,0.02,61777.55646,593.82,629,605,8,Sedimentary,Sedimentary,488.47,487,0.56,0.59,66.03,66,0.47,0.57,17.55,28.4,4.88,-18.81,28.4,5,-18.7,2.39989481,393105.526,17477.877,71261.847,649.91,85465.51793,2069.895393,393755.436,88739.724,Fertilizer,5.38956602
NLA06608-0260,1,2.41,3.83,3.83,21.27,307718196.3,2181,2749,2358,131,Sedimentary,Sedimentary,480.41,404,0.45,0.49,50.44,51,0.24,0.34,16.06,27.43,6.15,-13.69,28.8,6.7,-14.5,4.570349615,1035.394,18.448,22278.63,33.64,39795.44226,4450.397457,1069.034,22297.078,Atmospheric,2.222813464
NLA06608-0268,1,0.49,0.08,0.49,0.26,6001046.392,236.95,309,267,16,Sedimentary,Sedimentary,1063.44,1064,1.42,0.88,64.8,65,0.51,0.63,23.3,34.37,16.1,-2.55,34.4,16,-2.8,18.80517809,31458.771,6126.894,57653.775,174.277,46609.47701,5399.797183,31633.048,63780.669,Manure,8.828629493
NLA06608-0271,1,0.11,0.03,0.11,0.05,9663556.099,303.7,441,327,23,Sedimentary,Sedimentary,941.57,942,1.11,0.65,69.23,69,0.39,0.56,19.39,29.03,10.19,-7.78,29.1,10.2,-7.9,120.8432894,1809128.858,234335.483,40377.829,11.078,456707.7667,222347.7956,1809139.936,274713.312,Fertilizer,13.50041648
NLA06608-0275,1,0.81,0.01,0.81,0.13,506449.6168,599.68,680,625,13,Sedimentary,Sedimentary,474.43,473,0.59,0.55,65,65,0.45,0.53,17.16,28.26,4.69,-18.99,28.2,4.7,-19.1,1.100335359,196611.24,11347.964,87854.6,361.3,75714.19664,867.2786449,196972.54,99202.564,Fertilizer,5.224717267
NLA06608-0276,1,2.83,0.97,2.83,1.52,2172911.641,3323.93,3774,3468,127,Granitic,Granitic,751.75,747,0.79,0.29,55,55,0.31,0.38,8.16,16.4,-0.2,-13.78,16.8,0,-13.7,5.7,0,0,365.4,0,755.7860155,88.17956466,0,365.4,Atmospheric,2.657203501
NLA06608-0277,1,0.47,0.01,0.47,0.13,92392123.38,1278.65,4184,1986,441,Sedimentary,Volcanic,638.49,254,0.23,0.59,56.38,57,0.23,0.39,18.9,26.03,4.22,-12.59,31.4,8.6,-8.6,27.67797675,62487960.83,4071107.092,11612820.85,337671.923,15136756.12,6344688.039,62825632.75,15683927.94,Fertilizer,3.591500568
