SITE_ID,VISIT_NO,RES_PIPES,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,MAN_LEVEL_FLUCTUATIONS,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,TROPHIC_STATE
NLA06608-0808,1,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0809,1,NA,NA,NA,L,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,2,0,3,RESERVOIR,ARTIFICIAL,GOOD,YES,1,EUTROPHIC
NLA06608-0811,1,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0812,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,4,14,0,0,7,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,NA
NLA06608-0815,1,NA,H,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,6,3,7,0,1,RESERVOIR,ARTIFICIAL,FAIR,YES,0.3,EUTROPHIC
NLA06608-0820,1,NA,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.1,EUTROPHIC
NLA06608-0823,1,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,11,1,5,0,4,DRAINAGE,ARTIFICIAL,GOOD,YES,0.2,MESOTROPHIC
NLA06608-0824,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,5,2,2,3,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0825,1,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,8,9,7,8,13,RESERVOIR,ARTIFICIAL,FAIR,YES,10,MESOTROPHIC
NLA06608-0827,1,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,6,4,1,0,3,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0828,1,L,H,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,0,3,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,NA
NLA06608-0830,1,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,0,0,SEEPAGE,NONE,UNSWIMMABLE,NA,1,EUTROPHIC
NLA06608-0831,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,1,0,0,0,3,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NA,5,MESOTROPHIC
NLA06608-0833,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,DRAINAGE,NONE,GOOD,YES,0.5,OLIGOTROPHIC
NLA06608-0834,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,L,1,11,0,3,7,RESERVOIR,ARTIFICIAL,GOOD,YES,2,EUTROPHIC
NLA06608-0836,1,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,0,2,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.3,HYPEREUTROPHIC
NLA06608-0837,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,9,0,2,SEEPAGE,ARTIFICIAL,UNSWIMMABLE,YES,2,EUTROPHIC
NLA06608-0842,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,DRAINAGE,NONE,GOOD,YES,0.3,OLIGOTROPHIC
NLA06608-0843,1,L,NA,M,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,4,0,4,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,M,3,4,0,1,6,RESERVOIR,ARTIFICIAL,FAIR,YES,1.7,EUTROPHIC
NLA06608-0847,1,NA,H,L,H,NA,M,M,L,L,NA,L,NA,NA,NA,NA,L,L,4,2,18,3,4,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,HYPEREUTROPHIC
NLA06608-0849,1,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,L,NA,NA,2,7,1,6,1,DRAINAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0850,1,L,L,M,M,L,L,L,M,NA,M,NA,NA,NA,NA,NA,NA,M,15,8,13,3,9,RESERVOIR,ARTIFICIAL,GOOD,YES,NA,MESOTROPHIC
NLA06608-0851,1,L,L,L,L,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,8,1,6,0,4,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0856,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0857,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,12,3,0,0,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,EUTROPHIC
NLA06608-0859,1,L,H,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,16,2,6,1,1,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0860,1,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,12,19,1,0,6,RESERVOIR,ARTIFICIAL,FAIR,YES,NA,EUTROPHIC
NLA06608-0860,2,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,8,6,0,0,8,RESERVOIR,ARTIFICIAL,FAIR,YES,3,EUTROPHIC
NLA06608-0862,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,3,0,0,0,1,SEEPAGE,NONE,FAIR,YES,0.3,MESOTROPHIC
NLA06608-0863,1,L,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,14,11,2,1,6,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0864,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,0,3,1,0,3,RESERVOIR,NONE,FAIR,YES,0.8,MESOTROPHIC
NLA06608-0865,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,0,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0868,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,1,RESERVOIR,ARTIFICIAL,FAIR,YES,0.5,EUTROPHIC
NLA06608-0869,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,2,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0870,1,M,NA,NA,NA,NA,NA,NA,M,M,NA,NA,NA,H,NA,NA,NA,L,8,10,3,8,7,RESERVOIR,ARTIFICIAL,GOOD,YES,1,OLIGOTROPHIC
NLA06608-0871,1,NA,H,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,7,0,0,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0872,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,5,4,1,0,2,RESERVOIR,ARTIFICIAL,GOOD,YES,0.1,EUTROPHIC
NLA06608-0873,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,L,0,1,10,3,2,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,MESOTROPHIC
NLA06608-0874,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,0,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,SEEPAGE,NONE,FAIR,NO,NA,NA
NLA06608-0877,1,L,H,L,L,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,L,3,4,12,0,4,DRAINAGE,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0878,1,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,14,1,1,0,1,DRAINAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0880,1,NA,H,H,M,NA,NA,L,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,19,0,2,RESERVOIR,ARTIFICIAL,FAIR,YES,-6,EUTROPHIC
NLA06608-0881,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,15,MESOTROPHIC
NLA06608-0885,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,M,L,4,12,1,3,6,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,2,EUTROPHIC
NLA06608-0889,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,5,MESOTROPHIC
NLA06608-0890,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,DRAINAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0891,1,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,5,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,OLIGOTROPHIC
NLA06608-0893,1,L,L,L,L,L,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,7,0,0,RESERVOIR,ARTIFICIAL,GOOD,NA,1,EUTROPHIC
NLA06608-0895,1,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,1,10,5,0,5,RESERVOIR,NATURAL,FAIR,YES,15,OLIGOTROPHIC
NLA06608-0899,1,NA,M,H,H,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,14,0,0,SEEPAGE,NONE,FAIR,NA,1,HYPEREUTROPHIC
NLA06608-0900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,4,12,0,0,7,RESERVOIR,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0904,1,NA,H,L,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,7,2,6,1,3,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0905,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,0,0,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0906,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,1,DRAINAGE,NONE,GOOD,YES,0.2,OLIGOTROPHIC
NLA06608-0913,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,0,0,0,1,0,DRAINAGE,NATURAL,UNSWIMMABLE,YES,0.3,MESOTROPHIC
NLA06608-0914,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,DRAINAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0915,1,L,M,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,8,11,9,8,7,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0916,1,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,L,1,4,1,0,7,RESERVOIR,ARTIFICIAL,GOOD,YES,NA,OLIGOTROPHIC
NLA06608-0918,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,DRAINAGE,NONE,GOOD,YES,0.3,MESOTROPHIC
NLA06608-0921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0922,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,3,4,2,0,3,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0924,1,NA,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,0,SEEPAGE,NONE,UNSWIMMABLE,YES,0.2,EUTROPHIC
NLA06608-0925,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,RESERVOIR,ARTIFICIAL,GOOD,YES,40,NA
NLA06608-0926,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,6,2,0,1,1,SEEPAGE,NONE,GOOD,YES,0.3,OLIGOTROPHIC
NLA06608-0927,1,NA,L,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,7,0,1,DRAINAGE,NONE,FAIR,YES,0.5,MESOTROPHIC
NLA06608-0929,1,L,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,1,0,4,RESERVOIR,ARTIFICIAL,GOOD,YES,0.3,EUTROPHIC
NLA06608-0930,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,0,0,8,NA,NONE,GOOD,NO,NA,NA
NLA06608-0933,1,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,6,4,3,3,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,15,EUTROPHIC
NLA06608-0934,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,3,7,0,3,0,DRAINAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0935,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,8,8,0,0,2,SEEPAGE,NONE,FAIR,YES,0.8,EUTROPHIC
NLA06608-0938,1,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,L,L,NA,13,8,0,5,5,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0940,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,1,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0942,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,NA,NA,GOOD,YES,0.3,MESOTROPHIC
NLA06608-0943,1,L,L,L,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,8,5,5,0,9,RESERVOIR,ARTIFICIAL,GOOD,YES,7,MESOTROPHIC
NLA06608-0944,1,NA,H,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,11,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,2.8,EUTROPHIC
NLA06608-0946,1,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,0,1,3,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.2,EUTROPHIC
NLA06608-0950,1,L,M,M,M,NA,NA,L,M,L,L,M,NA,NA,NA,NA,L,H,10,10,13,6,11,RESERVOIR,ARTIFICIAL,GOOD,YES,3.5,MESOTROPHIC
NLA06608-0955,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,L,6,6,1,0,8,RESERVOIR,ARTIFICIAL,FAIR,YES,0.8,OLIGOTROPHIC
NLA06608-0957,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,0,12,0,0,6,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.75,MESOTROPHIC
NLA06608-0958,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,SEEPAGE,NONE,GOOD,YES,0.3,MESOTROPHIC
NLA06608-0961,1,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,M,5,2,1,5,7,DRAINAGE,NONE,FAIR,YES,3,MESOTROPHIC
NLA06608-0962,1,NA,NA,NA,M,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,H,6,7,8,0,11,RESERVOIR,ARTIFICIAL,GOOD,YES,10,MESOTROPHIC
NLA06608-0967,1,NA,NA,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0968,1,NA,M,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,1,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0970,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,SEEPAGE,NONE,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0971,1,NA,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,4,4,3,0,2,RESERVOIR,ARTIFICIAL,FAIR,YES,0.3,MESOTROPHIC
NLA06608-0972,1,L,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,10,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,L,NA,NA,NA,NA,5,1,0,2,4,DRAINAGE,NONE,FAIR,YES,0.3,MESOTROPHIC
NLA06608-0979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,0,0,6,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0980,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,2,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0982,1,L,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,L,8,3,3,1,4,DRAINAGE,ARTIFICIAL,GOOD,YES,0.3,MESOTROPHIC
NLA06608-0984,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NA,NA,EUTROPHIC
NLA06608-0986,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,23,6,0,0,16,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0987,1,NA,M,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,0,1,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0989,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,RESERVOIR,ARTIFICIAL,GOOD,YES,2,MESOTROPHIC
NLA06608-0990,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,11,3,0,0,4,DRAINAGE,NONE,FAIR,YES,0.3,EUTROPHIC
NLA06608-0993,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,6,DRAINAGE,ARTIFICIAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,0,0,NA,ARTIFICIAL,FAIR,NO,NA,NA
NLA06608-0996,1,NA,NA,M,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,L,1,0,4,0,2,SEEPAGE,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0997,1,M,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,L,NA,NA,NA,L,9,3,1,1,8,DRAINAGE,NATURAL,GOOD,YES,0.3,MESOTROPHIC
NLA06608-1001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,M,NA,NA,NA,3,0,0,4,1,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-1002,1,NA,H,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.5,EUTROPHIC
NLA06608-1003,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,0,0,SEEPAGE,NONE,GOOD,YES,0.2,MESOTROPHIC
NLA06608-1005,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,RESERVOIR,ARTIFICIAL,FAIR,NA,NA,MESOTROPHIC
NLA06608-1006,1,NA,L,M,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,5,0,0,SEEPAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-1007,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,17,6,0,0,2,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-1008,1,NA,NA,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2,7,4,0,6,RESERVOIR,ARTIFICIAL,GOOD,NA,NA,MESOTROPHIC
NLA06608-1010,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,9,0,6,RESERVOIR,ARTIFICIAL,FAIR,YES,NA,EUTROPHIC
NLA06608-1012,1,L,NA,H,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,0.7,MESOTROPHIC
NLA06608-1014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,0,SEEPAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-1015,1,L,H,NA,L,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,11,1,7,0,2,SEEPAGE,NONE,FAIR,YES,NA,EUTROPHIC
NLA06608-1016,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,1,RESERVOIR,ARTIFICIAL,NA,NO,NA,EUTROPHIC
NLA06608-1018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,DRAINAGE,NATURAL,FAIR,NO,NA,EUTROPHIC
NLA06608-1022,1,NA,L,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-1024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,3,1,0,1,0,SEEPAGE,NONE,UNSWIMMABLE,YES,0.3,EUTROPHIC
NLA06608-1034,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,DRAINAGE,NONE,FAIR,YES,0.2,MESOTROPHIC
NLA06608-1035,1,NA,M,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,3,2,4,0,2,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,HYPEREUTROPHIC
NLA06608-1036,1,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,0,0,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-1037,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,13,1,0,0,7,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.5,EUTROPHIC
NLA06608-1038,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,DRAINAGE,NATURAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-1039,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,9,0,0,0,8,RESERVOIR,ARTIFICIAL,FAIR,YES,0.3,EUTROPHIC
NLA06608-1041,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,0,1,SEEPAGE,NONE,UNSWIMMABLE,YES,0.3,EUTROPHIC
NLA06608-1044,1,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,L,NA,4,5,0,2,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-1045,1,L,M,M,L,L,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,11,0,1,DRAINAGE,NONE,GOOD,NA,NA,NA
NLA06608-1047,1,L,L,L,L,L,M,L,L,L,NA,L,L,H,NA,L,NA,M,14,11,9,9,14,RESERVOIR,ARTIFICIAL,GOOD,YES,2,MESOTROPHIC
NLA06608-1052,1,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,1,1,2,1,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,2,MESOTROPHIC
