,SITE_ID,DESIGN_YR,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,RDis_IX,VERTDD,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RVegQc3OE,MICX,B_G_DENS,CHLA,PTL,NTL,TROPHIC_STATE,SEDHG_TOT_TOP,SEDHG_MTH_TOP,MMI_BENT_NLA12,DO2_2M,DIS_O2_CLS,TURB,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,DRAWDOWN_COND,MICX_DETECT,MICX_REC,CYNX_REC,CHLX_REC,PTL_COND,NTL_COND,CHLA_COND,SEDHG_TOT_TOP_COND,SEDHG_MTH_TOP_COND,BENT_COND,TURB_COND,REVSAMP_0712
26,NLA06608-0101,2007,EHIGH,NAP,61.41492971,NA,NA,NA,NLA07_RVT12,Include,19.5774988,LITCHFIELD,7709574,NA,NA,NA,NA,532.8,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,Riga Lake,1,1100005,MAN_MADE,NA,42.02259255,-73.48550577,NA,0.057009219,NA,NA,NA,NA,Riga Lake,,,NA,NA,NA,Panel_1,4.569696265,1.10001E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,CT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,58,NA,58a,19.5774988,CT,NA,1834312.016,724960.5427,0.255172414,0.2,0.36,1.754005403,1.344070043,1.252039323,0.05,982.0022042,0.7,1,63,Oligotrophic,346.72,8.17,16.4,8.266666667,High (>=5 Ppm),0.401,Good,Good,Good,Fair,Medium,No Detect,No Detect,Low,Low,Good,Good,Good,High,High,Poor,Good,Y
27,NLA06608-0102,2007,EHIGH,NAP,51.55268124,NA,NA,NA,NLA07_RVT12,Include,61.8491507,OXFORD,6709871,NA,NA,NA,NA,330.37,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,Howard Pond,1,1040002,NATURAL,NA,44.5061147,-70.72230229,NA,0.011826554,NA,NA,NA,NA,HOWARD POND,,,NA,NA,NA,Panel_1,3.989093651,1.04E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,ME,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,58,NA,58p,61.8491507,ME,NA,1981513.305,1049039.133,0.518181818,0.2,0.42,0.782580643,0.552952657,0.509325497,0.05,1826.186337,1.2,1,137,Oligotrophic,368.12,0.36,75.3,8.6,High (>=5 Ppm),0.515,Poor,Good,Poor,Fair,Medium,No Detect,No Detect,Low,Low,Good,Good,Good,High,Low,Good,Good,Y
28,NLA06608-0104,2007,PLNLOW,SPL,56.79395135,NA,NA,NA,NLA07_RVT12,Include,3.7174558,KINGMAN,21148492,NA,NA,NA,NA,479.33,Region_7,NA,NA,144,NA,PLNLOW,SPL,NA,Kingman County State Lake,11,11030015,MAN_MADE,NA,37.65556473,-98.26098551,NA,0.14203425,NA,NA,NA,NA,Kingman County State Lake,,,NA,NA,NA,Panel_1,4.717548227,1.103E+13,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,KS,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,27,NA,27d,3.7174558,KS,NA,-197563.2903,19784.79936,0.568181818,0.1,0.1,1.721966532,1.15292344,0.814293325,0.05,989.9697678,38.2,102,1076,Hypereutrophic,29.64,NA,54.8,7.1,High (>=5 Ppm),27.3,Good,Good,Good,Fair,Small,No Detect,No Detect,Low,Moderate,Poor,Poor,Poor,Low,Not Assessed,Good,Poor,Y
29,NLA06608-0113,2007,EHIGH,NAP,83.35219021,NA,NA,NA,NLA07_RVT12,Include,31.8272293,ORLEANS,4599649,NA,NA,NA,NA,396.91,Region_1,NA,NA,117,NA,EHIGH,NAP,NA,"Parker, Lake",1,1110000,NATURAL,NA,44.71962755,-72.23382351,NA,0.092544113,NA,NA,NA,NA,Lake Parker,,,NA,NA,NA,Panel_1,4.253675398,1.11E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,VT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,58,NA,58l,31.8272293,VT,NA,1859702.109,1041484.44,0.65915493,0.22,0.25,0.546981614,0.666238719,0.78316921,0.05,418.297085,4.69,9,190,Mesotrophic,107.24,NA,63.6,9,High (>=5 Ppm),1.83,Fair,Fair,Fair,Fair,Medium,No Detect,No Detect,Low,Low,Good,Good,Fair,Medium,Not Assessed,Good,Poor,Y
30,NLA06608-0115,2007,PLNLOW,UMW,6.737154766,NA,NA,NA,NLA07_RVT12,Include,724.8867084,WAUPACA,9036005,NA,NA,NA,NA,271.25,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Marl Lake,4,4030202,NATURAL,NA,44.32353747,-89.19098336,NA,0.001312891,NA,NA,NA,NA,Marl Lake,,,NA,NA,NA,Panel_1,0.987719176,4.0302E+12,S,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,51,NA,51d,724.8867084,WI,NA,541097.8915,782994.3894,0.443589744,0,0,1.282369975,1.313771945,1.411993649,0.05,101.7175988,1.35,5,540,Oligotrophic,41.01,0.21,59.5,9.733333333,High (>=5 Ppm),0.616,Good,Good,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Low,Low,Good,Good,Y
31,NLA06608-0120,2007,PLNLOW,SPL,10136.04452,NA,NA,NA,NLA07_RVT12,Include,2.1514953,OSAGE,20971700,NA,NA,NA,NA,220.49,Region_6,NA,NA,144,NA,PLNLOW,SPL,NA,Keystone Reservoir,11,11060006,MAN_MADE,NA,36.15061114,-96.43967025,NA,0.12642225,NA,NA,NA,NA,Keystone,NESLake,4011,NA,NA,NA,Panel_1,455.2371715,1.11101E+13,T,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,OK,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,29,NA,29a,2.1514953,OK,NA,-39201.65815,-151091.2383,NA,NA,NA,NA,NA,NA,0.05,10756.21076,2.54,315,1174,Mesotrophic,33.03,NA,NA,5.08,High (>=5 Ppm),80.3,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,No Detect,No Detect,Low,Low,Poor,Poor,Good,Low,Not Assessed,Not Assessed,Poor,Y
32,NLA06608-0134,2007,EHIGH,NAP,99.98450318,NA,NA,NA,NLA07_RVT12,Include,19.5774988,LITCHFIELD,6110045,NA,NA,NA,NA,285.96,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,West Hill Pond,1,1080207,NATURAL,NA,41.8811168,-73.03985488,NA,0.057009219,NA,NA,NA,NA,West Hill Pond,,,NA,NA,NA,Panel_1,5.007664543,1.08021E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,CT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,58,NA,58e,19.5774988,CT,NA,1873704.819,718278.8688,0.838888889,0.1,0.09,0.933344904,0.654655529,0.69038585,0.05,313.0588501,1.58,4,156,Oligotrophic,341.49,NA,43.3,8.2,High (>=5 Ppm),0.468,Fair,Good,Fair,Poor,Small,No Detect,No Detect,Low,Low,Good,Good,Good,High,Not Assessed,Fair,Good,Y
33,NLA06608-0140,2007,PLNLOW,TPL,26.86449268,NA,NA,NA,NLA07_RVT12,Include,20.6691119,ATCHISON,743939,NA,NA,NA,NA,321.71,Region_7,NA,NA,143,NA,PLNLOW,TPL,NA,Clear Creek Lake,10,10270103,MAN_MADE,NA,39.63835365,-95.45681141,NA,0.025545657,NA,NA,NA,NA,Clear Creek Lake,,,NA,NA,NA,Panel_1,4.019917365,1.02701E+13,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,KS,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,47,NA,47i,20.6691119,KS,NA,46197.42533,239798.861,0.87,0.41,0.85,0.689272513,0.479599247,0.356444999,0.05,318.7025409,52.56,173,1158,Hypereutrophic,47.36,0.41,47.1,8.255,High (>=5 Ppm),18.6,Fair,Good,Fair,Poor,Medium,No Detect,No Detect,Low,High,Poor,Fair,Poor,Low,Low,Good,Poor,Y
34,NLA06608-0141,2007,PLNLOW,CPL,65.4747537,NA,NA,NA,NLA07_RVT12,Include,7.4108402,NEW CASTLE,4652598,NA,NA,NA,NA,0,Region_3,NA,NA,118,NA,PLNLOW,CPL,NA,Noxontown Pond,2,2040205,MAN_MADE,NA,39.42401394,-75.68735124,NA,0.12642225,NA,NA,NA,NA,Noxontown Pond,NESLake,1007,NA,NA,NA,Panel_1,9.836266815,2.04021E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,DE,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,63,NA,63f,7.4108402,DE,NA,1719542.539,400118.9102,0.406097561,0.13,0.01,0.261051825,0.337970457,0.60712093,0.1,996.9413858,110.16,73,975,Hypereutrophic,NA,1.43,64.7,7.5,High (>=5 Ppm),9.66,Fair,Poor,Poor,Fair,Medium,No Detect,No Detect,Low,High,Poor,Poor,Poor,Not Assessed,High,Good,Poor,Y
35,NLA06608-0142,2007,PLNLOW,UMW,422.1658539,NA,NA,NA,NLA07_RVT12,Include,64.9960344,VILAS,14446838,NA,NA,NA,NA,497.98,Region_5,NA,NA,148,NA,PLNLOW,UMW,NA,,7,7070001,NATURAL,NA,46.00615673,-89.50723347,NA,0.014642391,NA,NA,NA,NA,Plum Lake,,,NA,NA,NA,Panel_1,20.67471621,7.07E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,50,NA,50i,64.9960344,WI,NA,503229.5147,967954.6247,0.377419355,0.05,0.2,0.455765818,1.081643789,1.478627608,0.05,490.1368946,1.36,7,293,Oligotrophic,202.99,0.07,57.3,7.733333333,High (>=5 Ppm),0.622,Good,Fair,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,High,Low,Fair,Good,Y
36,NLA06608-0150,2007,EHIGH,NAP,1887.921208,NA,NA,NA,NLA07_RVT12,Include,5.7858671,PENOBSCOT,3319884,NA,NA,NA,NA,60.78,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,Sebasticook Lake,1,1030003,NATURAL,NA,44.85554819,-69.23749986,NA,0.12642225,NA,NA,NA,NA,Sebasticook Lake,NESLake,2312,NA,NA,NA,Panel_1,46.67428231,1.03E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,ME,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,82,NA,82e,5.7858671,ME,NA,2084088.241,1118264.529,0.32972973,0.36,0.79,0.608578203,0.544707214,0.66144405,0.47,2985.448026,8.22,16,366,Eutrophic,187.2,NA,44.6,9.672,High (>=5 Ppm),3.05,Fair,Fair,Poor,Fair,Medium,Detect,Low,Low,Low,Fair,Good,Poor,High,Not Assessed,Fair,Poor,Y
37,NLA06608-0153,2007,EHIGH,SAP,34.27812829,NA,NA,NA,NLA07_RVT12,Include,18.6834939,PRINCE EDWARD,8609463,NA,NA,NA,NA,133.82,Region_3,NA,NA,157,NA,EHIGH,SAP,NA,Spring Creek Lake,2,2080207,MAN_MADE,NA,37.2141479,-78.62552714,NA,0.027186658,NA,NA,NA,NA,Spring Creek,,,NA,NA,NA,Panel_1,4.183526661,2.08021E+12,R,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,VA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,45,NA,45e,18.6834939,VA,NA,1518861.818,107197.2801,0.215384615,0.2,0.17,1.404631352,1.206733464,1.137862214,0.05,42361.08642,10.4,34,656,Eutrophic,79.47,0.27,47.5,6.275,High (>=5 Ppm),4.09,Good,Good,Good,Fair,Small,No Detect,No Detect,Moderate,Moderate,Poor,Poor,Fair,Medium,Low,Fair,Poor,Y
38,NLA06608-0155,2007,PLNLOW,TPL,154.8025399,NA,NA,NA,NLA07_RVT12,Include,4.7065531,LAKE,14769830,NA,NA,NA,NA,223.92,Region_5,NA,NA,148,NA,PLNLOW,TPL,NA,Long Lake,7,7120006,NATURAL,NA,42.37464061,-88.13351269,NA,0.12642225,NA,NA,NA,NA,Long Lake,NESLake,1725,NA,NA,NA,Panel_1,8.802183045,7.12001E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,IL,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,53,NA,53b,4.7065531,IL,NA,642943.3501,572650.1907,0.837640449,0.16,0.15,0.093857088,0.267726353,0.404328657,0.29,1621.333333,79.8,114,1520,Hypereutrophic,64.98,0.23,NA,10.16666667,High (>=5 Ppm),10.3,Fair,Poor,Poor,Poor,Medium,Detect,Low,Low,High,Poor,Fair,Poor,Medium,Low,Not Assessed,Poor,Y
39,NLA06608-0162,2007,EHIGH,NAP,53.36929127,NA,NA,NA,NLA07_RVT12,Include,20.3121784,CHESHIRE,9342959,NA,NA,NA,NA,270.74,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,Sip Pond,1,1080202,NATURAL,NA,42.7329984,-72.10333954,NA,0.03639742,NA,NA,NA,NA,Sip Pond,,,NA,NA,NA,Panel_1,3.016796043,1.0802E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,58,NA,58g,20.3121784,NH,NA,1924844.636,829373.274,0.561111111,0.1,0.24,0.828927133,0.702645411,0.772587141,0.05,793.7777778,2.56,14,244,Mesotrophic,357.5,0.24,61,8.15,High (>=5 Ppm),1.12,Fair,Good,Fair,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,High,Low,Good,Fair,Y
40,NLA06608-0167,2007,PLNLOW,UMW,70.19571133,NA,NA,NA,NLA07_RVT12,Include,5.660085,MCLEOD,2354274,NA,NA,NA,NA,302.17,Region_5,NA,NA,148,NA,PLNLOW,UMW,NA,South Lake,7,7010205,NATURAL,NA,44.94545187,-94.0350912,NA,0.12642225,NA,NA,NA,NA,South Lake,NESLake,2784,NA,NA,NA,Panel_1,3.994630926,7.01021E+12,T,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,MN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,51,NA,51i,5.660085,MN,NA,154837.6445,834464.8123,0.205172414,0,0,0.071720421,0.066847887,0.068436811,1.6,36480,936,1184,15625,Hypereutrophic,NA,1.04,NA,5.7,High (>=5 Ppm),193,Poor,Poor,Poor,Fair,Small,Detect,Low,Moderate,High,Poor,Poor,Poor,Not Assessed,High,Not Assessed,Poor,Y
41,NLA06608-0173,2007,WMTNS,XER,62.78533719,NA,NA,NA,NLA07_RVT12,Include,56.5809445,IMPERIAL,22597893,NA,NA,NA,NA,-53.27,Region_9,NA,NA,130,NA,WMTNS,XER,NA,,18,18100200,MAN_MADE,NA,33.07900474,-115.512784,NA,0.010462448,NA,NA,NA,NA,Ramer Lake,,,NA,NA,NA,Panel_1,3.204951638,1.81002E+13,T,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,81,NA,81f,56.5809445,CA,NA,-1797629.851,-309473.4971,0.680508475,0.2,0.2,0.767991857,0.272621003,0.098514063,0.36,6483.604817,70.4,57,2218,Hypereutrophic,29.94,0.12,40.6,6.6,High (>=5 Ppm),26.8,Poor,Good,Poor,Fair,Small,Detect,Low,Low,High,Fair,Poor,Poor,Low,Low,Poor,Poor,Y
42,NLA06608-0177,2007,EHIGH,NAP,41.12620274,NA,NA,NA,NLA07_RVT12,Include,86.1935044,ADDISON,22221219,NA,NA,NA,NA,384.73,Region_1,NA,NA,117,NA,EHIGH,NAP,NA,Silver Lake,2,2010002,MAN_MADE,NA,43.89113168,-73.0524672,NA,0.034172212,NA,NA,NA,NA,Silver,,,NA,NA,NA,Panel_1,3.479405685,2.01E+12,R,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,VT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,58,NA,58c,86.1935044,VT,NA,1818995.723,936079.985,0.133333333,0.32,0.7,1.118673045,1.224109558,1.243324431,0.05,8208.58232,3.58,6,177,Mesotrophic,294.48,0.2,86.3,8.633333333,High (>=5 Ppm),1.28,Good,Good,Good,Good,Medium,No Detect,No Detect,Low,Low,Good,Good,Good,High,Low,Good,Fair,Y
43,NLA06608-0181,2007,WMTNS,WMT,118.8169149,NA,NA,NA,NLA07_RVT12,Include,23.0053634,MONO,20287024,NA,NA,NA,NA,2323.16,Region_9,NA,NA,128,NA,WMTNS,XER,NA,June Lake,18,18090101,NATURAL,NA,37.78873902,-119.0738863,NA,0.025732052,NA,NA,NA,NA,June Lake,,,NA,NA,NA,Panel_1,4.627384423,1.80901E+13,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,5,NA,5i,23.0053634,CA,NA,-1993028.56,275507.7375,0.327777778,0.34,3.2,2.015571266,0.908809363,0.662167932,0.13,6986.803419,1.38,6,514,Oligotrophic,NA,NA,78.4,7.766666667,High (>=5 Ppm),0.58,Fair,Good,Good,Fair,Medium,Detect,Low,Low,Low,Good,Poor,Good,Not Assessed,Not Assessed,Good,Good,Y
44,NLA06608-0183,2007,PLNLOW,UMW,577.5639511,NA,NA,NA,NLA07_RVT12,Include,7.5279259,POLK,2646860,NA,NA,NA,NA,310.94,Region_5,NA,NA,148,NA,PLNLOW,UMW,NA,Wapogasset Lake,7,7030005,NATURAL,NA,45.32642671,-92.42532377,NA,0.12642225,NA,NA,NA,NA,Wapogasset Lake,NESLake,5550,NA,NA,NA,Panel_1,22.08690471,7.03001E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,51,NA,51a,7.5279259,WI,NA,280049.521,880512.0359,0.705072464,0.05,0.02,0.744146449,0.905856207,1.04736891,0.05,36061.12288,30.1,68,907,Hypereutrophic,NA,NA,22.8,12.66666667,High (>=5 Ppm),7.83,Good,Good,Good,Fair,Small,No Detect,No Detect,Moderate,Moderate,Poor,Fair,Poor,Not Assessed,Not Assessed,Poor,Poor,Y
45,NLA06608-0191,2007,EHIGH,SAP,640.030334,NA,NA,NA,NLA07_RVT12,Include,12.7343101,MACON,19735013,NA,NA,NA,NA,916.56,Region_4,NA,NA,152,NA,EHIGH,SAP,NA,Nantahala Lake,6,6010202,MAN_MADE,NA,35.18110441,-83.6799846,NA,0.058962511,NA,NA,NA,NA,Lake Natahala,,,NA,NA,NA,Panel_1,45.14522579,6.0102E+12,R,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,66,NA,66g,12.7343101,NC,NA,1109432.129,-187706.9256,0.327419355,1.05,1.41,0.352514776,0.449222107,1.064895511,0.05,8327.521368,1.13,1,48,Oligotrophic,NA,NA,NA,NA,Not Assessed,0.793,Good,Fair,Poor,Fair,Large,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,Not Assessed,Not Assessed,Good,Y
46,NLA06608-0201,2007,WMTNS,WMT,574.7253533,NA,NA,NA,NLA07_RVT12,Include,24.8022361,PLACER,14991593,NA,NA,NA,NA,1592.46,Region_9,NA,NA,125,NA,WMTNS,WMT,NA,French Meadows Reservoir,18,18020128,MAN_MADE,NA,39.11326334,-120.4389061,NA,0.023867816,NA,NA,NA,NA,French Meadows Reservoir,,,NA,NA,NA,Panel_1,14.56207055,1.80201E+13,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,5,NA,5d,24.8022361,CA,NA,-2070639.438,448540.246,0.227419355,25.6,54.5,3.529833875,0.59708922,0.055850087,0.05,490.3601533,0.8,3,40,Oligotrophic,NA,NA,45.7,6.933333333,High (>=5 Ppm),1.03,Poor,Good,Fair,Fair,Large,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,Not Assessed,Fair,Fair,Y
47,NLA06608-0208,2007,PLNLOW,CPL,95.89252695,NA,NA,NA,NLA07_RVT12,Include,31.3730904,POINSETT,9272602,NA,NA,NA,NA,69.01,Region_6,NA,NA,149,NA,PLNLOW,CPL,NA,Lake Hogue,8,8020302,MAN_MADE,NA,35.58318947,-90.96294056,NA,0.0153186,NA,NA,NA,NA,Lake Hogue,,,NA,NA,NA,Panel_1,3.883137271,8.0203E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,AR,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,73,NA,73g,31.3730904,AR,NA,452269.0854,-202728.2053,0.695918367,0.25,0.22,0.493888076,0.524656747,0.533726557,1.5,56549.78211,65.6,162,1687,Hypereutrophic,66.01,1.3,39.9,4.875,Moderate (>3-<5 Ppm),20.7,Fair,Fair,Poor,Fair,Medium,Detect,Low,Moderate,High,Poor,Poor,Poor,Medium,High,Poor,Poor,Y
48,NLA06608-0212,2007,EHIGH,SAP,2761.795165,NA,NA,NA,NLA07_RVT12,Include,2.4514264,MONROE,18470130,NA,NA,NA,NA,172.67,Region_5,NA,NA,150,NA,EHIGH,SAP,NA,Monroe Lake,5,5120208,MAN_MADE,NA,39.02600151,-86.47054783,NA,0.12642225,NA,NA,NA,NA,Monroe Lake,NESLake,1828,NA,NA,NA,Panel_1,91.18767142,5.12021E+12,S,NA,NA,PROB,>50,NA,NA,NA,NA,NA,NA,NA,NA,IN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,71,NA,71c,2.4514264,IN,NA,815983.5776,211983.839,0.242857143,0.11,0.36,0.89727425,1.339632879,1.509879268,0.05,4853.407745,4.36,8,88,Mesotrophic,62.04,0.58,47.4,6.5,High (>=5 Ppm),2.53,Good,Good,Good,Fair,Medium,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Medium,Fair,Good,Y
49,NLA06608-0216,2007,PLNLOW,TPL,32.08410411,NA,NA,NA,NLA07_RVT12,Include,21.009679,GAGE,18821320,NA,NA,NA,NA,425.89,Region_7,NA,NA,143,NA,PLNLOW,TPL,NA,,10,10270202,MAN_MADE,NA,40.32809914,-96.53200107,NA,0.012044843,NA,NA,NA,NA,Cedar Creek Lake,,,NA,NA,NA,Panel_1,4.582719371,1.02702E+13,T,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,47,NA,47i,21.009679,NE,NA,-44813.3158,317075.9992,0.521259843,0.15,0.1,0.855214364,0.399928061,0.113546513,0.3,18886.55094,19.2,619,1367,Eutrophic,43.76,0.44,41.6,7.315,High (>=5 Ppm),30,Poor,Good,Fair,Fair,Small,Detect,Low,Low,Moderate,Poor,Fair,Fair,Low,Low,Good,Poor,Y
50,NLA06608-0219,2007,PLNLOW,TPL,47.00753436,NA,NA,NA,NLA07_RVT12,Include,10.8311005,NOBLE,12265302,NA,NA,NA,NA,284.71,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Skinner Lake,4,4050001,NATURAL,NA,41.39844133,-85.36782919,NA,0.028613421,NA,NA,NA,NA,Skinner Lake,,,NA,NA,NA,Panel_1,3.535511239,4.05E+12,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,IN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,55,NA,55a,10.8311005,IN,NA,880360.5491,486110.1195,0.746907217,0.1,0.13,1.726055724,1.182904804,1.134416637,3.4,70691.20634,55.58,36,1826,Hypereutrophic,63.08,NA,45.5,9.5,High (>=5 Ppm),22.1,Good,Good,Good,Fair,Medium,Detect,Low,Moderate,High,Good,Poor,Poor,Medium,Not Assessed,Good,Poor,Y
51,NLA06608-0220,2007,PLNLOW,SPL,20.1814267,NA,NA,NA,NLA07_RVT12,Include,10.2333803,CHERRY,16031228,NA,NA,NA,NA,884.56,Region_7,NA,NA,143,NA,PLNLOW,SPL,NA,East Twin Lake,10,10150004,NATURAL,NA,42.50469691,-100.5300766,NA,0.02472871,NA,NA,NA,NA,East Twin Lake,,,NA,NA,NA,Panel_1,1.935952246,1.015E+13,R,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,44,NA,44d,10.2333803,NE,NA,-369841.9415,569381.7286,0.095454546,0,2.9,0,0.103612195,0.174539278,28,101842.8902,871.2,872,22613,Hypereutrophic,NA,0.79,NA,1.8,Low (<=3 Ppm),168,Poor,Poor,Poor,Good,Large,Detect,High,High,High,Poor,Poor,Poor,Not Assessed,Medium,Not Assessed,Fair,Y
52,NLA06608-0221,2007,PLNLOW,CPL,18.43287407,NA,NA,NA,NLA07_RVT12,Include,55.9291268,JAMES CITY,10062717,NA,NA,NA,NA,2.67,Region_3,NA,NA,157,NA,PLNLOW,CPL,NA,Jolly Pond,2,2080206,MAN_MADE,NA,37.30188244,-76.82107103,NA,0.009081883,NA,NA,NA,NA,Jolly Pond,,,NA,NA,NA,Panel_1,3.745423426,2.08021E+12,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,VA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,65,NA,65m,55.9291268,VA,NA,1672590.524,147148.0465,0.165384615,0.1,0.16,0.634174546,0.760422678,1.104239038,0.05,54973.33333,31.68,38,594,Hypereutrophic,109.12,NA,61.5,8.466666667,High (>=5 Ppm),11.2,Good,Good,Good,Good,Medium,No Detect,No Detect,Moderate,Moderate,Fair,Fair,Poor,Medium,Not Assessed,Good,Poor,Y
