Order,SITE_ID,VISIT_NO,UID,dD,d18O,E_I,Water_yield_m,Modeled_Water_yield_m,RT_iso,RT_modeled,Volume_Corrected_m3,Lake_precip_m,Lake_evap_m,P_E_deficit_m,Wyield_P_E_m
162,NLA12_GA-101,2,8277,-10.62,-1.67,0.38671106,0.113177695,0.24254,0.362392962,0.142091567,98254.48114,1.133939998,1.076311033,0.057628965,0.055548731
163,NLA12_GA-101,1,6293,11.9,2.13,-0.527764717,-0.082929126,0.24254,-0.494576543,0.142091567,98254.48114,1.133939998,1.076311033,0.057628965,-0.14055809
164,NLA12_GA-102,1,7307,4.67,2.09,0.509976887,0.051985449,0.04844,0.399925196,0.268895543,38330.70264,1.062450001,0.975401574,0.087048427,-0.035062978
165,NLA12_GA-103,1,8122,-11.76,-1.95,0.148116799,0.076234909,0.08919,0.226292777,0.172441452,475913.425,0.927759994,0.965337174,-0.037577179,0.113812089
166,NLA12_GA-104,1,7453,-18.52,-3.24,0.077018202,0.145076241,0.355581667,0.239121503,0.094369037,99235168.13,0.979749992,0.910244487,0.069505506,0.075570735
167,NLA12_GA-105,1,7021,-23.36,-3.93,0.06995211,0.254911749,0.73775,0.352712181,0.116631206,52759121.29,1.450110012,0.780128638,0.669981374,-0.415069625
168,NLA12_GA-107,1,6585,-10.73,-1.25,0.203162722,0.048219552,0.15722,0.347531335,0.100584527,40271.40884,0.922509998,0.963031913,-0.040521915,0.088741467
169,NLA12_GA-111,1,7791,7.81,2.42,0.657566264,0.297365287,0.05789,0.951838088,1.063811549,97913.97653,1.072310007,1.007210928,0.065099079,0.232266207
170,NLA12_GA-112,1,6226,-12.23,-1.76,0.232601738,0.161194064,0.18461,0.532577051,0.388989927,108288.2255,0.895859997,0.930832412,-0.034972416,0.19616648
171,NLA12_GA-112,2,7993,0.12,0.86,0.542602081,0.069100398,0.18461,1.242369976,0.388989927,108288.2255,0.895859997,0.930832412,-0.034972416,0.104072813
172,NLA12_GA-114,1,8316,-5.43,-0.43,0.23801235,0.128643437,0.05501,0.260027048,0.382911919,88503.44092,1.069219997,1.012032276,0.057187721,0.071455715
173,NLA12_GA-118,1,6889,-26.44,-5.03,0,,0.72749,,0.274621356,720913.3113,1.472389984,0.728234811,0.744155174,
174,NLA12_GA-127,1,8178,5.59,1.52,0.516664684,0.00353013,0.065680566,0.481956914,0.025187171,1299264.977,1.031179993,1.006551358,0.024628635,-0.021098505
175,NLA12_GA-R01,1,7461,2.53,1.65,0.622877356,0.032175692,0.19245,1.784416538,0.268464878,43206.07393,1.007559998,0.943004695,0.064555303,-0.032379611
176,NLA12_GA-R11,1,8027,-21.45,-3.38,0.120297114,0.002218622,0.232666941,0.111299141,0.001059599,295870.5824,1.461890005,1.041477307,0.420412698,-0.418194077
177,NLA12_IA-101,1,6604,-26.6,-2.81,0.359580528,0.241050175,0.049205,0.939260242,1.893551455,7053835.565,0.604540005,0.744701247,-0.140161242,0.381211417
178,NLA12_IA-101,2,7242,-21.02,-1.72,0.479625527,0.180717965,0.049205,1.252829763,1.893551455,7053835.565,0.604540005,0.744701247,-0.140161242,0.320879207
179,NLA12_IA-102,1,7462,-17.59,-0.72,0.625414806,0.205408029,0.0938,0.568411568,0.542191042,138422.3058,0.697009996,0.736715054,-0.039705058,0.245113087
180,NLA12_IA-103,1,6789,-15.45,-0.61,0.391719956,0.623141869,0.03078,1.218141061,3.829286471,167691.8641,0.558929995,0.814775793,-0.255845799,0.878987668
181,NLA12_IA-104,1,7017,-23.73,-2.86,0.209015774,0.143307292,0.04221,0.596858249,1.200093064,1098288.769,0.743809997,0.766602239,-0.022792242,0.166099535
182,NLA12_IA-105,1,6530,-20.04,-1.47,0.466652565,0.327928353,0.02287,0.698518203,1.594419533,1962121.909,0.586749999,0.743315284,-0.156565285,0.484493638
183,NLA12_IA-106,1,6768,-29.87,-4.17,0.164549445,0.098574376,0.03056,0.318025495,0.732707983,1416383.15,0.592129996,0.785626925,-0.193496929,0.292071305
184,NLA12_IA-107,1,6416,-17.61,-1.1,0.541843341,0.396744751,0.03778,0.676971772,1.383002386,2654240.192,0.514319999,0.706828655,-0.192508657,0.589253408
185,NLA12_IA-109,1,6660,-29.72,-3.46,0.333423775,0.179113117,0.09588,0.259428255,0.305325907,299181.2868,0.702710004,0.745295281,-0.042585277,0.221698393
186,NLA12_IA-113,1,6848,-21.75,-2.35,0.297951102,0.310543564,0.13077,1.259935077,1.736498067,5320894.167,0.788610001,0.771749312,0.016860689,0.293682876
187,NLA12_IA-120,1,6541,-20.97,-1.87,0.492982646,0.30321624,0.022778333,0.660799434,1.551960405,12038377.08,0.522119994,0.734030542,-0.211910548,0.515126788
188,NLA12_IA-120,2,7371,-13.96,-0.62,0.678172948,0.220416259,0.022778333,0.90903058,1.551960405,12038377.08,0.522119994,0.734030542,-0.211910548,0.432326807
189,NLA12_IA-127,1,7041,-17.93,-1.94,0.270657037,0.18770332,0.04977,0.822547084,1.712456049,844917.4026,0.636629992,0.800766495,-0.164136502,0.351839822
190,NLA12_IA-132,1,6464,-15.45,-0.81,0.532045919,0.537592769,0.02472,0.621575339,1.392722966,349936.4822,0.548659999,0.729198428,-0.180538429,0.718131198
191,NLA12_IA-134,1,7125,-32.13,-4.16,0.135787749,0.080811675,0.04338,0.213905772,0.328890219,479851.5258,0.617059996,0.737691831,-0.120631835,0.20144351
192,NLA12_IA-150,1,6915,-26.41,-2.27,0.296159878,0.022693493,0.02532,0.842542785,0.636916148,519709.1031,0.515320004,0.736892956,-0.221572951,0.244266444
193,NLA12_IA-152,1,6977,-22.94,-2.49,0.449283487,0.337413719,0.05547,0.810456326,1.414531595,5688544.635,0.670469997,0.737312648,-0.066842651,0.40425637
194,NLA12_IA-R01,1,6815,-34.95,-4.1,0.113633764,17.59257235,0.07918,0.317000284,3.348094312,153994.5626,0.591310007,0.745095876,-0.153785869,17.74635821
195,NLA12_IA-R02,1,6840,-23.72,-1.18,0.310296528,1.160183217,0.07186,0.281573858,0.958283659,23019.1811,0.558639992,0.747517592,-0.1888776,1.349060817
196,NLA12_IA-R03,1,6783,-21.26,-2.25,0.267247387,0.206418372,0.08943,0.953890359,1.353678161,823641.0277,0.826169995,0.813471378,0.012698617,0.193719756
197,NLA12_ID-101,1,6959,-117.89,-15.33,0.082607239,0.196089689,0.748096667,0.326661638,0.083046732,4727539.552,0.810399993,0.565443078,0.244956915,-0.048867226
198,NLA12_ID-101,2,7761,-114.38,-14.75,0.019345669,0.837315471,0.748096667,0.076500413,0.083046732,4727539.552,0.810399993,0.565443078,0.244956915,0.592358556
199,NLA12_ID-102,1,7164,-108.69,-13.98,0.044354237,1.564585948,0.5442,0.087238418,0.203103096,756745.1138,1.005290012,0.545735992,0.45955402,1.105031928
200,NLA12_ID-103,1,1000069,-102.89,-13.22,0.010416665,2.601637587,0.66497625,0.032532351,0.120614538,7628463.924,0.82872999,0.611264486,0.217465504,2.384172083
201,NLA12_ID-104,1,7671,-105.7,-12.62,0.081891361,0.059387493,0.028296667,0.212389819,0.40302707,980166.0382,0.379189998,0.614761228,-0.235571231,0.294958724
202,NLA12_ID-105,1,7189,-85.77,-8.96,0.275958947,0.247359293,0.47254,2.617414341,1.096293585,2098297.014,0.972640008,0.562496929,0.410143079,-0.162783786
203,NLA12_ID-107,1,1000019,-115.76,-13.58,0.254226993,0.009264286,0.133021429,0.508030666,0.035077025,471260.0111,0.346279997,0.705569496,-0.359289499,0.368553786
204,NLA12_ID-108,1,7167,-104.5,-13.77,0.084397854,0.299479293,0.504476667,0.207378533,0.115436545,3053611.856,0.817049995,0.615912972,0.201137023,0.09834227
205,NLA12_ID-109,1,1000029,-127.23,-16.36,0.092763953,0.005647714,0.248417145,0.706870874,0.016059401,169049733.2,0.215419997,0.653346797,-0.4379268,0.443574514
206,NLA12_ID-110,1,7549,-99.84,-9.89,0.219335801,0.007971608,0.073249,0.301579557,0.032454318,668117.8266,0.280870004,0.594085979,-0.313215975,0.321187583
207,NLA12_ID-111,1,1000030,-107.33,-13.2,0.071637065,0.116100484,0.046117,0,0,0,0.232149999,0.58064672,-0.348496722,0.464597206
208,NLA12_ID-112,2,7913,-113.96,-14.59,0.052511026,0.271606438,0.81909,0.222299573,0.071565065,509799.1854,0.965240006,0.559850467,0.40538954,-0.133783102
209,NLA12_ID-112,1,7163,-116.53,-15.01,0.033821796,0.421690579,0.81909,0.143180802,0.071565065,509799.1854,0.965240006,0.559850467,0.40538954,0.01630104
210,NLA12_ID-113,1,6958,-117.44,-14.73,0.172205936,0.101328391,0.34925,0.723626485,0.197404752,202715.6175,0.631950004,0.496953741,0.134996263,-0.033667872
211,NLA12_ID-121,1,7188,-112.62,-15.36,0,,0.612692857,,0.004852085,264511.3036,0.896429998,0.573871029,0.322558969,
212,NLA12_ID-122,1,7588,-111.98,-13.57,0.050873476,0.215437286,0.015783158,0.191559768,1.867351215,10866802.11,0.329919998,0.572396286,-0.242476289,0.457913574
213,NLA12_ID-141,1,6940,-116.42,-15.21,0.012399555,1.202076277,0.656355,0.061128957,0.108256722,1960274.159,0.83556,0.555560654,0.279999346,0.922076931
214,NLA12_ID-142,1,7477,-128.16,-16.94,0.043536736,0.020176591,0.910095,0.041318683,0.000914846,22735.88214,0.566480001,0.424270306,0.142209695,-0.122033103
215,NLA12_ID-143,1,1000122,-88.1,-8.76,0.258103389,0.034784354,0.00884,0.317939751,0.911243764,254220.1286,0.213180003,0.58058834,-0.367408337,0.40219269
216,NLA12_ID-145,1,7413,-125.1,-16.43,0.063617942,0.165932087,0.76376,0.70125169,0.146976368,1312988.827,1.128159974,0.426347435,0.701812539,-0.535880452
217,NLA12_ID-148,1,1000068,-106.24,-13.43,0.029622074,3.714678206,0.22394,0.583087646,6.568598201,4397417.843,0.563990002,0.58652838,-0.022538378,3.737216584
218,NLA12_ID-149,1,1000067,-95.88,-11.11,0.0977284,2.666181382,0.23493,0.619481956,3.159311666,255534.8264,0.686379999,0.621292777,0.065087222,2.60109416
219,NLA12_ID-151,1,1000025,-108.62,-11.89,0.360939053,0.027036841,0.07347,0.622846668,0.211214315,448218.6828,0.373479994,0.5823513,-0.208871306,0.235908147
220,NLA12_ID-158,1,7478,-128.23,-16.46,0.107932292,0.280028107,0.51611,3.414156207,1.66424095,1244179.688,0.836609999,0.433257888,0.403352111,-0.123324004
221,NLA12_ID-165,1,7187,-106.12,-13.83,0.002907206,1.473206067,0.50091,0.030265381,0.087903416,1244450.938,0.824480011,0.55883848,0.265641531,1.207564536
222,NLA12_ID-166,1,7533,-131.21,-17.37,0.033577108,0.008783355,0.0079675,0.072576897,0.07913591,291361.3142,0.18891,0.63407883,-0.44516883,0.453952185
223,NLA12_ID-168,1,6937,-121.03,-16.09,0.040352132,0.127423146,0.791574286,0.878717668,0.139349146,12111142.5,1.057769996,0.455530408,0.602239588,-0.474816442
224,NLA12_ID-175,1,6971,-112.4,-14.62,0.016123087,0.205471629,0.097422,0.109451317,0.226980402,3048601.26,0.307929998,0.615399943,-0.307469945,0.512941574
225,NLA12_ID-180,1,1000160,-112.14,-15.05,0.035881431,0.897115685,1.15894,0.108045076,0.077007732,108029.4645,1.476230006,0.476382055,0.999847951,-0.102732266
226,NLA12_ID-194,1,6823,-115.13,-14.1,0.178933337,0.065914689,0.080751429,0.37962717,0.295646304,2516214.874,0.238419997,0.723458398,-0.485038402,0.550953091
227,NLA12_ID-198,1,7590,-108.53,-13.25,0.077064464,1.045995091,0.05121,0.117554207,1.127025364,36603.43096,0.388870003,0.541460803,-0.1525908,1.198585891
228,NLA12_ID-203,1,7587,-96.14,-10,0.228457183,0.064690752,0.13487,0.303282696,0.133617611,93200.80421,0.418020001,0.516385288,-0.098365287,0.163056038
229,NLA12_ID-205,1,1000170,-113.08,-14.79,0.051861164,0.204170184,0.91336,0.42735653,0.092390404,498860.9009,1.30669998,0.445752874,0.860947106,-0.656776922
230,NLA12_ID-207,1,7168,-110.84,-14.61,0.083645974,0.067215554,0.690635,0.222217345,0.021291806,396408.3795,1.067059991,0.551551315,0.515508676,-0.448293122
231,NLA12_ID-209,1,6970,-120.68,-16.17,0.022677148,1.709371578,0.8273,0.092973095,0.17153931,222952.2462,1.118070008,0.437044142,0.681025867,1.028345712
232,NLA12_ID-210,1,7412,-125.05,-16.28,0.031764979,0.748426905,1.17694,0.391497685,0.231989644,1453964.86,1.532119982,0.423147663,1.108972319,-0.360545414
233,NLA12_ID-214,1,1000137,-117.45,-14.73,0.139929337,0.010285427,0.044908189,0.40849287,0.092258887,7721274.152,0.28527,0.649228256,-0.363958256,0.374243683
234,NLA12_ID-215,1,7479,-128.71,-16.64,0.092434662,0.280709927,0.86881,4.159672351,1.292440621,30216414.42,0.566480001,0.424270306,0.142209695,0.138500233
235,NLA12_ID-216,1,1000126,-77.98,-6.36,0.401873237,0.009370863,0.08471,0.301032103,0.032456669,123711.3744,0.328890002,0.562029425,-0.233139423,0.242510286
236,NLA12_ID-218,1,1000159,-106,-14.17,0.05809469,1.575289364,1.2919,0.991895589,0.928343257,890276.0553,2.038029985,0.476732741,1.561297244,0.01399212
237,NLA12_ID-220,1,1000169,-116.42,-15.18,0.061363386,0.583750817,0.94392,0.372670821,0.205771986,71324.66801,1.366790015,0.432112497,0.934677518,-0.350926701
238,NLA12_ID-221,1,1000158,-85.69,-8.1,0.404518291,0.144887557,1.36394,0.341949506,0.031104895,46470.92271,1.75628999,0.449753047,1.306536944,-1.161649386
239,NLA12_IL-103,2,8778,-25.49,-2.97,0.19130542,0.100483769,0.09179,0.581636809,0.526107929,1006532.181,0.779419997,0.776334723,0.003085274,0.097398495
240,NLA12_IL-103,1,8327,-24.23,-2.71,0.209441625,0.091782566,0.09179,0.63677735,0.526107929,1006532.181,0.779419997,0.776334723,0.003085274,0.088697291
241,NLA12_IL-104,1,7249,-15.61,-0.43,0.434484198,0.657295393,0.2355,1.968074348,2.609572331,2940437.516,0.66830999,0.733464141,-0.065154151,0.722449544
242,NLA12_IL-105,1,8556,-27.3,-3.42,0.149709264,0.330275914,0.2659175,0.769990769,0.779755416,12917900.74,1.032769999,0.847950801,0.184819198,0.145456716
243,NLA12_IL-106,1,7282,-33.23,-4.19,0.151496733,0.075218278,0.22038,0.649992487,0.210713874,4785418.693,0.736420006,0.720504652,0.015915354,0.059302925
244,NLA12_IL-109,1,7446,-17.28,-1.74,0.260536738,0.103715258,0.14853,1.252603781,0.734403269,533380.5285,0.885509996,0.843497037,0.042012959,0.061702299
245,NLA12_IL-109,2,8624,-15.91,-1.33,0.288104899,0.09379096,0.14853,1.385145479,0.734403269,533380.5285,0.885509996,0.843497037,0.042012959,0.051778001
246,NLA12_IL-110,1,6809,-10.81,0.49,0.481949335,1.467183854,0.0926,1.317182748,2.331428632,36050.98689,0.791890001,0.7604819,0.031408101,1.435775753
247,NLA12_IL-111,1,8499,-18.75,-2.35,0.195126618,0.617033614,0.3242,0.516890149,0.675510489,7739477.29,1.075049998,0.874893176,0.200156822,0.416876792
248,NLA12_IL-112,1,7933,-5.83,1.62,0.447092908,0.029614105,0.33515,0.754539486,0.064105277,28223.506,0.915010005,0.902927544,0.012082461,0.017531645
249,NLA12_IL-114,1,8303,-19.64,-1.41,0.272451266,0.400229277,0.0632,1.318120996,3.25656074,2808398.562,0.721420001,0.796242623,-0.074822622,0.475051899
250,NLA12_IL-116,1,7973,-19.29,-2.18,0.173990505,0.552961107,0.3569,0.661209168,0.801971607,368605.4582,0.917879986,0.891966261,0.025913724,0.527047383
251,NLA12_IL-118,1,7217,-28.66,-3.27,0.202599141,0.046745872,0.19902,0.326271539,0.073127565,252566.2756,0.762540009,0.756605324,0.005934684,0.040811188
252,NLA12_IL-120,1,7385,-13.4,-0.66,0.311082926,0.316330084,0.20342,0.9476196,1.000443066,194610.8081,0.893829982,0.914241975,-0.020411993,0.336742077
253,NLA12_IL-123,1,8764,-6.66,1.46,0.570319949,0.051840349,0.200905,0.368105685,0.082777369,427875.6781,0.78062001,0.779035254,0.001584757,0.050255592
254,NLA12_IL-R01,1,6518,-26.46,-3.72,0.075733618,0.995490831,0.42478,0.174344449,0.336105547,242440.8137,1.063849999,0.875607003,0.188242997,0.807247834
255,NLA12_IL-R03,1,6571,-18.21,-1.75,0.18651468,0.928553111,0.42478,0.324146921,0.475996261,77141.24701,1.051139994,0.877108991,0.174031003,0.754522108
256,NLA12_IL-R04,1,6533,-22.62,-2.83,0.126709538,0.733865947,0.45503,0.369512651,0.477982409,297954.1156,1.03644998,0.858228223,0.178221757,0.55564419
257,NLA12_IN-101,2,7914,-25.93,-2.18,0.345556592,0.602207699,0.37199,3.387110859,3.312583076,713695.9335,0.83697999,0.714507372,0.122472618,0.479735081
258,NLA12_IN-101,1,7584,-25.46,-2.09,0.354183229,0.587540074,0.37199,3.47166828,3.312583076,713695.9335,0.83697999,0.714507372,0.122472618,0.465067455
259,NLA12_IN-102,1,7793,-29.64,-3.41,0.209374218,0.748747559,0.31994,1.096377679,1.651401393,7540973.14,0.838720009,0.742185071,0.096534938,0.65221262
260,NLA12_IN-103,1,8012,-43.93,-5.82,0.070310779,0.129441335,0.32747,0.326108027,0.124846383,1603027.883,0.859599997,0.735248295,0.124351701,0.005089634
261,NLA12_IN-104,1,8167,-14.78,-0.99,0.275367116,0.355003281,0.46769,0.844178842,0.496637659,291710.4142,1.210500019,0.871766414,0.338733605,0.016269676
262,NLA12_IN-105,1,7757,-29.9,-3.39,0.182343448,0.355014116,0.30205,0.584406042,0.552505801,3057132.144,0.838360004,0.738763352,0.099596653,0.255417464
263,NLA12_IN-106,1,7794,-47.3,-6.28,0.067686971,0.134278629,0.288475,0.490585765,0.220325709,1218021.723,0.860650007,0.743925181,0.116724826,0.017553802
264,NLA12_IN-108,1,7370,-30.91,-3.61,0.164627024,0.285603012,0.296,0.637043276,0.526730388,2790395.333,0.78281,0.74481161,0.037998389,0.247604622
265,NLA12_IN-110,1,7754,-40.95,-5.56,0.079768348,0.103786654,0.299646316,1.359160314,0.456573061,41130532.19,0.843330004,0.749651692,0.093678311,0.010108343
266,NLA12_IN-111,1,7579,-33.48,-4.86,0.147215713,0.077829004,0.429203333,0.607755547,0.106272705,2326523.738,1.074120016,0.77462652,0.299493496,-0.221664492
267,NLA12_IN-112,1,8409,-27.66,-3.44,0.168976658,0.22603978,0.33421,0.63185297,0.369571223,3587451.529,1.056820008,0.772573075,0.284246933,-0.058207153
268,NLA12_IN-113,1,7592,-40.72,-5.24,0.126161328,0.18831737,0.38599,1.280818803,0.578005804,29415098.77,0.937639994,0.711546249,0.226093744,-0.037776374
269,NLA12_IN-115,1,8168,-29.9,-4.27,0.102179916,0.198966761,0.440901341,0.175794527,0.07458564,38198762.92,1.109310009,0.80392961,0.305380399,-0.106413638
270,NLA12_IN-116,1,7288,-24.8,-2.91,0.204723343,0.478987374,0.45221,0.784961511,0.641624059,196544.9862,1.107329986,0.811652937,0.295677048,0.183310326
271,NLA12_IN-117,1,8307,-27.86,-3.55,0.178987891,0.208587436,0.34596,0.595559993,0.317464935,530545.5701,1.021450006,0.840964984,0.180485022,0.028102414
272,NLA12_IN-120,1,7895,-44.98,-6.14,0.097305231,0.007230543,0.315022,0.333781034,0.00764034,297497.2848,0.900160002,0.739531899,0.160628103,-0.15339756
273,NLA12_IN-126,1,8341,-8.14,0.32,0.539494861,0.191526696,0.50091,0.925507331,0.271165949,89532.93758,1.214350004,0.82126752,0.393082484,-0.201555788
274,NLA12_IN-127,1,7548,-26.56,-3.65,0.164593163,0.162160787,0.433843636,0.397276565,0.136943989,11454172.33,1.098299999,0.801214833,0.297085167,-0.134924379
275,NLA12_IN-128,2,8051,-36.51,-4.74,0.125444459,0.300815926,0.26829,0.450475236,0.43415478,1320826.23,0.870929996,0.749763824,0.121166172,0.179649754
276,NLA12_IN-128,1,7444,-36.32,-4.43,0.134955039,0.279616763,0.26829,0.484628045,0.43415478,1320826.23,0.870929996,0.749763824,0.121166172,0.158450591
277,NLA12_IN-130,1,7589,-23.32,-3.2,0.152060553,0.134047456,0.4895,0.455444358,0.117856489,1419779.026,1.198560001,0.856833941,0.34172606,-0.207678605
278,NLA12_IN-131,1,8410,-17.9,-1.35,0.283773769,0.092580075,0.29443,1.964115323,0.555872944,759005.5143,1.023499992,0.822515113,0.20098488,-0.108404804
279,NLA12_IN-134,1,7703,-22.63,-1.97,0.274699313,0.08452407,0.32063,1.68167654,0.403856896,194538.1826,0.992300003,0.735355773,0.25694423,-0.17242016
280,NLA12_IN-135,1,8645,-21.7,-2.43,0.162682343,0.366136907,0.4372,0.668924124,0.479693067,186307.2505,1.092090008,0.886568876,0.205521132,0.160615776
281,NLA12_IN-142,1,8293,-5,0.86,0.615842445,0.023226567,0.53618,0.470205337,0.019526432,109369.1928,1.295129993,0.801055269,0.494074724,-0.470848157
282,NLA12_IN-144,1,7753,-39.54,-4.99,0.105627135,0.201337501,0.301913333,1.230322778,0.758453496,6900522.315,0.862099997,0.742700783,0.119399214,0.081938287
283,NLA12_IN-145,1,7896,-42.08,-5.48,0.082780758,0.235699861,0.35262,0.121482312,0.076089715,102222.4165,0.889639994,0.732702141,0.156937852,0.078762009
284,NLA12_IN-146,1,7268,-30.75,-4.53,0.107482015,0.201935846,0.43836,0.408695239,0.175670992,1435839.677,1.162040007,0.802211298,0.359828708,-0.157892862
285,NLA12_IN-147,1,7633,-33.67,-4.88,0.127670143,0.105363946,0.35995,0.066241602,0.018470097,7803.304101,1.024629988,0.768728749,0.255901239,-0.150537292
286,NLA12_IN-149,1,7920,-38.9,-4.93,0.126541248,0.17529266,0.333797143,0.333215799,0.162330952,4939535.479,0.863929981,0.73634675,0.127583231,0.047709429
287,NLA12_IN-155,1,8650,-14.3,-0.26,0.359865994,0.474739703,0.36019,2.189256181,1.854322276,183509.5144,0.986930005,0.841791262,0.145138743,0.32960096
288,NLA12_IN-159,1,7829,-23.59,-2.59,0.235686159,0.079099473,0.3159,0.596447057,0.13818915,104337.0672,1.066949996,0.779837481,0.287112516,-0.208013043
289,NLA12_IN-160,1,7442,-20.14,-1.11,0.380331629,0.71873234,0.32022,1.388382827,1.589642312,331688.046,0.843330004,0.749651692,0.093678311,0.625054029
290,NLA12_IN-162,1,8408,-10.86,-0.12,0.449070558,0.134344466,0.4575,0.865486952,0.215667214,86548.46283,1.089999988,0.805551596,0.284448391,-0.150103925
291,NLA12_IN-163,1,8014,-33.53,-4.9,0.113917815,0.081118222,0.334880667,0.41106217,0.096190643,13847992.52,1.032330021,0.810439928,0.221890093,-0.140771871
292,NLA12_IN-164,1,7772,-27.5,-2.55,0.233982965,0.039877009,0.30765,1.159491955,0.145389362,166246.3979,0.836480005,0.752460826,0.084019179,-0.04414217
293,NLA12_IN-166,1,7805,-9.33,0.37,0.492940137,0.103359538,0.16745,0.370425584,0.170234396,1856393.285,0.857099995,0.760025927,0.097074067,0.00628547
294,NLA12_IN-171,1,8086,-24.18,-3.18,0.207387988,0.084732041,0.45469,0.579723149,0.102647102,216191.553,1.102700023,0.812330224,0.290369799,-0.205637758
295,NLA12_IN-172,1,7443,-35.66,-4.73,0.13059387,0.115112328,0.318325,0.851173868,0.292091361,3583442.828,0.851719994,0.747887197,0.103832797,0.011279531
296,NLA12_IN-174,1,8070,-18.83,-2.31,0.178461423,0.406671797,0.41695,0.781623643,0.632840264,1520002.271,1.067420006,0.907844932,0.159575073,0.247096724
297,NLA12_IN-179,1,7921,-35.06,-5.51,0.023418492,0.017854452,0.3824775,0.036967757,0.001723129,65975.83721,1.075610005,0.790131534,0.285478471,-0.267624019
