SITE_ID,VISIT_NO,DATE_COL,JULIAN_DAY,REPEAT,Chir_PCT_C,Chir_d13C,CAT_13C,Chir_PCT_N,Chir_d15N,CAT_15N,Lake_dD,P_dD_K,Lake_d18O,P_d18O_K,d-excess,E_I,BASINAREA_KM2,IRT,PRT,ORT,MRT,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,ST,STATE_NAME,EPA_REG,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,REF_NUTR,AREA_HA,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,LITRIPCVR_OE,LITRIPCVR_COND,OE5,OE5_COND_R,OE5_COND,LDC_ADJ,LDC_COND,RDis_IX,RDIS_COND,DO2_2M,DO2_COND,PTL_COND,NTL_COND,CHLA_COND,PTL,NTL,CHLA,RT_BUG,ECOBUG,MMI_NLABUG,totlrich,CHIRrich,totlnind,CHIRptax,CHIRpind,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN,AN_CAT,HN,HN_CAT,FertN,FN_CAT,ManureN,MN_CAT,N_CAT,Nload,MaxNload,EN,NEN,nsource,PCT_DEVELOPED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WETLAND_BSN,PCT_BURR,PCT_SPRL,PCT_CLIM,PCT_COLL,PCT_FILT,PCT_PRED,PCT_SHRD
NLA06608-0399,1,7/16/2007,196,N,42.32,-27.17,AVG,11.59,7.4,HIGH,-38.83,-54.76,-5.05,-8.16,1.58,0.17,190.98,0.28,0,0.28,0,-83.99670111,42.42304224,978883.1592,613338.3259,MI,Michigan,Region_5,0.003831487,258.4827754,123.5177874,MI_LP,YES,Plains,UMW,56,VII,VII,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,18.7308107,0.187308107,3.199262296,2.085290806,3.5,3.5,190718.5034,268.4,337,286,8,Sedimentary,Sedimentary,826.34,824,0.89,0.61,72.67,72,0.41,0.58,18.27,28.15,8.72,-9.13,28.2,8.8,-9,0.638614675,Fair,0.978997, Good,NOT POOR,-11.95805816,Fair,0.779839786,Most,6.8,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,13,586,3.352,Fair,UMW,35.7189065,41,10,300,24.3902439,8.333333333,106.6523945,323356.559,66708.762,33870.887,13653.583,250082.9633,110784.3879,337010.142,100579.649,Fertilizer,13.09468976,HIGH,5.800823737,LOW,17.64631704,INT,5.266489499,LOW,INT,41.80832004,17.64631704,11.06731324,30.7410068,not enriched,7.1,25.1,0.1,1.2,18.4,20.2,38.6,23.4,5,60,25,22.5,7.5,60,0
NLA06608-0401,1,8/27/2007,238,N,34.61,-19.41,HIGH,9.72,6.62,AVG,-73.63,-74.70,-10.1,-10.24,7.16,0.008,224.08,0.23,1.74,1.74,3.15,-68.23140034,47.17784258,2085997.436,1387528.887,ME,Maine,Region_1,0.12642225,7.833853361,5.785867077,ME,NO,  Eastern_Highlands,NAP,82,VIII,VIII,NATURAL,EHIGH NATURAL,B,Fair,N,2677.177683,26.77177683,53.32502151,2.907284342,50,50,390531985.8,177.26,360,222,36,Sedimentary,Sedimentary,967.41,963,1,0.49,71.85,72,0.49,0.58,14.22,24.7,3.68,-18.43,24.8,3.6,-19.1,0.310938888,Poor,0.73233,Poor,POOR,-9.301753934,Fair,0.709090909,Intermediate,10.06,HIGH,LEAST DISTURBED,LEAST DISTURBED,MOST DISTURBED,10,279,16.16,Fair,NAP,52.29591502,43,12,300,27.90697674,14.33333333,13.67363709,358985.4,8049,6569.739,1178.253,95165.14783,16664.6641,360163.653,14618.739,Fertilizer,4.247021604,INT,0.743709121,LOW,16.07335091,INT,0.652403761,LOW,INT,21.71648539,16.07335091,1.396112882,20.32037251,not enriched,3.1,49.2,3.4,1.6,3.5,18.2,21.7,8.3,30.51,10.17,59.32,79.66,42.37,5.08,10.17
NLA06608-0402,1,6/26/2007,176,Y,46.03,-23.37,AVG,13.27,1.07,LOW,-42.53,-59.14,-5.27,-9.41,-0.39,0.225,0.64,0.29,0.07,0.29,0.09,-124.0780934,42.88974892,-2247455.217,938047.0145,OR,Oregon,Region_10,0.001312891,754.345388,168.5476261,OR,NO, Western_Region,WMT,1,II,II,MAN-MADE,WMTNS MAN-MADE,F,Poor,N,7.451150403,0.074511504,1.207564988,1.247940604,2.3,2.3,58372.84143,85.81,485,182,110,Sedimentary,Sedimentary,1482,1482,1.38,0.61,70,70,0.42,0.56,16.18,26.2,11.9,1.9,26.2,11.9,1.9,0.666466336,Fair,0.415991,Poor,POOR,,NA,0.907407407,Most,8.4,HIGH,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,176,2287,73.728,Poor,WMX,44.37065618,29,12,300,41.37931034,56,3.6,0,0,143.744,5.445,144.9392346,12.58420223,5.445,143.744,Atmospheric,2.255183233,LOW,0.195804,LOW,0.084721523,LOW,2.236585971,LOW,LOW,4.772294728,2.255183233,2.432389971,2.339904756,enriched,17,54.6,7,11.7,0,0,0,2.2,27.24,11.3,61.46,23.59,17.28,11.3,54.82
NLA06608-0403,1,8/6/2007,217,N,45.03,-26.97,AVG,11.83,3.59,AVG,-56.05,-79.25,-6.16,-11.10,-6.79,0.286,2730.42,5.37,0.39,5.37,3.2,-94.56183848,47.39595432,109219.466,1105518.333,MN,Minnesota,Region_5,0.12642225,7.833853361,5.66008504,MN,NO,Plains,UMW,50,VIII,VIII,NATURAL,PLNLOW NATURAL,C,Fair,N,6605.134097,66.05134097,75.90976746,2.634825813,34.1,34.1,666667183.6,396.79,565,430,25,Granitic,Granitic,656.12,664,0.63,0.54,68.73,69,0.45,0.57,16.76,26.39,3.71,-21.44,26.4,3.8,-21.5,1.040293088, Good,0.946924, Good,NOT POOR,-10.49296328,Fair,0,Least,9.295,HIGH,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,LEAST DISTURBED,20,485,5.36,Fair,UMW,9.831649832,10,4,30,40,70,34.96587886,600299.4,172785.433,387286.58,6832.314,1484331.65,519269.8418,607131.714,560072.013,Atmospheric,5.436274213,INT,1.901794151,LOW,2.223582904,LOW,2.051229617,LOW,LOW,11.61288089,5.436274213,3.953023768,7.659857117,not enriched,3.8,61.9,2.4,0.6,8.1,1.7,9.8,10.7,57.14,0,42.86,14.29,52.38,0,85.71
NLA06608-0405,1,8/30/2007,241,N,37.38,-25.22,AVG,9.93,2.77,LOW,-52.7,-61.94,-7.32,-9.44,5.86,0.098,3.55,0.25,0.04,0.25,0.09,-75.87948445,41.97137282,1643573.699,675566.0827,PA,Pennsylvania,Region_3,0.007210792,137.3459869,57.57528924,PA,YES,  Eastern_Highlands,NAP,60,VII,VII,MAN-MADE,EHIGH MAN-MADE,B,Fair,Y,12.61942837,0.126194284,1.399424174,1.111282815,4,4,174762.9381,408.87,575,487,38,Sedimentary,Sedimentary,1124,1114,1.1,0.54,69,69,0.48,0.58,16.04,25.68,7.18,-10.3,25.7,7.2,-10.3,0.502632074,Poor,0.382169,Poor,POOR,-8.567666358,Fair,0.3,Intermediate,8.78,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,16,458,8.56,Fair,NAP,63.88150521,57,28,300,49.12280702,51,47.55930037,294.484,650.72,363.072,9.688,3876.462803,918.9562145,304.172,1013.792,Atmospheric,10.91177288,HIGH,2.586750347,LOW,0.856207308,LOW,2.853701587,LOW,INT,17.20843212,10.91177288,5.440451934,11.76798019,not enriched,1.8,84.7,0.7,0,8.5,0.7,9.2,0.4,30.15,15.69,48.62,30.15,47.08,12.92,26.15
NLA06608-0406,1,8/21/2007,232,N,40.89,-20.93,HIGH,11.4,3.18,AVG,-74.6,-90.74,-9.32,-12.46,-0.02,0.164,22.70,0.26,0.04,0.26,0.05,-121.7044304,45.18038118,-1994097.2,1130338.984,OR,Oregon,Region_10,0.050250135,19.70886987,4.40366347,OR,NO, Western_Region,WMT,4,II,II,NATURAL,WMTNS NATURAL,F,Fair,N,141.8718591,1.418718591,8.923070402,2.113300509,2.5,2.5,1002366.347,1072.83,1404,1162,79,Volcanic,Volcanic,1378.43,1257,1.13,0.44,68,67,0.38,0.55,12,21.36,5.24,-5.08,21.6,5.2,-5.1,0.241386333,Poor,1.002059, Good,NOT POOR,15.07017708, Good,0.580508475,Intermediate,8.5,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,4,172,1.232,Fair,WMX,32.54667533,20,8,300,40,48.33333333,3.088305651,0,0,1104.987,6.552,11576.50192,381.2769159,6.552,1104.987,Atmospheric,5.100070399,INT,0.167972944,LOW,0.002886508,LOW,0.486806077,LOW,LOW,5.757735928,5.100070399,0.654779022,5.102956906,not enriched,0.8,78,13,1.3,0,0,0,0.1,2.78,29.76,67.06,33.33,68.25,23.02,6.75
NLA06608-0407,1,7/23/2007,203,N,44.22,-25.24,AVG,11.96,5.91,AVG,-30.07,-67.74,-3.25,-9.72,-4.1,0.583,0.97,1.33,0.56,1.33,1.32,-97.75438416,45.09335555,-137946.1935,850595.0513,SD,South Dakota,Region_8,0.009388751,105.4851019,53.28692003,SD,NO,Plains,TPL,46,VI,VI,NATURAL,PLNLOW NATURAL,E,Fair,N,27.4683107,0.274683107,1.951433639,1.050347194,3.5,3.5,377391.625,535.5,552,541,5,Sedimentary,Sedimentary,549,550,0.7,0.6,68,68,0.45,0.59,17.97,28.8,6.2,-17.4,28.8,6.1,-17.4,0.388537007,Poor,0.262421,Poor,POOR,-39.82986651,Poor,0.696907216,Intermediate,7.95,HIGH,MOST DISTURBED,MOST DISTURBED,LEAST DISTURBED,762,2872,1.813,Fair,PLN,14.19672776,17,5,300,29.41176471,16.66666667,2.1,1001.7,241.521,343.196,0.65,711.0511221,11.08697625,1002.35,584.717,Fertilizer,7.325310912,INT,0.114219,LOW,10.32629746,INT,6.023805726,LOW,INT,23.78963309,10.32629746,6.138024726,17.65160837,not enriched,0.9,0,0,3.8,0,32.7,32.7,4.8,45.71,10.48,23.81,16.19,29.52,10.48,53.33
NLA06608-0408,1,6/20/2007,170,N,39.74,-30.32,LOW,11,6.31,AVG,-18.85,-27.90,-3.2,-4.74,6.75,0.111,33.17,0.35,0.06,0.35,0.2,-97.28183273,34.36882178,-116976.54,-349792.5955,OK,Oklahoma,Region_6,0.078811688,12.56632614,3.451225091,OK,NO,Plains,SPL,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,C,Fair,N,82.85155996,0.8285156,7.159747077,2.218923879,9.8,9.8,2351059.644,319.4,427,378,29,Sedimentary,Sedimentary,982.39,980,1.17,0.91,63.29,63,0.59,0.65,23.35,34.75,16.44,-2.24,35,16.7,-2,1.877001972, Good,0.830864,Fair,NOT POOR,4.095362818, Good,0.377777778,Intermediate,6.6,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,15,270,5.667,Fair,PLN,55.94731799,35,11,300,31.42857143,46,6.040698162,44.191,2.564,55033.11,8.109,30681.64539,1089.773516,52.3,55035.674,Manure,9.250146081,INT,0.328553573,LOW,0.015767819,LOW,16.59259201,INT,INT,26.18705948,16.59259201,16.92114558,9.265913901,enriched,0.2,6.9,0,90.2,0,0,0,0,6.13,39.26,54.6,6.75,30.06,36.81,33.74
NLA06608-0413,1,6/27/2007,177,N,,,,,,,-19.18,-33.06,-2.72,-5.90,2.58,0.176,6.94,0.19,0.01,0.19,0.02,-77.7454141,36.56057181,1608855.026,49734.16412,VA,Virginia,Region_3,0.001312891,754.345388,386.8879495,VA,NO,  Eastern_Highlands,SAP,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,A,Poor,N,8.557671899,0.085576719,1.75119976,1.688701703,3,3,74742.92453,65.65,107,87,8,Gneiss,Gneiss,1176,1175,0.95,0.8,67,67,0.46,0.57,22.38,31.66,14.64,-2.27,31.7,14.7,-2.2,1.160678088, Good,0.57498,Poor,POOR,6.706277251, Good,0.4,Intermediate,8.175,HIGH,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,MOST DISTURBED,106,581,108.576,Poor,SAP,7.95,20,6,300,30,3,45.79628991,12629.736,6321.564,420.981,50.942,8315.046434,1728.760514,12680.678,6742.545,Fertilizer,11.9806174,HIGH,2.490860208,LOW,18.27077608,INT,9.714900884,LOW,INT,42.45715457,18.27077608,12.20576109,30.25139348,not enriched,5.5,57.9,0.6,2.4,8.5,22.3,30.8,0.7,37.5,50,12.5,43.75,6.25,50,6.25
NLA06608-0414,1,7/31/2007,211,N,,,,,,,-30.28,-70.59,-1.79,-10.28,-15.93,0.639,4.25,0.47,0.03,0.47,0.29,-91.61045649,46.13180055,339716.7139,972547.3417,WI,Wisconsin,Region_5,0.003932161,251.8648776,242.0290559,WI,NO,Plains,UMW,50,VIII,VIII,NATURAL,PLNLOW NATURAL,E, Good,N,19.57568112,0.195756811,1.805802927,1.151348978,1,1,77502.06897,368.16,387,372,3,Volcanic,Volcanic,821,820,0.64,0.54,68,68,0.4,0.54,17.37,27.16,4.88,-18.76,27.2,4.8,-18.8,0.89022415, Good,0.948934, Good,NOT POOR,10.95160405, Good,0.095454545,Least,4.1,MODERATE,MOST DISTURBED,MOST DISTURBED,LEAST DISTURBED,40,1296,6.688,,,,,,,,,6.3,0,0,78.352,1.116,3399.537958,145.7039344,1.116,78.352,Atmospheric,7.994811417,INT,0.342657,LOW,0.002624536,LOW,0.184263118,LOW,LOW,8.524356071,7.994811417,0.526920118,7.997435953,not enriched,2.4,61.7,0,2,0,0,0,32.9,,,,,,,
NLA06608-0418,1,7/19/2007,199,N,45.85,-29.12,LOW,12.13,4.17,AVG,-40.67,-60.07,-4.81,-8.77,-2.19,0.223,2.21,0.39,0.18,0.39,0.29,-71.9999278,42.76982559,1931968.53,835457.2346,NH,New Hampshire,Region_1,0.03639742,27.20998824,20.3121784,NH,YES,  Eastern_Highlands,NAP,58,VIII,VIII,NATURAL,EHIGH NATURAL,B,Fair,N,51.28077598,0.51280776,4.248873842,1.673753931,2.55,2.6,484920.8203,365.37,403,369,10,Sedimentary,Sedimentary,1204.33,1207,1.19,0.54,67,67,0.49,0.56,16.13,25.8,7.13,-11.23,25.9,7.1,-11.4,1.495464565, Good,0.883578,Fair,NOT POOR,-3.608511953, Good,0.133333333,Least,7.45,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,8,296,2.184,Fair,NAP,52.98970446,61,20,300,32.78688525,17.66666667,158.6,63.234,142.074,42.336,69.24,1743.828906,1907.273781,132.474,184.41,Sewage,7.887022421,INT,8.626254,LOW,0.599155917,LOW,0.834053042,LOW,LOW,17.94648538,8.626254,9.460307042,8.486178339,enriched,4.9,59.1,0,0,2.2,0,2.2,2,18.18,34.55,39.09,31.82,22.73,22.73,28.18
NLA06608-0421,1,6/28/2007,178,N,33.83,-27.56,AVG,8.16,9.13,HIGH,-61.72,-63.63,-8.86,-9.20,9.2,0.017,12.50,0.05,0.03,0.05,0.06,-73.76674325,43.09504296,1784030.269,836178.9625,NY,New York,Region_2,0.004339637,228.2156967,245.2421149,NY,YES,  Eastern_Highlands,NAP,83,VII,VII,MAN-MADE,EHIGH MAN-MADE,B,Fair,N,25.86570924,0.258657092,4.036894474,2.239134952,5.8,5.8,426312.1664,86.43,213,122,33,Sedimentary,Sedimentary,1074.38,1068,1.15,0.6,67,67,0.4,0.55,18.24,28.26,8.24,-11.67,28.5,8.4,-11.5,0.964898465, Good,0.786114,Fair,NOT POOR,-11.57959338,Fair,0.05,Least,9.676666667,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,9,537,2.184,Fair,NAP,29.65373796,45,14,300,31.11111111,20.66666667,656.7054347,1543.235,1529.779,634.114,1541.91,11381.46824,44642.98039,3085.145,2163.893,Sewage,9.106149574,INT,35.71820859,INT,2.468380285,LOW,1.731299767,LOW,INT,49.02403822,35.71820859,37.44950836,11.57452986,enriched,22.1,41.1,0,0,0.2,6.4,6.6,26.4,77.22,11.39,5.06,75.95,6.33,11.39,1.27
NLA06608-0425,1,8/1/2007,212,N,34.06,-22.24,HIGH,8.51,2.28,LOW,-95.65,-104.98,-11.35,-14.10,-4.85,0.111,174.63,0.27,0.03,0.27,0.06,-111.8406157,38.60231182,-1360265.121,237180.1691,UT,Utah,Region_8,0.063529769,15.58912282,4.975432594,UT,NO, Western_Region,WMT,19,II,II,MAN-MADE,WMTNS MAN-MADE,G,Fair,N,144.3154395,1.443154395,6.780695715,1.592256115,3.2,3.2,1677807.949,2132,3542,2608,391,Volcanic,Volcanic,649.63,297,0.33,0.48,50.13,51,0.21,0.28,15.89,23.99,4.06,-12.35,28.5,6.1,-12.8,0.65510159,Fair,0.310403,Poor,POOR,-16.0375297,Fair,0.75,Intermediate,4.8,MODERATE,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,234,1433,16.16,Fair,WMX,30.62376008,23,9,300,39.13043478,42,1.3,6586.104,5147.61,44163.646,87.618,41879.52244,1234.776169,6673.722,49311.256,Manure,2.398147509,LOW,0.070707,LOW,0.382157409,LOW,2.823710942,LOW,LOW,5.67472286,2.823710942,2.894417942,2.780304918,enriched,1.4,56.5,38.3,1.5,0.2,0.4,0.6,0.3,25.11,47.19,26.84,38.53,0,42.86,20.35
NLA06608-0426,1,9/17/2007,259,N,,-24.21,AVG,10.4,5.1,AVG,-34.29,-65.15,-3.43,-9.48,-6.87,0.384,7.09,1.86,0.74,1.86,1.27,-85.07388127,43.8382238,873312.8294,759748.2983,MI,Michigan,Region_5,0.014267504,69.41462169,33.17025852,MI_LP,NO,Plains,UMW,50,VIII,VIII,NATURAL,PLNLOW NATURAL,C,Fair,N,159.9850198,1.599850198,8.608542559,1.919928428,7.7,7.7,4306873.064,319.89,359,324,5,Sedimentary,Sedimentary,833.45,834,0.83,0.55,72,72,0.42,0.56,17.18,27.5,6.78,-11.99,27.5,6.8,-11.9,0.535882689,Poor,0.966774, Good,NOT POOR,-18.77309685,Fair,0.793617021,Most,9.566666667,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,5,574,3.12,Fair,UMW,26.44469884,30,7,138,23.33333333,14.49275362,91.67262221,395.15,297.675,735.995,117.216,6319.055675,3532.893601,512.366,1033.67,Atmospheric,8.918264255,INT,4.986073922,LOW,0.72311681,LOW,1.458848076,LOW,LOW,16.08630306,8.918264255,6.444921998,9.641381065,not enriched,8.7,38.3,1.6,9.3,0.3,0.7,1,15.7,10,55,35,50,30,40,0
NLA06608-0432,1,7/16/2007,196,N,43.72,-25.54,AVG,8.66,7.42,HIGH,-18.17,-26.60,-3,-4.58,5.83,0.095,2570.76,0.18,0.03,0.18,0.11,-90.07170002,34.72092203,538211.266,-294413.1409,MS,Mississippi,Region_4,0.12642225,7.833853361,3.876539726,MS,YES,Plains,CPL,74,IX,IX,MAN-MADE,PLNLOW MAN-MADE,D,Fair,N,3907.84138,39.0784138,102.3632486,4.619241459,5.5,5.5,63530542.61,65.5,213,111,26,Sedimentary,Sedimentary,1403.54,1408,0.97,0.88,66.9,67,0.5,0.54,24.54,32.55,15.89,-1.19,33.1,16.3,-0.7,1.10448653, Good,1.003208, Good,NOT POOR,4.043604337, Good,0.361904762,Intermediate,5.723333333,HIGH,MOST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,218,644,24.8,Fair,CPL,39.78103225,33,15,300,45.45454545,25,96.29886158,4503821.323,307667.056,1766955.12,129523.845,2810787.267,1346486.846,4633345.168,2074622.176,Fertilizer,10.93367282,HIGH,5.237695081,LOW,18.02323525,INT,8.070066481,LOW,INT,42.26466964,18.02323525,13.30776156,28.95690808,not enriched,7.4,24.8,16,0.3,23.1,18.4,41.5,6.9,54.05,15.54,29.05,27.7,27.03,16.22,53.38
NLA06608-0433,1,8/9/2007,220,N,,,,,,,-70.75,-70.75,-10.23,-10.23,11.11,0,18844.18,,1.22,1.22,21.5,-73.29262702,44.52251138,1783667.345,999887.2077,VT,Vermont,Region_1,0.084045446,2.974596942,8.846608367,VT,YES,  Eastern_Highlands,NAP,83,VII,VII,NATURAL,EHIGH NATURAL,B,Fair,N,107359.9005,1073.599005,962.1652079,8.28368673,97,97,21764322458,28.84,1625,306,224,Sedimentary,Sedimentary,1061.38,880,0.94,0.6,67.02,70,0.47,0.59,17.36,25.95,5.96,-14.12,27.2,7.3,-12.8,,NA,0.941421, Good,NOT POOR,-14.67102529,Fair,,NA,8.666666667,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,7,422,1.68,,,,,,,,,76.35027589,4035363.777,9796553.745,2615804.458,251234.166,16938618.14,7825404.942,4286597.943,12412358.2,Atmospheric,8.988781563,INT,4.152691506,LOW,2.274760092,LOW,6.586840535,LOW,LOW,22.0030737,8.988781563,10.73953204,11.26354165,not enriched,5.2,61,1.7,0.7,9.5,4.7,14.2,5.5,,,,,,,
NLA06608-0435,1,7/23/2007,203,N,36.6,-25.33,AVG,10.05,3.17,AVG,-42.93,-67.96,-5.32,-9.97,-0.41,0.307,45.74,1.03,0.21,1.03,0.9,-90.69813817,45.16826567,416225.0511,869268.5034,WI,Wisconsin,Region_5,0.014642391,67.63740898,64.99603437,WI,NO,Plains,UMW,50,VIII,VIII,MAN-MADE,PLNLOW MAN-MADE,C,Fair,N,368.6973816,3.686973816,15.01318869,2.205631645,5.2,5.2,6847183.564,383.09,489,410,21,Volcanic,Volcanic,829.89,827,0.72,0.55,70,69,0.46,0.61,16.81,26.52,5.14,-17.6,26.7,5.3,-17.5,0.916152072, Good,0.480723,Poor,POOR,-16.99836314,Fair,0.282051282,Intermediate,5.206666667,HIGH,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,78,1824,23.2,Poor,UMW,55.00183793,43,15,300,34.88372093,30.66666667,6.126341826,1437.894,1853.184,1035.408,88.131,43634.29539,1524.062329,1526.025,2888.592,Atmospheric,9.539937352,INT,0.333211732,LOW,0.333640838,LOW,0.631544212,LOW,LOW,10.83833414,9.539937352,0.964755944,9.873578191,not enriched,2,70.3,0.7,0.2,0.2,1.3,1.5,19.2,38.56,9.8,51.63,44.44,57.52,9.15,45.1
NLA06608-0436,1,9/5/2007,247,N,39.98,-26.08,AVG,11.25,7.29,HIGH,-21.96,-28.80,-3.63,-4.85,7.05,0.057,4000.76,0.13,0,0.13,0,-92.9382529,34.45197764,279067.2755,-336787.6868,AR,Arkansas,Region_6,0.12642225,7.833853361,3.801481249,AR,YES,  Eastern_Highlands,SAP,36,XI,XI,MAN-MADE,EHIGH MAN-MADE,A,Fair,N,500.1143836,5.001143836,43.56987943,5.496000373,8.2,8.2,9821138.256,91.08,817,261,90,Sedimentary,Sedimentary,1451.66,1419,1.42,0.87,66.08,67,0.49,0.59,23.76,33.46,16.04,-1.33,33.8,16.6,-0.9,0.453233999,Poor,1.213215, Good,NOT POOR,6.650362624, Good,0.793617021,Most,8.1,HIGH,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,29,398,18.216,Fair,SAP,45.15324216,51,14,300,27.45098039,19.33333333,59.97384198,862881.308,2751678.009,1440128.525,63335.343,3654216.537,1305039.851,926216.651,4191806.534,Manure,9.133798678,INT,3.261977265,LOW,2.315099922,LOW,10.4775173,INT,INT,25.18839316,10.4775173,13.73949456,11.4488986,enriched,5.7,76.8,0.6,1.8,9.8,0.1,9.9,0.4,10.99,16.48,67.03,59.34,50.55,15.38,5.49
NLA06608-0439,1,6/27/2007,177,N,34.35,-22.36,HIGH,8.31,7.11,HIGH,-32.1,-77.55,-2.92,-10.94,-8.71,0.68,9.00,0.38,0.01,0.38,0.21,-99.23111059,45.6434979,-251946.6512,914768.9378,SD,South Dakota,Region_8,0.024635456,40.20113804,20.30803203,SD,NO,Plains,NPL,42,V,V,NATURAL,PLNLOW NATURAL,E,Poor,N,17.48389586,0.174838959,1.9417606,1.31000106,0.9,0.9,57957.74648,594.19,625,609,8,Sedimentary,Sedimentary,493.67,494,0.51,0.59,66,66,0.46,0.55,17.88,29.03,5.5,-17.83,29.1,5.5,-17.9,0.07927366,Poor,0.692539,Poor,POOR,-24.96646336,Poor,0.336065574,Intermediate,4.7,MODERATE,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,1056,19200,377.28,Poor,PLN,8.894045459,11,5,300,45.45454545,76,1,5298.318,3380.346,6858.976,9.25,5222.181105,48.93462887,5307.568,10239.322,Manure,5.804364657,INT,0.05439,LOW,5.899270724,LOW,11.38083064,INT,INT,23.13885602,11.38083064,11.43522064,11.70363538,not enriched,2.6,0.1,5.4,46.1,15,16.7,31.7,0.5,96.01,2.74,1.25,94.51,3.49,2.74,2.74
NLA06608-0440,1,8/8/2007,219,N,38.56,-27.33,AVG,10.29,8.65,HIGH,-18.35,-28.38,-3.01,-4.80,5.76,0.114,41.47,0.35,0.09,0.35,0.32,-97.34810228,36.23894258,-120054.8824,-140437.4148,OK,Oklahoma,Region_6,0.07157412,13.83703171,3.800212608,OK,YES,Plains,SPL,27,V,V,MAN-MADE,PLNLOW MAN-MADE,C,Poor,N,179.6547197,1.796547197,15.00253457,3.157478403,9,9,4935772.405,329.73,387,351,13,Sedimentary,Sedimentary,911.63,917,1.27,0.9,61.7,62,0.44,0.6,23.47,34.77,15.66,-3.78,34.8,15.7,-3.8,0.670964275,Fair,0.547664,Poor,POOR,-7.20128368,Fair,0.798989899,Most,5.046666667,HIGH,MOST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,182,853,5.46,Poor,PLN,63.30832294,47,12,300,25.53191489,41.66666667,4.4,118855.776,0.0715368,47107.756,108.81,38045.58938,992.5268654,118964.586,47107.82754,Fertilizer,9.173472866,INT,0.239316,LOW,28.68449193,INT,11.35854076,INT,INT,49.45582155,28.68449193,11.59785676,37.8579648,not enriched,6,2.6,0,47.4,0,37.8,37.8,0,75.58,8.29,14.75,50.69,22.12,11.06,38.71
NLA06608-0442,1,8/14/2007,225,N,38.45,-20.28,HIGH,6.09,7.5,HIGH,-37.55,-107.71,-2.05,-14.71,-21.18,0.979,31.36,1.15,0.01,1.15,0.3,-101.9047579,48.28610194,-442059.805,1216646.437,ND,North Dakota,Region_8,0.016521101,59.94596611,54.02043965,ND,NO,Plains,NPL,42,V,V,NATURAL,PLNLOW NATURAL,E,Poor,N,30.17185053,0.301718505,4.970823575,2.552833225,2.2,2.2,192521.1816,659.73,699,674,6,Sedimentary,Sedimentary,435.41,433,0.41,0.54,65,65,0.32,0.51,16.86,27.45,3.82,-19.8,27.5,3.9,-19.8,0.471638313,Poor,0.37975,Poor,POOR,-32.95050592,Poor,0.357142857,Intermediate,6.6,HIGH,MOST DISTURBED,MOST DISTURBED,LEAST DISTURBED,385,6559,4.496,Poor,PLN,12.46519664,12,2,300,16.66666667,0.666666667,2.467358058,93144.531,1145.946,10134.342,1405.53,12471.88134,420.8986112,94550.061,11280.288,Fertilizer,3.976543285,LOW,0.134199605,LOW,30.14640695,INT,3.59661484,LOW,INT,37.85376468,30.14640695,3.730814445,34.12295023,not enriched,5.8,0.2,0,20.6,0,60,60,5.1,0,50,0,50,0,0,50
