SITE_ID,pet_200610,pet_200611,pet_200612,pet_200701,pet_200702,pet_200703,pet_200704,pet_200705,pet_200706,pet_200707,pet_200708,pet_200709,E_avg_06_07,precip_200610,precip_200611,precip_200612,precip_200701,precip_200702,precip_200703,precip_200704,precip_200705,precip_200706,precip_200707,precip_200708,precip_200709,Precip_PT_avg_06_07,Precip_WY_06_07,RH_200610,RH_200611,RH_200612,RH_200701,RH_200702,RH_200703,RH_200704,RH_200705,RH_200706,RH_200707,RH_200708,RH_200709,RH_PT_avg_06_07,tmean_200610,tmean_200611,tmean_200612,tmean_200701,tmean_200702,tmean_200703,tmean_200704,tmean_200705,tmean_200706,tmean_200707,tmean_200708,tmean_200709,TMEAN_PT_avg_06_07,tdmean_200610,tdmean_200611,tdmean_200612,tdmean_200701,tdmean_200702,tdmean_200703,tdmean_200704,tdmean_200705,tdmean_200706,tdmean_200707,tdmean_200708,tdmean_200709
NLA06608-0071,63.42,36.07,26.55,25.91,31.61,50.46,73.41,109.99,145.55,156.35,141.34,98.19,79.91,281.47,62.88,151.2,157.91,53.21,16.42,84.61,78.19,56.48,212.23,47.64,161.18,113.6183333,1363.42,56.45,62.00,58.48,63.04,56.19,53.92,54.75,60.15,61.73,67.69,59.07,65.44,59.91,21.64,15.95,12.34,10.30,11.16,19.23,19.40,25.04,28.61,28.07,31.08,27.31,20.84416667,1372.589705,575.3869512,327.6223972,266.9226971,352.6333376,970.2431437,1424.170199,2754.18115,4163.586479,4389.399015,4392.981776,2681.699387
NLA06608-0072,59.44,33.66,23.22,22.68,29.57,47.40,69.22,104.00,137.82,157.44,142.00,92.41,76.57,86.45,24.26,34.43,73.22,16.72,187.32,47.94,205.8,294.73,111.8,57.17,91.79,102.6358333,1231.63,50.98,51.63,55.49,66.21,53.72,56.01,61.08,68.61,66.44,67.67,57.23,61.27,59.69,21.55,16.04,10.73,6.19,10.36,17.91,17.41,22.95,26.40,27.14,29.76,26.74,19.43166667,1280.960575,539.9510714,249.1563191,140.4925523,306.2272664,848.7287622,1205.039992,2387.122566,3638.888654,4272.959325,4225.467199,2470.934354
NLA06608-0073,37.17,19.84,13.16,13.91,19.18,32.40,46.68,72.68,104.42,134.13,110.45,64.72,55.73,4.82,7.78,7.61,3.03,5.96,1.67,12.57,6.06,2.08,1.16,1.17,3.83,4.811666667,57.74,32.93,42.96,48.86,44.92,39.26,29.09,30.74,19.33,16.58,16.50,18.10,25.58,30.40,13.75,7.92,2.19,0.84,7.61,11.88,14.01,20.30,25.24,30.66,28.37,20.35,15.25888889,510.964466,157.0818429,28.83095361,11.7314329,145.8882372,384.761434,653.9900643,1475.461611,2635.102197,4112.750553,3133.488912,1316.922903
NLA06608-0076,42.10,19.87,12.40,10.87,15.94,30.45,49.64,87.46,125.61,151.67,124.94,73.25,62.02,84.44,44.05,54.76,23.54,39.68,72.5,70.93,191.75,137.3,38.23,92.11,76.02,77.10916667,925.31,50.26,52.88,57.76,58.88,57.46,55.46,49.59,58.27,59.44,57.97,53.58,52.79,55.36,13.89,9.18,4.23,-0.44,-1.65,12.74,12.41,21.54,24.35,26.54,29.66,23.29,14.64416667,584.7139817,182.4388734,52.39039135,-4.78371608,-26.34791515,387.857572,615.878943,1883.840387,3058.639295,4025.210332,3706.13568,1705.842505
NLA06608-0077,34.66,18.25,12.00,10.57,13.04,23.72,41.60,73.89,100.18,120.77,98.83,61.05,50.71,187.65,145.41,65.15,75.02,46.31,107.44,196.96,34.92,105.97,152.18,156.68,24.27,108.1633333,1297.96,58.03,62.91,54.57,57.75,50.87,48.74,50.00,45.24,55.96,57.01,63.09,57.18,55.11,12.08,9.56,5.33,1.55,-3.90,4.01,9.34,18.39,22.08,23.56,22.99,20.56,12.12916667,418.6150425,174.4327716,63.89964681,16.41451293,-50.82220096,95.10796497,388.3958473,1358.836677,2212.307008,2844.926148,2272.321363,1255.351155
NLA06608-0078,25.82,9.73,4.97,4.51,7.31,16.18,36.36,76.50,106.33,127.02,100.11,51.76,47.22,16.7,3.34,20.92,4.86,8,27.43,5.86,165.8,82.25,37.79,54.4,17.29,37.05333333,444.64,54.06,59.66,68.52,70.26,72.92,65.38,45.20,57.01,60.50,53.88,53.37,48.73,59.12,6.07,-1.08,-5.47,-10.37,-13.81,0.59,7.46,14.85,20.32,24.94,20.57,16.76,6.735,156.7048439,-10.47126249,-27.20413862,-46.75439858,-101.022403,9.54519995,271.1303206,1136.222547,2160.315254,3167.995519,2059.221354,867.3268931
NLA06608-0079,19.94,9.96,7.01,7.41,9.65,15.39,23.67,39.32,56.57,64.16,56.09,34.86,28.67,125.4,72.46,28.89,52.41,107.96,68.54,66.95,36.25,14.04,31.17,31.61,87.5,60.265,723.18,46.33,38.89,42.93,41.56,51.62,39.70,32.42,36.58,25.64,31.72,38.82,39.46,38.81,3.59,-0.21,-3.56,-6.41,-3.98,1.68,4.06,7.93,13.93,17.34,16.07,11.32,5.147222222,71.52191009,-2.124307051,-24.91992478,-47.49822327,-38.37991353,25.89852942,96.1157904,311.9735892,787.8882149,1112.595974,901.6136703,394.5078157
NLA06608-0080,55.40,30.95,21.17,19.51,25.75,44.46,69.88,105.89,140.94,160.76,135.34,92.75,75.23,81.38,84.44,167.06,152.82,45.9,32.56,120.73,73.28,66.46,163.28,18.45,101.87,92.3525,1108.23,56.33,61.59,63.16,66.10,55.65,52.58,54.10,59.96,60.84,68.53,55.24,62.74,59.74,19.51,13.78,10.20,7.33,8.00,18.57,17.24,24.61,27.96,27.55,31.23,26.03,19.33388889,1080.730311,426.5570338,215.9275434,143.0581607,205.9236267,825.5674185,1204.655913,2605.507904,3940.291717,4428.803005,4227.04531,2414.656229
NLA06608-0081,33.06,18.05,13.37,14.60,19.70,31.99,46.63,71.99,94.08,105.62,88.52,58.61,49.69,25.74,250.81,159.84,130.98,108.36,139.2,96.59,40.96,56.87,28.34,42.01,52.9,94.38333333,1132.6,66.46,75.30,72.99,74.94,69.38,67.36,59.64,58.95,60.80,58.54,59.20,64.31,65.66,12.07,7.74,6.05,4.72,7.75,9.63,11.57,14.55,16.66,20.45,19.43,16.23,12.23777778,398.950064,139.677619,80.95536109,68.93124344,152.7381701,308.0982621,539.6192006,1047.666117,1567.403971,2159.590837,1719.934487,951.0354083
NLA06608-0083,27.90,10.83,6.03,5.41,8.51,17.27,38.03,74.09,108.65,130.20,103.91,54.69,48.79,7.36,1.96,20.97,3.14,19.64,44.46,46.29,145.5,95.4,31.73,81.51,41.69,44.97083333,539.65,49.54,47.07,55.16,66.34,65.27,59.48,52.02,53.76,58.25,51.51,54.79,49.36,55.21,7.55,1.39,-2.46,-9.10,-11.81,2.84,6.44,16.51,21.12,25.36,21.76,17.97,8.131111111,210.6369593,15.09146364,-14.82133237,-49.2229075,-100.5600738,49.11233937,245.065914,1222.933276,2294.677651,3301.790341,2260.664524,982.558192
NLA06608-0085,34.16,16.46,10.62,11.36,16.29,28.47,42.30,71.62,104.12,133.25,107.69,61.45,53.15,9.94,51.13,50.78,6.8,38.57,13.22,31.64,7.27,18.77,0.55,1.7,21.69,21.005,252.06,41.84,55.83,70.24,59.63,58.87,43.61,42.64,31.48,26.91,23.31,23.47,31.75,42.47,12.49,6.74,0.60,-0.60,4.96,10.31,12.47,18.55,23.00,30.18,25.99,19.95,13.72027778,426.6143728,110.9144134,6.371538,-6.777252057,80.73531183,293.5203285,527.592301,1328.75964,2395.035756,4021.069803,2798.422015,1226.212646
NLA06608-0086,35.83,20.26,13.64,14.71,20.36,32.13,48.62,73.75,95.42,114.40,91.46,61.85,51.87,62.26,426.65,216.5,123.79,156.61,135.53,79.88,45.05,45.68,17.63,21.17,45.35,114.675,1376.1,58.15,74.88,72.00,69.39,75.24,65.12,58.28,53.05,53.25,51.47,51.79,54.08,61.39,13.21,8.48,4.60,4.05,6.53,10.68,11.88,15.71,18.24,22.68,21.00,17.78,12.90444444,473.3325694,171.9137575,62.69380336,59.63548544,132.8726538,343.2021261,577.7633887,1158.554609,1740.509464,2594.904149,1921.00282,1099.611657
NLA06608-0089,45.63,26.76,18.14,17.86,22.43,36.84,58.54,89.46,119.59,136.12,121.18,77.29,64.15,89.89,100.44,93.93,111.53,43.21,105.98,54.47,18.09,75.78,52.61,27.34,51.85,68.76,825.12,56.81,52.24,49.02,52.60,37.38,42.94,40.19,47.07,50.95,55.32,49.41,51.97,48.82,15.58,12.35,9.74,7.56,5.66,14.86,16.21,21.60,26.00,26.06,30.18,24.91,17.55861111,710.7204174,330.6095793,176.7243132,135.0433847,126.9013376,547.428179,949.1172326,1932.007457,3108.899512,3547.318472,3656.80394,1925.334777
NLA06608-0090,19.60,9.50,6.96,6.99,9.37,15.32,24.12,40.75,59.16,75.66,61.36,35.13,30.33,54.53,49.01,47.03,32.15,43.88,37.29,46.46,39.3,28.62,39.7,41.54,55.22,42.89416667,514.73,63.33,75.19,51.51,49.09,65.69,49.95,43.97,43.39,34.21,40.57,32.45,44.92,49.52,4.14,-2.12,-4.80,-7.70,-3.81,2.63,4.42,9.03,14.78,20.50,17.23,11.57,5.488611111,81.1615536,-20.16703971,-33.43231341,-53.79283217,-35.6626615,40.25308617,106.5332153,368.1367974,874.3596444,1551.274306,1056.982151,406.4446242
NLA06608-0091,36.78,18.12,10.49,9.25,12.98,25.22,44.39,79.05,114.18,129.31,105.59,65.03,54.20,104.79,65.4,100.35,86.76,46.59,81.9,127.17,53.6,69.85,86.01,275.94,24.38,93.56166667,1122.74,59.09,67.00,73.28,73.08,68.29,62.79,52.74,45.27,53.43,57.40,64.87,52.47,60.81,11.29,7.50,2.48,-0.71,-7.46,7.79,10.22,20.30,23.70,23.73,25.08,22.04,12.16277778,415.4160513,135.909015,26.04271418,-6.568015957,-96.85539562,196.459757,453.5047356,1604.400921,2706.166962,3068.587049,2647.938769,1433.02557
NLA06608-0099,32.17,15.56,8.89,7.41,10.59,22.23,39.68,75.88,110.19,132.68,100.88,61.40,51.46,119.48,62.31,58.28,27.86,49.8,60.67,127.04,45.83,82.81,81.27,291.31,46.99,87.80416667,1053.65,58.09,62.32,69.84,64.36,63.13,64.86,54.92,50.00,56.63,58.82,67.06,57.70,60.64,9.30,5.97,-0.11,-2.82,-9.15,3.94,8.55,18.45,22.45,23.55,23.38,19.82,10.27916667,299.059989,92.91443529,-0.948421525,-20.87979058,-96.87386501,87.64757092,339.3641917,1399.927956,2474.108101,3124.534401,2358.92797,1216.903266
NLA06608-0101,30.43,16.86,10.33,9.13,11.40,22.26,34.79,70.36,101.83,101.86,93.83,57.54,46.72,150.27,122.83,43.12,81.96,63.3,115.51,179.21,55.48,87.54,152.41,64.66,71.3,98.96583333,1187.59,63.93,67.19,61.83,62.56,55.10,54.53,54.15,47.06,60.29,62.28,64.31,62.50,59.65,10.08,7.54,2.70,-1.24,-6.42,0.78,6.88,16.32,19.75,21.21,21.04,18.22,9.738333333,306.7399944,127.1338702,27.9038925,-11.35707603,-73.16789898,17.43680887,239.2294822,1148.280569,2011.137958,2160.163659,1974.488307,1048.555384
NLA06608-0102,28.17,14.27,8.05,7.18,9.21,18.42,31.25,68.27,93.62,105.64,90.39,51.18,43.80,232.85,118.66,70.63,62,56.7,84.67,210.48,82.35,91.63,91.72,111.04,70.83,106.9633333,1283.56,64.41,70.24,66.12,59.29,53.50,52.15,58.98,49.89,59.61,65.51,60.86,61.13,60.14,9.04,5.63,-0.18,-5.88,-9.43,-1.32,4.78,14.02,18.91,20.17,20.47,16.91,7.758888889,254.539251,80.32237113,-1.47669445,-42.22862708,-86.86720705,-24.31082016,149.3644219,956.8961916,1769.989251,2130.334268,1850.626918,865.447222
NLA06608-0104,45.20,21.67,14.54,13.51,18.33,32.47,55.62,91.26,138.78,167.86,139.31,82.58,68.43,45.71,5.87,64.25,32.13,16.03,137.98,73.64,187.16,193.27,68.25,43.63,23.82,74.31166667,891.74,49.43,49.18,54.12,62.40,62.30,57.14,60.26,65.15,62.06,57.88,50.36,52.82,56.92,16.28,10.32,5.20,0.44,1.70,13.85,12.77,21.00,24.69,27.89,30.43,24.49,15.75555556,736.0436461,223.5686249,75.65612325,5.9432868,31.1594275,449.712367,710.0421935,1916.432973,3426.524123,4682.161266,4239.802182,2022.438617
NLA06608-0105,33.05,16.77,11.22,11.81,15.14,25.32,38.48,59.51,90.64,116.64,90.71,57.01,47.19,71.09,12.97,12.86,9.69,22.66,8.03,13.98,7.93,5.41,31.16,18.42,26.23,20.03583333,240.43,38.30,33.29,51.90,46.12,42.63,34.67,30.38,20.67,12.71,19.52,24.44,24.89,31.63,11.84,6.53,-1.72,-4.12,3.58,8.65,11.87,16.84,22.44,26.39,25.30,19.57,12.26361111,391.3563408,109.5334625,-19.32854132,-48.66619808,54.14805083,219.1055671,456.7494928,1002.289162,2033.617847,3077.651349,2294.71368,1115.790648
NLA06608-0107,34.52,18.05,10.43,9.20,12.17,23.70,41.80,74.52,114.62,129.84,99.48,61.16,52.46,117.16,60.99,88.51,96.3,24.65,50.97,96.37,45.84,55.97,83.33,298.2,39.75,88.17,1058.04,62.18,66.20,69.66,73.33,68.27,56.75,55.43,50.38,55.91,55.39,66.81,59.43,61.65,10.37,6.78,2.90,-1.09,-7.45,6.25,9.05,19.03,23.05,23.57,24.12,20.39,11.41583333,358.1196033,122.3719624,30.20176188,-10.00211782,-90.64198835,148.1756536,378.414685,1418.111185,2641.516055,3060.807568,2399.74585,1247.244275
NLA06608-0110,26.06,10.63,5.18,4.67,7.44,16.21,35.99,75.05,103.80,124.23,98.65,51.55,46.62,38.85,5.58,29.04,4.63,24.92,44.95,78.33,105.84,120.84,62.08,51,70.44,53.04166667,636.5,57.50,61.24,71.18,68.50,61.91,65.60,50.87,51.86,54.39,56.53,58.04,58.26,59.66,7.47,1.32,-3.16,-8.66,-11.58,1.26,6.50,16.88,21.77,23.81,21.06,17.15,7.819722222,194.6460813,14.07301083,-16.36579926,-40.44906348,-86.13190832,20.48064456,234.0870541,1266.915791,2259.779337,2958.416604,2077.804017,884.1781554
NLA06608-0111,34.62,19.36,11.94,10.52,13.02,25.23,41.66,74.07,106.92,121.19,99.02,64.99,51.88,144.07,53.12,74.83,123.16,22.86,92.56,63.33,55.63,87.46,66.07,196.17,54.31,86.13083333,1033.57,63.95,62.10,57.96,68.04,66.51,57.34,56.12,47.82,54.16,55.18,63.63,59.37,59.35,10.94,8.03,4.60,0.83,-6.53,5.78,9.10,18.66,22.43,22.79,24.13,20.61,11.78055556,378.6516685,155.3693693,54.9223946,8.73499553,-84.94891995,145.9008981,379.289036,1381.961352,2397.828251,2762.259334,2388.912926,1339.389284
NLA06608-0112,42.19,21.27,13.30,11.66,16.00,30.47,52.68,87.05,124.87,141.77,117.00,73.18,60.95,108.19,50.7,105.36,98.56,64.46,55.58,71.17,78.92,90.96,50.09,33.14,38.79,70.49333333,845.92,55.51,61.59,69.05,66.25,58.02,57.06,50.07,52.42,55.06,57.15,50.00,47.05,56.60,13.49,9.48,4.64,1.75,-2.25,12.51,13.06,22.56,25.20,25.48,29.61,24.26,14.98222222,569.144476,201.5304617,61.77226925,20.39730525,-36.04878385,381.2564652,687.8779489,1963.478569,3146.828832,3612.803256,3463.984441,1775.601482
NLA06608-0113,26.44,12.56,7.08,6.31,8.12,16.26,31.30,60.47,88.30,106.05,80.02,48.13,40.92,184.83,54.55,113.88,95.75,72.85,84,93.4,103.49,108.99,162.92,136.03,78.83,107.46,1289.52,71.25,70.16,71.68,69.52,59.22,57.74,62.78,52.93,63.53,70.30,63.14,64.39,64.72,7.11,4.53,-1.64,-8.29,-11.77,-3.56,3.43,12.47,18.10,18.41,19.39,15.69,6.155555556,187.9790575,56.83263497,-11.60338835,-52.31787331,-95.5527441,-57.90177664,107.2653579,754.314443,1598.15646,1951.948772,1551.360945,755.3473299
NLA06608-0115,30.00,14.31,7.60,6.78,9.82,19.60,40.00,72.48,105.68,126.91,102.15,57.91,49.44,57.61,40.13,50.35,25.52,32.12,53.02,60.93,73.66,55.43,92.35,171.83,70.24,65.26583333,783.19,60.20,67.71,76.45,69.33,63.07,66.90,52.98,49.73,54.76,56.74,64.34,62.47,62.06,8.15,4.39,-1.14,-4.20,-9.21,2.65,8.27,17.79,22.05,23.44,22.48,18.56,9.437222222,244.6070282,62.77350707,-8.669071632,-28.43659151,-90.4037659,52.00537048,330.6328643,1289.578328,2330.67191,2975.089345,2296.690936,1074.588602
NLA06608-0116,40.34,19.67,14.20,14.86,19.85,30.59,48.57,78.89,112.16,127.75,106.90,68.25,56.84,34.62,2.98,52.23,23.21,18.45,23.91,17.06,18.86,15.98,31.54,30.5,26.41,24.64583333,295.75,37.27,32.33,51.51,59.16,43.86,30.67,30.64,34.19,24.45,34.32,34.12,36.45,37.41,15.33,10.07,2.41,-0.64,5.06,11.20,13.91,19.30,25.87,28.07,28.62,23.44,15.22,618.2595559,198.0906153,34.27406829,-9.562508597,100.4166715,342.533286,675.6129982,1522.829639,2901.880104,3585.834431,3059.6045,1599.851351
NLA06608-0120,51.56,26.63,16.94,15.68,22.36,39.18,62.44,95.55,136.04,164.86,137.59,87.57,71.37,33.87,58.13,88.82,44.84,29.87,111.51,66.56,228.9,311.09,122.19,68.97,124,107.3958333,1288.75,47.99,51.96,57.51,57.34,50.03,49.88,52.07,65.00,67.10,64.36,56.69,60.25,56.68,18.46,12.92,7.18,3.27,5.87,17.03,15.53,22.43,25.40,27.76,30.03,24.83,17.55888889,951.5547121,344.0016138,121.6030433,51.31860314,131.1991941,667.3337048,969.7179393,2143.271442,3455.368248,4576.465853,4131.507189,2174.593041
NLA06608-0124,30.41,13.97,9.68,9.11,12.88,23.68,39.40,70.47,102.03,130.69,106.34,57.56,50.52,16.3,2.71,30.32,7.82,9.87,46.15,79.6,94.49,46.59,70.54,73.54,29.63,42.29666667,507.56,49.16,44.10,52.21,62.32,67.26,47.82,53.93,47.93,46.04,43.83,48.71,42.81,50.51,9.83,5.17,0.50,-4.01,-2.73,9.84,9.21,17.90,21.95,26.77,25.98,20.01,11.70166667,298.8117465,72.18279733,4.842299,-36.5346705,-35.21872667,233.0856841,362.8984986,1261.617196,2239.458628,3498.947229,2763.146396,1151.546901
NLA06608-0126,26.00,9.93,5.46,4.92,7.88,16.20,36.09,75.42,104.44,124.93,105.35,51.60,47.35,41.15,1.01,17.48,2.01,15.14,38.46,15.39,145.49,109.08,69.79,56.44,49.44,46.74,560.88,54.53,53.59,63.77,69.54,71.48,65.05,50.80,55.38,60.09,56.19,57.72,52.43,59.21,6.68,0.37,-3.74,-9.69,-13.00,1.49,6.95,15.70,20.81,24.80,20.80,17.18,7.362222222,173.6526988,3.672871822,-20.3984226,-47.71217142,-102.4450504,24.0886607,250.9274223,1184.049177,2172.986887,3097.963863,2191.580407,886.4847014
NLA06608-0127,33.73,18.84,14.58,14.30,17.75,27.07,37.60,60.63,80.71,97.94,82.44,56.49,45.17,48.77,5.71,7.92,13.88,14.43,2.86,4.27,13.2,8.77,83.74,130.8,24.72,29.9225,359.07,35.90,27.62,45.76,49.15,38.21,24.58,21.78,21.47,12.85,26.46,41.12,30.84,31.31,12.88,8.35,2.25,1.27,4.74,9.24,12.70,16.34,22.59,24.58,22.71,20.26,13.15833333,434.5784227,157.3194025,32.76260529,18.11210973,84.11512044,250.1394126,477.613575,990.4846995,1823.529126,2407.062032,1871.984603,1144.251071
NLA06608-0128,25.70,10.20,5.86,6.04,9.29,19.47,38.86,72.59,101.16,128.26,100.85,51.87,47.51,29.1,8.07,3.34,9.75,15.47,20.56,52.75,56.99,39.82,24.53,12.52,37.75,25.8875,310.65,50.93,49.50,57.64,62.00,67.78,47.53,51.95,48.88,47.03,34.74,31.98,40.01,49.16,7.54,0.61,-2.92,-4.43,-6.88,6.48,7.59,15.20,20.08,27.43,23.13,16.37,9.181666667,193.6613049,6.190787027,-17.14014442,-26.75594605,-63.96978545,126.071542,294.792201,1103.085169,2031.595457,3518.543095,2332.308145,849.2567361
NLA06608-0129,22.80,11.00,7.20,7.39,11.28,20.73,36.37,59.73,83.04,99.20,83.16,42.98,40.41,28.1,95.11,43.01,30.43,55.89,26.17,34.46,64.21,22.84,15.23,8.56,29.2,37.7675,453.21,47.29,59.68,64.00,72.18,61.53,50.79,45.02,43.82,40.83,29.80,29.67,37.54,48.51,7.37,-0.44,-3.38,-5.40,-1.05,4.45,7.24,12.36,16.37,24.49,19.81,14.19,8.001666667,168.1014635,-4.8397866,-24.32684788,-39.94498351,-11.88307888,92.18138321,263.4613577,738.4879248,1359.700822,2429.357673,1647.349639,610.0431632
NLA06608-0130,56.07,31.94,25.04,25.98,29.75,44.59,60.89,91.14,128.26,146.62,124.67,92.25,71.43,22.22,0.2,7.56,16.8,2.64,19.25,4.96,0.42,5.31,133.38,109.97,46.82,30.79416667,369.53,32.38,23.19,32.21,41.43,30.00,19.15,22.10,17.80,16.50,38.50,51.40,42.31,30.58,21.14,17.52,10.25,9.62,12.57,17.24,19.09,23.93,28.84,28.22,26.81,25.37,20.04944444,1185.215692,559.5348308,256.6147873,249.8571175,374.0981084,768.8531958,1162.547968,2181.039331,3698.90477,4137.589027,3341.977215,2340.173499
NLA06608-0132,35.54,18.36,13.22,13.02,16.40,25.38,38.02,61.91,88.14,106.81,89.15,56.74,46.89,45.16,7.79,16.29,24.66,21.37,22.73,11.3,40.73,6,53.26,55.87,39.92,28.75666667,345.08,47.56,37.32,49.36,51.81,44.71,32.96,35.96,37.94,21.21,30.78,45.80,34.99,39.20,10.97,7.26,0.98,-2.04,3.75,8.11,10.26,15.15,21.68,25.09,22.56,19.94,11.97527778,389.9972156,133.2874145,12.9521259,-26.55436992,61.50914625,205.8640129,390.0049499,937.9436054,1910.597918,2679.955482,2010.909487,1131.317136
NLA06608-0134,32.40,16.90,10.37,9.16,12.14,22.26,36.97,70.25,101.64,115.04,93.72,57.52,48.20,182.44,142.05,52.26,79.97,65.57,121.5,240.09,46.12,109.46,150.58,51.07,52.11,107.7683333,1293.22,62.34,68.77,59.26,58.14,49.89,47.78,51.10,44.73,59.70,62.10,63.75,60.65,57.35,10.88,8.04,3.37,-0.61,-5.02,2.37,7.96,17.63,20.50,22.25,21.77,18.98,10.67666667,352.5186586,135.8405114,34.96595945,-5.616779155,-60.9899477,52.69029753,294.3101505,1238.793738,2083.5216,2559.968056,2040.564096,1091.542801
NLA06608-0137,24.25,13.94,10.56,11.12,12.58,17.46,28.20,38.52,51.82,75.41,58.73,39.29,31.82,30.91,35.66,53.12,41.18,133.09,25.52,33.76,11.42,9.55,9.54,26.28,18.61,35.72,428.64,41.01,48.35,46.66,38.17,54.44,41.24,51.61,40.73,41.90,39.69,35.47,46.45,43.81,5.15,3.35,-0.28,-2.77,-0.71,3.56,3.54,7.99,12.10,17.13,15.48,9.62,6.180277778,124.9873028,46.7098942,-2.921365387,-30.79762175,-8.97311416,62.20329626,99.81041328,307.9003704,626.8196782,1291.515066,909.1653692,377.9641915
NLA06608-0139,36.83,18.18,11.21,9.88,13.01,25.23,44.33,78.85,113.83,128.94,105.39,64.99,54.22,112.17,64.17,90.77,106.21,34.15,58.54,105.84,44.25,75.43,101.35,205.66,46.09,87.0525,1044.63,59.62,65.91,69.22,72.58,69.52,57.03,55.14,48.08,53.18,55.52,64.70,54.92,60.45,11.25,7.36,3.08,-0.40,-7.52,7.90,9.87,20.08,23.68,23.55,24.77,21.48,12.09194444,414.4377938,133.7519466,34.53054836,-3.920363132,-97.8373432,199.20478,437.387656,1583.579529,2695.451539,3036.073528,2610.846736,1396.294061
NLA06608-0140,42.04,19.79,12.33,10.82,15.90,30.44,52.90,93.32,134.12,152.17,125.22,77.99,63.92,68.66,23.19,48.7,17.35,32.74,70.89,69.57,220.38,102.98,46.24,148.53,73.16,76.86583333,922.39,54.74,56.75,61.45,63.71,63.47,59.98,52.77,61.04,61.06,60.80,59.95,58.23,59.50,13.79,8.49,3.91,-1.09,-1.97,12.18,12.33,21.32,24.35,26.93,29.25,22.58,14.34,579.7194648,168.0426294,48.24998729,-11.75992188,-31.26783077,370.8898092,652.0346019,1989.844167,3265.452112,4098.403317,3662.178983,1760.947476
NLA06608-0141,42.10,23.93,15.88,13.93,16.96,30.45,49.64,87.46,125.61,142.55,117.43,77.94,61.99,136.54,132.01,41.36,80.77,55.25,95.25,172.84,42.54,86.04,44.85,75.38,17.42,81.6875,980.25,55.57,61.88,55.38,54.83,48.20,44.86,48.98,48.76,56.20,53.51,58.11,55.41,53.47,15.50,12.09,8.26,5.78,-0.29,9.49,12.48,20.67,24.89,26.34,26.49,23.48,15.43166667,652.3482844,289.2027256,131.2014766,80.52775764,-4.86059358,288.989926,619.5192806,1807.460601,3126.469488,3755.191587,3110.692356,1830.280315
NLA06608-0142,26.21,11.51,6.02,5.40,7.99,16.23,31.59,65.52,96.12,108.17,86.35,48.32,42.45,42.06,35.87,43.27,18.07,13.4,51.27,45.91,73.6,53.01,52.08,40.33,85.24,46.17583333,554.11,63.34,73.06,85.37,77.17,62.50,63.18,50.31,52.54,59.04,62.82,62.59,67.07,64.92,6.08,2.02,-3.87,-7.48,-11.28,0.93,5.76,15.58,19.91,21.00,20.54,16.15,7.111666667,159.250942,23.24049996,-23.31112989,-40.39052794,-90.13071371,15.04198971,182.0544902,1021.070474,1913.417473,2271.973413,1773.314038,780.5670755
NLA06608-0144,59.13,31.21,21.41,20.96,27.54,44.49,69.63,111.92,148.73,180.59,152.42,98.55,80.55,122.56,16.88,39.24,42.33,6.88,89.38,52.61,118.21,195.98,47.83,87.88,72.4,74.34833333,892.18,47.18,45.40,52.48,62.19,51.05,50.08,52.71,65.51,62.97,61.28,52.71,54.69,54.85,20.86,15.53,9.33,5.34,8.84,17.95,17.17,23.03,26.50,28.12,30.61,27.30,19.21444444,1233.227107,484.5285293,199.7551694,111.8739149,243.5675349,798.6031288,1195.576392,2577.045979,3941.23741,5078.120781,4666.087022,2690.386144
NLA06608-0148,39.57,19.88,12.41,10.88,14.98,28.62,49.62,82.16,117.99,133.83,110.33,68.84,57.43,127.95,78.01,168.08,145.69,75.37,85.75,116.78,35.8,77.81,70.97,32.53,86.03,91.73083333,1100.77,59.22,64.29,65.26,69.75,63.28,58.60,53.87,50.42,54.38,58.03,54.64,49.54,58.44,12.87,8.58,4.83,2.00,-4.81,10.76,12.01,21.61,24.77,24.30,28.10,23.63,14.05333333,509.1882845,170.6235599,59.88007072,21.72452801,-72.12312625,308.0774477,595.8882681,1775.776106,2922.225192,3252.551555,3099.874046,1626.536425
NLA06608-0149,30.50,16.96,10.43,9.20,11.44,20.93,39.28,65.83,95.16,114.63,93.50,54.03,46.82,98.27,81.55,50.42,80.97,50.96,74.94,78.9,54.53,43.72,61.93,105.66,61.13,70.24833333,842.98,62.11,64.31,59.37,66.92,60.13,56.33,57.29,49.06,54.83,57.43,61.45,60.91,59.18,10.09,7.13,3.25,-1.04,-7.27,1.71,6.51,15.78,20.78,21.25,21.98,18.53,9.891388889,307.6131238,121.0092175,33.88575125,-9.572579016,-83.13358787,35.72411392,255.5496652,1038.566323,1977.796307,2435.560429,2055.39471,1001.120106
NLA06608-0150,28.10,14.17,7.49,6.69,9.17,18.41,35.47,64.49,94.21,113.05,90.74,51.24,44.43,183.28,114.19,74.22,67.83,46.23,95.72,192.42,80.79,58.22,61.53,116.35,49.15,94.99416667,1139.93,57.90,66.29,56.28,48.77,42.87,45.88,49.84,47.03,54.05,60.42,56.49,56.48,53.53,10.15,6.22,0.11,-5.60,-9.25,-0.44,5.99,14.23,19.32,21.40,21.07,17.29,8.373333333,285.2099656,88.08310453,0.799302165,-37.44760896,-84.87721139,-8.09918736,212.3301723,917.6328486,1819.768616,2419.6143,1911.649078,886.0259912
