SITE_ID,VISIT_NO,DATE_COL,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,HYDRO_TYPE,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MAN_DRINKING_WATER,MAN_LEVEL_FLUCTUATIONS,MAN_SCORE,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,SWIMMABILITY,TROPHIC_STATE
NLA12_MI-128,1,18-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ZERO,NA,NA,NA,NA,0,NONE,3,0-05,0-05,75-100,0-05,25-75,75-100,25-May,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,L,NA,H,L,H,M,15,NA,LHLHM,GOOD,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA
NLA12_MI-168,1,19-Jul-12,H,NA,L,NA,L,NA,7,HLL,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NA,3,0-05,0-05,25-May,25-May,25-May,25-May,25-75,0-05,L,NA,NA,NA,NA,2,LL,NA,L,NA,FAIR,NA,NA,NA,L,L,L,L,7,M,LLLLM,FAIR,HYPEREUTROPHIC
NLA12_MI-112,1,19-Jul-12,L,NA,NA,NA,NA,NA,4,LM,M,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,6,ARTIFICIAL,3,0-05,0-05,75-100,0-05,25-75,75-100,25-May,25-75,NA,NA,L,NA,NA,1,L,NA,NA,NA,GOOD,L,L,NA,H,M,H,M,18,NA,LLHMHM,GOOD,EUTROPHIC
NLA12_MI-115,1,19-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ZERO,NA,NA,NA,NA,9,NONE,2,0-05,25-75,75-100,0-05,25-75,25-75,25-May,25-May,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,NA,NA,H,L,H,M,14,NA,HLHM,GOOD,EUTROPHIC
NLA12_WI-131,1,18-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,4,0-05,25-May,25-May,25-75,25-May,25-May,25-75,25-75,L,NA,NA,NA,NA,2,LL,NA,L,NA,EXCELLENT,NA,NA,NA,L,NA,M,L,5,NA,LML,GOOD,MESOTROPHIC
NLA12_WI-154,1,16-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ZERO,NA,NA,NA,NA,0,NONE,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,L,NA,L,NA,L,L,4,NA,LLLL,FAIR,OLIGOTROPHIC
NLA12_NE-109,1,20-Jul-12,NA,NA,NA,NA,NA,NA,1,L,L,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,ZERO,NA,NA,NA,NA,1,ARTIFICIAL,2,NA,NA,25-75,25-May,25-May,25-75,NA,25-May,NA,L,L,L,L,5,LLLLL,NA,L,NA,EXCELLENT,L,L,NA,M,L,M,L,10,NA,LLMLML,GOOD,EUTROPHIC
NLA12_NE-103,1,19-Jul-12,NA,NA,L,NA,L,NA,2,LL,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,ELEVATION CHANGE,9,9,NA,H,6,ARTIFICIAL,1,NA,25-75,0-05,NA,25-75,25-May,25-May,25-May,NA,L,L,L,NA,5,LLLLL,L,L,NA,POOR,L,L,NA,L,L,L,L,7,L,LLLLLLL,FAIR,EUTROPHIC
NLA12_NE-114,1,22-Jul-12,NA,NA,NA,NA,L,NA,1,L,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,ELEVATION CHANGE,3,3,NA,M,4,ARTIFICIAL,2,NA,75-100,25-May,NA,25-May,25-May,0-05,0-05,NA,L,L,L,NA,5,LLLLL,L,L,NA,EXCELLENT,NA,L,NA,L,L,L,L,6,L,LLLLLL,FAIR,EUTROPHIC
NLA12_WA-106,1,24-Jul-12,NA,NA,NA,NA,L,NA,1,L,NA,2,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,L,5,ARTIFICIAL,2,0-05,0-05,0-05,25-75,25-75,0-05,25-May,25-May,L,NA,NA,L,NA,4,LLLL,L,L,NA,GOOD,NA,NA,NA,L,NA,L,M,5,NA,LLM,UNSWIMMABLE,MESOTROPHIC
NLA12_NE-104,1,23-Jul-12,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,ZERO,5,5,NA,NA,1,ARTIFICIAL,4,0-05,0-05,0-05,25-75,0-05,0-05,25-May,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NLA12_MI-117,1,24-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ZERO,NA,NA,NA,NA,2,NONE,3,0-05,25-May,25-75,0-05,75-100,25-75,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,M,L,H,L,10,NA,MLHL,GOOD,MESOTROPHIC
NLA12_MI-102,1,24-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,M,NA,M,NA,NA,NA,NA,NA,6,MM,DRAINAGE,NA,NA,NA,NA,NA,1,NONE,3,0-05,0-05,25-May,25-75,0-05,0-05,25-75,25-May,L,M,L,NA,NA,7,LMLLL,L,L,NA,EXCELLENT,L,L,NA,L,L,M,M,11,L,LLLLMML,GOOD,MESOTROPHIC
NLA12_NE-133,1,24-Jul-12,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA
NLA12_MI-110,1,25-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,1,NONE,4,0-05,0-05,25-May,25-May,25-75,25-May,25-75,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,M,NA,M,M,9,NA,MMM,GOOD,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,FAIR,NA,NA,NA,L,NA,NA,NA,NA,1,L,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,25-May,NA,NA,NA,NA,NA,1,L,L,NA,NA,GOOD,NA,NA,NA,NA,NA,L,NA,1,NA,L,FAIR,OLIGOTROPHIC
NLA12_MI-129,1,25-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,2,NONE,3,0-05,0-05,75-100,25-75,25-75,25-75,25-75,25-May,NA,NA,NA,NA,NA,1,L,NA,L,NA,EXCELLENT,NA,L,NA,H,NA,H,L,12,NA,LHHL,GOOD,MESOTROPHIC
NLA12_VT-114,1,26-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ELEVATION CHANGE,3.3,3.3,NA,M,3,ARTIFICIAL,4,0-05,0-05,25-May,75-100,0-05,0-05,0-05,25-May,NA,NA,NA,NA,NA,1,L,L,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,OLIGOTROPHIC
NLA12_MI-123,1,26-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,4,0-05,0-05,0-05,0-05,25-May,0-05,0-05,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NLA12_MI-161,1,26-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,L,NA,NA,NA,NA,NA,NA,NA,1,L,DRAINAGE,NA,NA,NA,NA,NA,4,NONE,2,0-05,0-05,75-100,25-75,25-75,75-100,25-75,25-May,NA,NA,L,NA,L,3,LLL,NA,L,NA,EXCELLENT,L,NA,NA,H,NA,H,H,16,NA,LHHH,GOOD,EUTROPHIC
NLA12_WI-166,1,26-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,1,NA,5,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-May,H,NA,NA,NA,NA,6,HL,NA,L,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,1,L,L,UNSWIMMABLE,EUTROPHIC
NLA12_MI-165,1,27-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NA,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,L,L,2,NA,LL,GOOD,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,L,NA,NA,NA,NA,1,L,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,L,L,2,NA,LL,UNSWIMMABLE,OLIGOTROPHIC
NLA12_MI-162,1,30-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,2,NONE,5,0-05,0-05,0-05,75-100,0-05,0-05,25-May,0-05,NA,NA,NA,L,NA,2,LL,NA,L,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,OLIGOTROPHIC
NA,NA,NA,NA,NA,L,NA,L,NA,2,LL,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,4,0-05,0-05,0-05,25-75,0-05,0-05,25-May,25-75,NA,NA,L,NA,NA,1,L,NA,NA,NA,GOOD,L,L,NA,L,NA,L,NA,4,NA,LLLL,FAIR,MESOTROPHIC
NLA12_MI-132,1,31-Jul-12,NA,NA,L,NA,L,NA,2,LL,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ZERO,NA,NA,NA,NA,1,NONE,4,25-May,0-05,25-May,25-75,0-05,0-05,25-May,0-05,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NLA12_MI-118,1,31-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NA,4,0-05,0-05,25-May,75-100,0-05,0-05,25-75,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,NA,MESOTROPHIC
NLA12_WA-107,1,31-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,L,2,ARTIFICIAL,3,0-05,25-May,0-05,25-75,25-May,0-05,25-May,25-May,NA,NA,L,NA,NA,3,LLL,L,L,NA,GOOD,L,NA,NA,L,NA,M,M,8,NA,LLMM,GOOD,EUTROPHIC
NLA12_WI-112,1,19-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,3,0-05,0-05,0-05,25-May,0-05,25-May,0-05,25-75,NA,NA,NA,NA,NA,1,L,NA,L,NA,FAIR,NA,NA,NA,L,NA,M,L,5,NA,LML,FAIR,MESOTROPHIC
NLA12_WI-108,1,30-Jul-12,L,NA,NA,NA,NA,NA,1,L,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,ARTIFICIAL,3,25-May,0-05,25-75,25-May,25-75,25-75,25-May,25-May,M,L,NA,NA,L,6,MLLL,NA,L,NA,GOOD,NA,L,NA,M,NA,M,L,8,NA,LMML,FAIR,EUTROPHIC
NLA12_VT-101,2,1-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,L,NA,NA,NA,NA,1,L,DRAINAGE,ELEVATION CHANGE,5,5,NA,NA,0,ARTIFICIAL,4,0-05,25-May,25-75,25-75,25-May,25-75,0-05,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,MESOTROPHIC
NLA12_MI-169,1,1-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NA,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,25-75,NA,NA,NA,NA,NA,1,L,L,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NLA12_MI-148,1,1-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,M,NA,NA,NA,3,M,RESERVOIR,ZERO,NA,NA,NA,M,4,ARTIFICIAL,5,0-05,0-05,0-05,75-100,25-May,0-05,25-May,25-May,NA,NA,NA,L,NA,1,L,NA,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,OLIGOTROPHIC
NLA12_WA-129,1,1-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,1,NONE,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,NA,NA,NA,NA,2,LL,L,L,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,MESOTROPHIC
NLA12_WI-155,1,1-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,1,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,4,NA,0-05,0-05,25-75,25-May,0-05,25-May,25-75,L,NA,NA,NA,NA,1,L,NA,NA,NA,POOR,NA,NA,NA,L,NA,L,L,3,NA,LLL,UNSWIMMABLE,EUTROPHIC
NLA12_WI-103,1,1-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,L,2,NA,3,0-05,25-May,25-75,25-May,25-75,25-75,25-May,25-May,L,NA,L,NA,NA,3,LLL,NA,L,NA,EXCELLENT,NA,NA,NA,M,NA,M,L,7,NA,MML,GOOD,MESOTROPHIC
NLA12_MI-137,1,2-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,L,NA,M,NA,NA,NA,NA,4,LM,SEEPAGE,ZERO,NA,NA,NA,NA,0,NONE,5,0-05,25-May,0-05,75-100,25-75,0-05,25-75,25-May,NA,NA,NA,NA,NA,1,L,L,NA,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,MESOTROPHIC
NLA12_WI-151,1,31-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,5,NA,0-05,0-05,75-100,25-May,0-05,25-75,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,NA,2,NA,LL,GOOD,MESOTROPHIC
NLA12_WI-127,1,2-Aug-12,L,NA,NA,NA,NA,NA,1,L,NA,1,GOOD,NA,L,NA,NA,NA,NA,NA,NA,1,L,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,4,0-05,0-05,NA,25-May,25-May,NA,25-May,25-May,L,NA,NA,NA,NA,4,LM,M,NA,NA,POOR,NA,NA,NA,NA,L,NA,NA,1,NA,L,UNSWIMMABLE,EUTROPHIC
NLA12_MI-164,1,3-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ELEVATION CHANGE,1,1,NA,NA,0,NA,4,0-05,25-75,0-05,75-100,0-05,0-05,25-May,0-05,NA,NA,NA,NA,NA,2,LL,L,L,NA,POOR,NA,NA,NA,NA,NA,L,L,2,NA,LL,UNSWIMMABLE,MESOTROPHIC
NLA12_WI-104,1,17-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,L,NA,NA,L,NA,L,L,9,H,LLLLH,NA,NA
NLA12_ID-143,1,6-Aug-12,NA,NA,H,NA,NA,NA,5,H,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,2,25-75,25-May,0-05,0-05,25-May,0-05,25-75,0-05,NA,NA,NA,L,NA,2,LL,NA,L,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,MESOTROPHIC
NLA12_MI-116,1,7-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NA,4,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,MESOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,3,NONE,4,0-05,0-05,25-75,25-75,25-May,25-May,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,1.5,1.5,NA,NA,0,ARTIFICIAL,4,0-05,0-05,25-75,25-75,25-May,25-May,0-05,25-May,NA,L,L,L,NA,4,LLLL,L,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,MESOTROPHIC
NLA12_ID-216,1,7-Aug-12,NA,NA,M,NA,M,NA,9,MMM,M,2,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,H,5,ARTIFICIAL,4,0-05,75-100,0-05,0-05,25-May,0-05,0-05,0-05,NA,NA,NA,NA,NA,1,L,NA,L,NA,POOR,NA,NA,NA,NA,L,NA,L,2,NA,LL,FAIR,MESOTROPHIC
NLA12_WI-129,1,7-Aug-12,L,NA,NA,NA,L,NA,2,LL,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,ZERO,NA,NA,NA,NA,0,NONE,5,0-05,0-05,0-05,0-05,25-75,0-05,25-75,0-05,L,NA,NA,NA,NA,2,LL,L,NA,NA,GOOD,NA,L,NA,L,NA,NA,L,3,NA,LLL,UNSWIMMABLE,EUTROPHIC
NLA12_NH-115,1,7-Aug-12,NA,NA,L,NA,NA,NA,1,L,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NATURAL,5,0-05,0-05,0-05,25-75,0-05,0-05,25-75,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,OLIGOTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,ZERO,15,15,NA,NA,0,ARTIFICIAL,4,0-05,0-05,25-May,75-100,0-05,0-05,25-May,0-05,NA,NA,NA,M,NA,3,M,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,NA,2,NA,LL,GOOD,OLIGOTROPHIC
NLA12_MI-141,1,8-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,GOOD,NA,L,NA,NA,NA,NA,NA,NA,1,L,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,5,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-May,NA,NA,NA,NA,NA,1,L,L,NA,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,OLIGOTROPHIC
NLA12_WA-131,1,8-Aug-12,M,NA,L,NA,M,NA,10,MLMM,M,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,2,25-75,0-05,0-05,0-05,25-75,0-05,25-May,25-May,NA,NA,NA,NA,NA,1,L,NA,L,NA,FAIR,NA,NA,NA,NA,NA,L,L,2,NA,LL,UNSWIMMABLE,MESOTROPHIC
NLA12_WI-107,1,8-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,3,0-05,0-05,25-75,25-May,25-75,25-75,25-May,25-75,NA,NA,NA,NA,NA,1,L,NA,L,NA,EXCELLENT,NA,NA,NA,M,NA,H,NA,8,NA,MH,GOOD,MESOTROPHIC
NLA12_WA-111,1,9-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,1,NONE,3,0-05,0-05,25-May,0-05,25-May,0-05,25-May,25-May,NA,M,M,NA,L,8,MMLL,NA,L,NA,EXCELLENT,NA,L,NA,M,NA,M,M,10,NA,LMMM,GOOD,MESOTROPHIC
NLA12_ID-214,1,8-Aug-12,NA,NA,NA,NA,NA,NA,1,L,L,3,FAIR,NA,L,NA,NA,NA,NA,NA,NA,1,L,RESERVOIR,ELEVATION CHANGE,25,25,NA,M,4,ARTIFICIAL,3,0-05,25-75,0-05,0-05,25-75,0-05,25-75,0-05,NA,NA,NA,NA,NA,2,LL,L,L,NA,FAIR,NA,NA,NA,NA,L,NA,L,2,NA,LL,FAIR,OLIGOTROPHIC
NLA12_WI-120,1,9-Aug-12,NA,NA,NA,NA,NA,NA,0,NA,NA,1,POOR,NA,NA,NA,NA,NA,H,NA,NA,5,H,RESERVOIR,NA,NA,NA,NA,NA,0,NA,1,NA,25-May,NA,NA,75-100,NA,0-05,0-05,NA,NA,L,NA,NA,6,LH,NA,H,NA,POOR,NA,NA,H,H,H,H,H,25,NA,HHHHH,UNSWIMMABLE,EUTROPHIC
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,L,NA,NA,NA,NA,1,L,SEEPAGE,ZERO,NA,NA,NA,NA,0,NONE,4,0-05,0-05,0-05,75-100,0-05,0-05,75-100,75-100,NA,NA,NA,NA,NA,1,L,L,NA,NA,GOOD,NA,NA,NA,L,NA,L,NA,2,NA,LL,FAIR,OLIGOTROPHIC
NLA12_VT-115,1,13-Aug-12,NA,NA,NA,NA,L,NA,1,L,NA,4,EXCELLENT,NA,NA,NA,L,NA,NA,NA,NA,1,L,DRAINAGE,ZERO,NA,NA,NA,NA,0,NONE,4,0-05,0-05,0-05,25-May,0-05,0-05,25-75,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NLA12_WI-128,1,25-Jul-12,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,NA,NA
